N	3gram	Tiupa_Lite_1	KulturaY
1	в том что	11	10
2	можно было бы	1	9
3	с точки зрения	2	8
4	в самом деле	1	7
5	с другой стороны	1	7
6	только потому что	1	6
7	по крайней мере	1	6
8	во всяком случае	2	5
9	тем не менее	2	5
10	в зависимости от	1	4
11	не только в	4	4
12	не может быть	1	4
13	к этой книге	1	3
14	в лучшем случае	1	3
15	в этом отношении	2	3
16	в связи с	4	3
17	то же время	5	3
18	в то же	5	3
19	не говоря уже	2	2
20	на самом деле	1	2
21	в соответствии с	1	2
22	только в том	2	2
23	говоря уже о	1	2
24	в наше время	1	2
25	с этой точки	3	2
26	в отличие от	5	2
27	это всего лишь	2	2
28	этой точки зрения	3	2
29	в свою очередь	1	2
30	в конечном счете	4	2
31	но все же	1	2
32	на то что	1	2
33	выходит за рамки	1	2
34	так или иначе	8	2
35	все ту же	1	1
36	то что я	1	1
37	лишь в той	1	1
38	в виду не	2	1
39	состоит в том	5	1
40	иметь в виду	1	1
41	чуть ли не	2	1
42	прежде всего в	3	1
43	дело в том	2	1
44	а прежде всего	1	1
45	в этом последнем	1	1
46	может и не	1	1
47	потому что я	1	1
48	знает что он	1	1
49	и не только	1	1
50	до сих пор	1	1
51	тот или иной	1	1
52	для этой цели	1	1
53	бы то ни	1	1
54	виду не только	1	1
55	в день и	1	1
56	только то что	1	1
57	всей русской культуры	1	1
58	какой бы то	1	1
59	в той мере	1	1
60	том или ином	1	1
61	тех пор пока	1	1
62	и то что	2	1
63	но может быть	1	1
64	и в частности	1	1
65	в значительной степени	1	1
66	за собой и	1	1
67	в данном случае	4	1
68	то ни было	1	1
69	с одной стороны	2	1
70	а также и	1	1
71	если и не	1	1
72	едва ли не	1	1
73	в последнее время	1	1
74	все более и	1	1
75	но только в	1	1
76	бы потому что	1	1
77	до тех пор	1	1
78	хотя бы на	1	1
79	может быть это	3	1
80	о том что	2	1
81	ничего общего с	1	1
82	в сущности не	1	1
83	с самого начала	1	1
84	более и более	1	1
85	и прежде всего	3	1
86	к тому чтобы	1	1
87	не выходит за	1	1
88	если бы я	1	1
89	бы я был	1	1
90	в этом своем	1	1
91	не может и	1	1
92	в большинстве случаев	1	1
93	в каком отношении	1	1
94	в силу своей	3	1
95	тех или иных	1	1
96	не только от	1	1
97	к тому же	1	1
98	не нуждается в	1	1
99	как мы знаем	1	1
