1	в то же	4	7
2	то же время	4	7
3	и т д	4	6
4	во всяком случае	2	6
5	и т п	5	5
6	в зависимости от	1	5
7	с другой стороны	5	5
8	то ни было	2	4
9	для того чтобы	1	4
10	в данном случае	1	4
11	бы то ни	2	4
12	подобно тому как	1	4
13	в большинстве случаев	1	4
14	обстоит дело с	1	3
15	по отношению к	3	3
16	в этом отношении	3	3
17	то же самое	2	3
18	в том что	9	3
19	и формы его	1	3
20	вместе с тем	1	3
21	к тому что	1	2
22	следовательно и в	1	2
23	в отличие от	1	2
24	в высшей степени	1	2
25	же как мы	1	2
26	тем не менее	1	2
27	смысле этого слова	1	2
28	именно потому что	2	2
29	на этом фоне	1	2
30	как мы видели	1	2
31	в конце концов	4	2
32	мы уже знаем	1	2
33	т п в	1	2
34	друга во времени	1	1
35	чтобы убедиться в	1	1
36	жизнь и ее	1	1
37	со своей стороны	1	1
38	до сих пор	2	1
39	не только в	1	1
40	нет никаких оснований	1	1
41	с самого начала	1	1
42	ни в коем	1	1
43	в том числе	1	1
44	до конца в	1	1
45	которые могут быть	1	1
46	внешнее и внутреннее	1	1
47	в отношении к	1	1
48	если они не	1	1
49	но при этом	1	1
50	в действительности дело	1	1
51	сделать вывод что	1	1
52	достаточно сказать что	1	1
53	в значительной степени	1	1
54	можно было бы	1	1
55	которых идет речь	1	1
56	с этой точки	1	1
57	одна из них	1	1
58	о том что	3	1
59	но и все	1	1
60	сам по себе	1	1
61	совершенно очевидно что	1	1
62	том что они	1	1
63	так как он	1	1
64	что же касается	1	1
65	хотя и не	1	1
66	мы не найдем	1	1
67	по тем же	1	1
68	можно говорить о	1	1
69	со всех сторон	1	1
70	так или иначе	1	1
71	с одной стороны	3	1
72	так же как	1	1
73	другой стороны в	1	1
74	случае ясно что	1	1
75	и в том	1	1
76	и тот же	1	1
77	у нас в	2	1
78	потому что они	1	1
79	а то и	2	1
80	о которых идет	1	1
81	содержания и формы	1	1
82	т е в	2	1
83	в коем случае	1	1
84	на то что	2	1
85	как и в	2	1
86	и чаще всего	1	1
87	потому что и	1	1
88	т п т	1	1
89	в это время	1	1
90	этой точки зрения	1	1
91	в том же	1	1
92	п т е	1	1
93	в той же	1	1
94	можно сделать вывод	1	1
95	может и не	1	1
96	же как раз	1	1
