N	3gram	Propp_Isto_3	FransuaR
1	с точки зрения	1	5
2	мы уже говорили	1	5
3	не только в	1	5
4	но и в	1	4
5	до сих пор	5	4
6	не может быть	1	4
7	но прежде всего	1	3
8	с одной стороны	2	3
9	о том что	2	3
10	с другой стороны	7	3
11	можно сказать что	1	2
12	только то что	1	2
13	и в обряде	1	2
14	во всяком случае	2	2
15	но все же	2	2
16	как мы видели	5	2
17	подобно тому как	1	2
18	мы знаем что	1	1
19	мы здесь имеем	1	1
20	если бы она	2	1
21	в силу того	1	1
22	время от времени	1	1
23	по отношению к	2	1
24	можно найти достаточно	1	1
25	также и в	1	1
26	бы это был	1	1
27	тех случаях когда	1	1
28	как если бы	1	1
29	и насилия в	1	1
30	на самом же	1	1
31	но здесь мы	1	1
32	подводя итоги мы	1	1
33	что в нем	1	1
34	что в них	2	1
35	так в одной	1	1
36	и той же	1	1
37	не менее если	1	1
38	еще тем что	1	1
39	менее если не	1	1
40	таким образом и	2	1
41	в чем же	1	1
42	роль в жизни	1	1
43	друг с другом	1	1
44	приведем несколько примеров	1	1
45	в них и	1	1
46	мы видели что	3	1
47	в тех случаях	1	1
48	силу того что	1	1
49	итоги мы можем	1	1
50	в этом случае	5	1
51	на самом деле	1	1
52	все же остальное	1	1
53	не только не	2	1
54	не только на	1	1
55	и прежде всего	1	1
56	самом же деле	1	1
57	и вступает в	1	1
58	мы имеем в	2	1
59	на то что	1	1
60	в большинстве случаев	1	1
61	после того как	1	1
62	одной и той	1	1
63	еще не окончательно	1	1
64	не только то	1	1
65	в том что	5	1
66	как и в	2	1
