N	4gram	Bakhtin_Pr_5	Dialekti
1	одно и то же	3	4
2	в то же время	10	4
3	и в этом смысле	1	2
4	и в то же	2	2
5	одна и та же	2	2
6	мы можем сказать что	2	2
7	не может и не	1	2
8	что в нем есть	1	2
9	и в нем нет	1	1
10	дело в том что	1	1
11	сознания можно было бы	1	1
12	именно с точки зрения	1	1
13	то же время как	1	1
14	взаимоотношение внутреннего и внешнего	1	1
15	в то время как	1	1
16	как раз и показывает	1	1
17	ни в чем не	1	1
18	может и не должен	1	1
19	друг к другу как	1	1
20	но в то же	4	1
21	ни того ни другого	1	1
22	но в конце концов	1	1
23	все больше и больше	1	1
24	сам по себе и	1	1
