N	2gram	Bakhtin_Fr_3	Tvorches
1	и в	40	21
2	как бы	3	17
3	в то	6	15
4	то же	7	13
5	в его	13	13
6	то есть	18	12
7	как и	11	12
8	же время	6	12
9	что в	12	12
10	с его	3	11
11	том что	4	11
12	все это	4	10
13	в романе	15	10
14	как в	3	8
15	он не	9	8
16	то что	5	8
17	в году	5	7
18	и на	8	7
19	но в	8	7
20	не только	13	7
21	при этом	3	7
22	тем самым	1	7
23	во многом	1	7
24	у него	8	7
25	и не	13	7
26	в том	8	7
27	в свою	1	7
28	в этом	15	6
29	в творчестве	1	6
30	в котором	2	6
31	не менее	2	6
32	и его	17	6
33	о том	4	6
34	и все	9	6
35	что он	2	6
36	для него	5	6
37	xix века	4	6
38	а в	3	6
39	отнюдь не	1	5
40	все же	2	5
41	в этой	3	5
42	таким образом	10	5
43	вовсе не	12	5
44	в своих	5	5
45	потому что	2	5
46	как будто	1	5
47	только в	3	5
48	может быть	9	5
49	а не	5	5
50	м с	1	5
51	но это	3	5
52	это уже	1	5
53	хотя бы	2	5
54	из всех	4	4
55	в своем	7	4
56	и как	3	4
57	в целом	2	4
58	в человеке	1	4
59	это не	2	4
60	в своей	6	4
61	мысли и	1	4
62	своего рода	2	4
63	в мире	4	4
64	времени и	2	4
65	одной из	2	4
66	прежде всего	16	4
67	не может	3	4
68	и от	3	4
69	в основном	4	4
70	один из	4	4
71	одним из	2	4
72	и т	1	3
73	на самом	3	3
74	это и	2	3
75	той же	8	3
76	не был	2	3
77	со всеми	5	3
78	в самом	6	3
79	представляет собой	1	3
80	в нем	5	3
81	на его	2	3
82	и по	1	3
83	и с	8	3
84	и других	6	3
85	на протяжении	3	3
86	далеко не	2	3
87	в их	4	3
88	представление о	2	3
89	даже в	4	3
90	человека но	1	3
91	дело не	3	3
92	самого начала	1	3
93	дело в	2	3
94	героев и	1	3
95	никогда не	1	3
96	этой книги	2	3
97	и другие	2	3
98	с самого	1	3
99	в дальнейшем	2	3
100	с ним	1	3
101	там же	1	3
102	в ту	7	3
103	того что	1	3
104	который в	2	3
105	уже в	2	3
106	в виде	1	3
107	говорит о	1	3
108	не так	3	3
109	так как	4	3
110	в которой	2	3
111	связан с	3	3
112	и даже	4	3
113	с другой	2	3
114	но и	11	3
115	но не	2	3
116	он говорит	6	3
117	в книге	2	3
118	это как	1	3
119	жизни и	4	3
120	ее в	1	3
121	это в	2	3
122	так же	1	3
123	вряд ли	1	2
124	в нашей	2	2
125	того же	2	2
126	самом деле	3	2
127	некоторые из	1	2
128	в первом	1	2
129	по преимуществу	2	2
130	мировоззрения и	1	2
131	а как	1	2
132	есть не	1	2
133	за два	1	2
134	и он	1	2
135	в ней	4	2
136	в отличие	3	2
137	и высокое	1	2
138	людей в	1	2
139	ту эпоху	7	2
140	отличие от	3	2
141	в одной	1	2
142	когда он	1	2
143	говорит что	1	2
144	и наконец	3	2
145	но его	1	2
146	и внутреннего	1	2
147	в себе	3	2
148	на площади	7	2
149	так сказать	5	2
150	страдания и	2	2
151	здесь мы	2	2
152	а затем	1	2
153	о котором	1	2
154	и тем	1	2
155	в беседе	1	2
156	т ii	1	2
157	в данном	4	2
158	такой же	1	2
159	в один	2	2
160	в этих	6	2
161	этой связи	1	2
162	не во	1	2
163	говорит об	2	2
164	жизни с	2	2
165	не в	1	2
166	но он	2	2
167	на свете	1	2
168	одна из	3	2
169	и притом	1	2
170	в основе	5	2
171	но только	1	2
172	свидетельствует о	2	2
173	в духе	7	2
174	в направлении	1	2
175	отказаться от	1	2
176	где он	1	2
177	в виду	7	2
178	данном случае	2	2
179	в в	1	2
180	с каким	1	2
181	в себя	1	2
182	на том	1	2
183	так и	3	2
184	за то	1	2
185	здесь нет	2	2
186	об этом	3	2
187	еще в	3	2
188	можно сказать	2	2
189	настоящее время	1	2
190	одного из	2	2
191	что и	3	2
192	во всей	3	2
193	в литературе	5	2
194	во вкусе	1	2
195	больше чем	2	2
