N	2gram	Berdyaev_V_1	FransuaR
1	и в	16	29
2	то есть	1	21
3	и не	20	16
4	в этой	1	13
5	и все	4	13
6	но в	3	12
7	как и	4	12
8	на части	1	12
9	и на	1	11
10	в этом	4	11
11	так и	4	11
12	то же	1	10
13	не только	2	10
14	как мы	1	10
15	все эти	3	9
16	и с	1	9
17	в конце	3	9
18	вовсе не	1	9
19	но и	5	9
20	в образах	1	8
21	в его	4	8
22	прежде всего	2	8
23	как бы	5	8
24	в них	3	7
25	в том	3	7
26	так как	9	7
27	еще и	1	7
28	так же	1	7
29	в атмосфере	1	6
30	и до	1	5
31	что это	1	5
32	в нем	4	5
33	весь мир	1	5
34	в своей	3	5
35	это не	2	5
36	у него	1	5
37	и по	1	5
38	и есть	4	4
39	в которой	1	4
40	еще не	8	4
41	с его	3	4
42	конце концов	1	4
43	в образе	4	4
44	мы слышим	2	4
45	были в	1	4
46	в результате	1	4
47	что он	4	4
48	конечно не	2	4
49	тем что	2	4
50	с другой	1	4
51	но это	3	4
52	все это	5	4
53	один из	2	4
54	мира и	1	4
55	то что	9	4
56	есть и	1	4
57	жизни и	3	4
58	и за	2	3
59	в ней	4	3
60	в чем	3	3
61	но как	1	3
62	в своем	1	3
63	церкви и	1	3
64	и вот	1	3
65	и сам	2	3
66	для того	1	3
67	том что	2	3
68	свою роль	1	3
69	того чтобы	2	3
70	в разных	1	3
71	в ее	1	3
72	роль в	1	3
73	к нему	1	3
74	того что	5	3
75	с ними	1	3
76	и так	1	3
77	же и	1	3
78	и любви	2	3
79	и они	3	3
80	не случайно	1	3
81	превращается в	3	3
82	все же	1	3
83	у них	1	3
84	мы видим	1	3
85	тот же	3	3
86	другой стороны	1	3
87	и то	2	2
88	в виду	1	2
89	он был	1	2
90	но не	2	2
91	если в	1	2
92	что они	7	2
93	как в	1	2
94	хотя и	5	2
95	на этом	1	2
96	может быть	1	2
97	и мы	3	2
98	в жизни	3	2
99	ни в	3	2
100	их было	1	2
101	в этих	3	2
102	наших дней	1	2
103	в котором	4	2
104	в их	1	2
105	что я	3	2
106	мир и	2	2
107	их в	3	2
108	на котором	1	2
109	но она	1	2
110	никогда не	3	2
111	уже и	1	2
112	к тому	3	2
113	и это	2	2
114	им в	1	2
115	в себя	2	2
116	быть может	1	2
117	с ним	2	2
118	но мы	2	2
119	все в	1	2
120	мы увидим	1	2
121	это ни	1	2
122	уже не	2	2
123	уже в	1	2
124	его и	2	2
125	в новом	1	2
126	нового времени	1	2
127	они не	1	2
128	власти и	1	2
129	стороны в	1	2
130	о чем	1	2
131	в словах	1	2
132	да и	2	2
133	о мире	1	2
134	и для	3	2
135	и частей	1	2
136	жизни в	1	2
137	его к	2	2
138	нет ничего	3	2
139	о своем	1	2
140	людей но	1	2
141	в трех	1	2
142	только в	2	2
143	и другие	1	2
144	в своих	1	2
145	и эта	1	2
146	это в	1	2
147	к этому	1	2
148	дел и	1	1
149	победы над	1	1
150	этого мира	3	1
151	нем нет	2	1
152	на вечность	1	1
153	должна быть	3	1
154	в самом	1	1
155	и тут	1	1
156	в первый	3	1
157	не была	1	1
158	человека и	6	1
159	и столь	1	1
160	кто же	1	1
161	переход к	1	1
162	и хлеб	1	1
163	во имя	32	1
164	отношение к	1	1
165	нам право	1	1
166	нет и	2	1
167	себя за	1	1
168	государства и	2	1
169	его на	1	1
170	все будут	1	1
171	вещах о	1	1
172	и каким	1	1
173	и своего	1	1
174	утверждают что	1	1
175	в противоположность	1	1
176	он дал	1	1
177	истины и	1	1
178	бы и	3	1
179	в целом	1	1
180	бога в	1	1
181	слово это	1	1
182	и вечно	2	1
183	и если	1	1
184	есть одна	1	1
185	у самого	1	1
186	на земле	7	1
187	людей и	2	1
188	лишь немногим	1	1
189	за то	3	1
190	значение в	1	1
191	в мире	5	1
192	конечно в	1	1
193	обратился к	1	1
194	или даже	1	1
195	которого не	1	1
196	и очень	1	1
197	мы не	2	1
198	о которой	1	1
199	и тогда	2	1
200	всего только	1	1
201	что было	2	1
202	раз и	1	1
203	можно ли	1	1
204	во главе	2	1
205	бога нет	2	1
206	не имел	2	1
207	на него	1	1
208	не по	1	1
209	говорить о	4	1
210	найти в	1	1
211	самой жизни	1	1
212	ничего не	1	1
213	как она	1	1
214	то уж	1	1
215	видим что	1	1
216	во всем	1	1
217	потому что	4	1
218	что на	1	1
219	у нас	1	1
220	легенда о	2	1
221	в духе	2	1
222	теперь когда	1	1
223	что все	4	1
224	но все	1	1
225	понимает и	2	1
226	они и	2	1
227	и своих	1	1
228	значения и	2	1
229	не будет	2	1
230	вечности и	2	1
231	и от	1	1
232	на том	2	1
233	он так	1	1
234	можно было	2	1
235	на нее	1	1
236	веке в	1	1
237	ними как	1	1
238	находится в	1	1
239	но к	1	1
240	и что	3	1
241	и во	2	1
242	от него	2	1
243	что люди	1	1
244	людей в	3	1
245	ее от	1	1
246	смертью и	1	1
247	что и	3	1
248	я вижу	1	1
249	в форме	2	1
250	не надо	1	1
251	успокоение и	1	1
252	эпоху есть	1	1
253	вообще в	1	1
254	и самые	1	1
255	но с	1	1
256	в вопросе	3	1
257	будто бы	1	1
258	и ее	1	1
259	но под	1	1
260	от них	1	1
261	по этому	3	1
262	в виде	1	1
263	на этих	2	1
264	каким образом	1	1
265	этой новой	1	1
266	превращаются в	2	1
267	для него	2	1
268	же они	1	1
269	папы и	1	1
270	и навсегда	1	1
271	в одном	1	1
272	люди не	2	1
273	ней и	1	1
274	как сам	1	1
275	что тот	1	1
276	а с	2	1
277	говорит о	1	1
