N	4gram	Medvedev_F_1	Problema
1	на самом же деле	1	4
2	взятые сами по себе	1	4
3	бы то ни было	1	3
4	отраженной в ней действительности	1	2
5	о художественном произведении как	1	1
6	произведении как о предмете	1	1
7	может быть и не	2	1
8	заключается в том чтобы	1	1
9	не может быть и	1	1
10	с этой точки зрения	1	1
11	тем не менее в	1	1
12	художественного произведения и его	2	1
13	том и заключается что	1	1
14	во что бы то	2	1
15	у нас не было	1	1
16	и как бы ни	1	1
17	что бы то ни	2	1
18	в том и заключается	1	1
19	бы то ни стало	2	1
20	художественном произведении как о	1	1
