N	2gram	Vygotskiy__5	Mirosoze
1	может быть	11	30
2	не только	16	29
3	и в	30	28
4	не может	9	28
5	но и	6	25
6	а не	8	25
7	он не	3	24
8	в этом	14	20
9	не было	1	18
10	у него	3	17
11	не в	8	16
12	потому что	23	16
13	в ней	4	15
14	в своей	4	15
15	переходит в	1	15
16	и есть	5	14
17	он был	2	14
18	никогда не	9	14
19	до конца	2	14
20	человека в	3	13
21	в нем	7	13
22	и он	2	12
23	и это	8	12
24	в самом	14	11
25	для него	3	11
26	и не	6	11
27	в своем	6	10
28	было бы	5	10
29	что в	24	10
30	прежде всего	4	10
31	что он	17	10
32	был бы	5	10
33	и потому	5	10
34	и все	4	10
35	с тем	8	9
36	но он	3	9
37	и его	6	9
38	не есть	4	9
39	в его	4	9
40	есть лишь	1	9
41	из самых	2	8
42	в котором	2	8
43	но не	7	8
44	но в	5	7
45	в себе	5	7
46	быть может	1	7
47	в конце	4	7
48	к нему	1	7
49	того что	8	7
50	нет ничего	1	7
51	должна быть	2	6
52	и на	3	6
53	в которой	3	6
54	в этой	5	6
55	только в	5	6
56	вместе с	12	6
57	все это	2	6
58	в том	27	6
59	нет и	1	5
60	от нее	1	5
61	это не	3	5
62	как и	6	5
63	что есть	2	5
64	у нас	4	5
65	весь в	2	5
66	не могут	3	5
67	самой глубины	1	5
68	то что	37	5
69	на поверхности	2	5
70	человеческая природа	1	5
71	смысле слова	1	4
72	отношения к	2	4
73	это и	2	4
74	есть не	4	4
75	был еще	1	4
76	отношение к	1	4
77	увидим что	9	4
78	чем у	3	4
79	не к	1	4
80	не как	3	4
81	должен был	4	4
82	в них	4	4
83	в этих	3	4
84	точки зрения	7	4
85	в их	3	4
86	в которых	2	4
87	к ней	1	4
88	она не	1	4
89	мог бы	2	4
90	что и	3	4
91	один из	5	4
92	уже не	1	4
93	уже в	6	4
94	а в	4	4
95	тем что	6	4
96	нет в	2	4
97	и там	1	4
98	с этой	2	4
99	которых он	2	4
100	от него	4	4
101	не знает	2	4
102	с его	2	3
103	с этим	2	3
104	когда он	5	3
105	когда человек	1	3
106	на том	2	3
107	этот процесс	1	3
108	и вот	2	3
109	на этом	6	3
110	заключает в	4	3
111	и с	2	3
112	то есть	13	3
113	который так	1	3
114	в жизни	1	3
115	только одно	1	3
116	пребывает в	1	3
117	не мог	1	3
118	том что	21	3
119	заложено в	2	3
120	не имеет	1	3
121	ничего не	2	3
122	к тому	8	3
123	в ее	3	3
124	с собой	1	3
125	учение о	1	3
126	в него	4	3
127	это очень	2	3
128	себя в	1	3
129	конечно не	1	3
130	не так	1	3
131	и их	1	3
132	так как	9	3
133	себя и	2	3
134	ко всем	1	3
135	это есть	3	3
136	это значит	2	3
137	должно быть	2	3
138	он должен	8	3
139	для нас	3	3
140	хотя бы	3	3
141	будто бы	1	3
142	мы увидим	9	3
143	одним из	1	2
144	связана с	1	2
145	а как	2	2
146	вопрос о	3	2
147	время как	2	2
148	в виду	4	2
149	или от	1	2
150	не все	1	2
151	по отношению	2	2
152	себе и	2	2
153	относится к	1	2
154	в центре	2	2
155	как в	3	2
156	все же	7	2
157	и как	7	2
158	и к	4	2
159	от этого	1	2
160	за собой	1	2
161	под ним	1	2
162	он в	2	2
163	все эти	2	2
164	приводит к	2	2
165	как он	2	2
166	если бы	11	2
167	раз когда	1	2
168	в россии	1	2
169	него и	1	2
170	тому чтобы	1	2
171	на протяжении	1	2
172	и мы	16	2
173	самом центре	1	2
174	чем в	2	2
