N	2gram	Nazirov_Vr_1	Myslijsy
1	потому что	1	33
2	то что	7	29
3	может быть	4	26
4	таким образом	2	24
5	в этом	8	23
6	в том	3	23
7	и в	8	23
8	и не	5	18
9	что в	7	17
10	при этом	4	15
11	то же	5	14
12	в себе	2	14
13	как и	6	14
14	того что	1	14
15	для нас	4	14
16	не было	5	12
17	том что	3	12
18	что я	2	11
19	но и	7	11
20	не может	2	11
21	что слово	1	10
22	не только	9	10
23	тем что	3	10
24	между тем	5	9
25	не есть	1	9
26	в своем	3	8
27	но в	6	8
28	было бы	1	8
29	о том	4	8
30	как в	1	7
31	с этим	1	7
32	что это	1	7
33	на то	3	7
34	в нем	6	7
35	в силу	1	7
36	это не	4	7
37	и что	8	7
38	могут быть	1	7
39	независимо от	1	6
40	того как	1	6
41	так и	1	6
42	тех пор	1	6
43	вместе с	2	6
44	и то	2	5
45	говорить о	1	5
46	хотя и	1	5
47	как бы	4	5
48	по крайней	1	5
49	не менее	2	5
50	с ним	4	5
51	не имеет	1	5
52	такие же	1	5
53	к нему	1	5
54	крайней мере	1	5
55	уже в	4	5
56	в его	3	5
57	для него	2	5
58	что же	1	5
59	все это	4	5
60	тем более	2	5
61	а в	2	5
62	во всяком	1	5
63	а между	1	4
64	и о	3	4
65	предположить что	1	4
66	в истории	4	4
67	что как	1	4
68	и с	6	4
69	его в	3	4
70	точки зрения	2	4
71	в котором	6	4
72	сих пор	1	4
73	тем не	1	4
74	в то	5	4
75	это слово	1	4
76	в каком	1	4
77	быть может	1	4
78	что он	4	4
79	в одном	1	4
80	тогда как	2	4
81	от того	1	4
82	до сих	1	4
83	как же	2	4
84	так же	4	4
85	в той	2	4
86	да и	1	4
87	и все	7	4
88	только как	1	4
89	тем самым	1	4
90	в таком	1	4
91	человека и	1	3
92	и есть	1	3
93	той же	1	3
94	еще до	1	3
95	еще не	2	3
96	заметим что	1	3
97	для создания	1	3
98	по которому	1	3
99	в мысли	1	3
100	в самом	1	3
101	так в	2	3
102	нашего времени	2	3
103	на нее	1	3
104	не будет	1	3
105	в них	2	3
106	все равно	1	3
107	не всегда	1	3
108	с точки	2	3
109	но это	2	3
110	их в	2	3
111	ее не	1	3
112	что есть	3	3
113	только не	1	3
114	никогда не	2	3
115	же время	5	3
116	связи с	3	3
117	до того	1	3
118	только от	1	3
119	что поэзия	1	3
120	что у	3	3
121	было в	1	3
122	в виду	4	3
123	там же	2	3
124	то в	1	3
125	с нею	2	3
126	уже не	2	3
127	при помощи	2	3
128	и их	1	3
129	всяком случае	1	3
130	и из	1	3
131	именно в	1	3
132	нет ничего	1	3
133	ко всем	1	3
134	между прочим	1	3
135	в этих	1	3
136	только что	1	3
137	давно уже	3	3
138	в процессе	1	3
139	такое же	1	2
140	уже по	1	2
141	я не	3	2
142	в ней	4	2
143	столь же	2	2
144	то он	1	2
145	к ним	2	2
146	это сравнение	1	2
147	и я	1	2
148	же с	1	2
149	одном из	1	2
150	это можно	1	2
151	во многих	1	2
152	он не	3	2
153	из него	1	2
154	человека в	3	2
155	в мире	2	2
156	об этом	5	2
157	это было	1	2
158	лишь один	1	2
159	том же	2	2
160	и вообще	1	2
161	нетрудно заметить	1	2
162	что только	1	2
163	и его	3	2
164	мы бы	1	2
165	и это	2	2
166	в ее	1	2
167	в глазах	2	2
168	на той	1	2
169	не с	1	2
170	но мы	1	2
171	нас в	1	2
172	все в	1	2
173	бы в	1	2
174	я вижу	1	2
175	в другой	1	2
176	еще более	1	2
177	в ту	1	2
178	быть и	1	2
179	один из	1	2
180	и у	3	2
181	никто не	1	2
182	пока не	1	2
183	отношение к	2	2
184	друг друга	1	2
185	и даже	6	2
