N	2gram	Vinokur_St_1	Istorich
1	и в	44	25
2	вместе с	1	22
3	что он	10	22
4	и т	30	20
5	т д	21	18
6	может быть	15	17
7	представление о	4	17
8	т е	15	16
9	мы имеем	2	14
10	не только	18	13
11	но и	10	13
12	в его	9	12
13	так как	5	11
14	уже не	1	11
15	и не	16	11
16	в этом	21	10
17	тем что	5	10
18	все же	8	10
19	и его	8	9
20	его в	2	9
21	в виде	3	9
22	с другой	9	9
23	таким образом	7	9
24	еще не	3	8
25	и на	1	8
26	все эти	5	8
27	что в	30	8
28	на него	2	8
29	и что	4	8
30	с тем	1	8
31	другой стороны	7	8
32	том что	29	8
33	в нем	5	7
34	как и	9	7
35	во время	3	7
36	потому что	6	7
37	о том	17	7
38	то что	18	7
39	только в	10	7
40	с одной	3	7
41	в качестве	4	7
42	при помощи	2	7
43	превращается в	2	7
44	одной стороны	2	7
45	этом случае	2	7
46	но это	6	7
47	тот кто	1	7
48	в иной	1	7
49	в частности	4	7
50	как в	13	6
51	эти материалы	1	6
52	это не	8	6
53	не может	8	6
54	в этих	2	6
55	не в	12	6
56	что и	6	6
57	там где	5	6
58	себя в	1	6
59	прежде всего	7	6
60	могут быть	5	6
61	или в	1	6
62	в том	36	6
63	например в	8	5
64	ясно что	10	5
65	мы не	2	5
66	в ней	3	5
67	но не	3	5
68	с этим	3	5
69	что это	4	5
70	но все	4	5
71	входит в	1	5
72	как мы	1	5
73	связано с	1	5
74	показывает что	1	5
75	так же	5	5
76	для нас	7	5
77	же как	3	4
78	и это	2	4
79	то же	5	4
80	до него	1	4
81	в ее	4	4
82	от этого	2	4
83	в истории	3	4
84	в которой	4	4
85	он не	2	4
86	не как	1	4
87	что все	2	4
88	и тем	3	4
89	не всегда	2	4
90	тем не	2	4
91	не менее	5	4
92	того как	1	4
93	в некоторых	1	4
94	что у	4	4
95	а именно	3	4
96	же можно	1	4
97	если не	2	4
98	все это	5	4
99	в которых	5	3
100	увидим ниже	1	3
101	его не	1	3
102	или же	2	3
103	на себя	1	3
104	то это	3	3
105	в роли	1	3
106	что его	1	3
107	если в	2	3
108	в целом	5	3
109	в этой	11	3
110	их в	2	3
111	в ином	1	3
112	в таких	1	3
113	в то	9	3
114	в русской	1	3
115	но эти	1	3
