N	2gram	Bakhtin_sl_2	Formalny
1	и не	22	30
2	вовсе не	10	28
3	и в	39	27
4	может быть	37	25
5	не может	20	24
6	так и	15	21
7	и его	33	19
8	в этом	16	18
9	таким образом	8	18
10	а не	14	17
11	точки зрения	8	16
12	то же	4	15
13	в нем	19	15
14	в процессе	13	15
15	как и	6	14
16	с точки	3	14
17	не в	9	12
18	и т	35	11
19	в самом	1	11
20	и от	3	11
21	не могут	5	10
22	место в	1	10
23	но и	21	10
24	не только	24	9
25	лишь в	3	9
26	так как	4	9
27	отнюдь не	1	8
28	с помощью	4	8
29	как бы	7	8
30	при этом	7	8
31	входит в	4	8
32	ни в	4	8
33	как мы	7	8
34	в пределах	13	8
35	только в	5	8
36	как раз	1	8
37	то что	2	8
38	и все	5	8
39	что в	3	8
40	не менее	4	7
41	же время	4	7
42	его в	4	7
43	между тем	3	7
44	в его	7	7
45	в том	5	7
46	там где	6	7
47	все это	16	7
48	в то	4	7
49	еще не	7	6
50	но в	6	6
51	все эти	6	6
52	т д	2	6
53	идеологического творчества	3	6
54	в своей	1	6
55	и ее	1	6
56	всяком случае	2	6
57	произведения в	1	6
58	все время	1	6
59	в литературе	1	6
60	что он	2	6
61	с другой	5	6
62	более того	2	6
63	вместе с	2	6
64	в данном	2	6
65	оценки и	1	6
66	все же	6	6
67	и для	5	6
68	истории литературы	3	6
69	хотя бы	3	6
70	в своих	1	6
71	во всяком	3	6
72	становится в	1	5
73	в зависимости	4	5
74	зависимости от	4	5
75	совсем не	1	5
76	но не	6	5
77	в истории	11	5
78	в одной	1	5
79	независимо от	2	5
80	так сказать	6	5
81	без исключения	1	5
82	в каждом	1	5
83	высказывание как	1	5
84	материала в	2	5
85	того чтобы	2	5
86	в направлении	1	5
87	если же	1	5
88	в ней	3	5
89	в дальнейшем	2	5
90	никогда не	7	5
91	в идеологическом	2	5
92	связи с	3	5
93	большинстве случаев	5	5
94	и их	5	5
95	т п	33	5
96	друг друга	1	5
97	и между	2	5
98	тем что	1	5
99	именно так	1	5
100	и потому	7	5
101	высказывания и	1	5
102	не является	1	5
103	в результате	2	5
104	другой стороны	1	5
105	можно говорить	2	4
106	мы не	2	4
107	смысл и	2	4
108	менее всего	2	4
109	как в	13	4
110	и как	3	4
111	в целом	1	4
112	и те	1	4
113	а вовсе	2	4
114	в корне	1	4
115	в слове	6	4
116	том что	5	4
117	установка на	2	4
118	по себе	5	4
119	она не	6	4
120	в смысле	4	4
121	тогда когда	2	4
122	мы можем	1	4
123	в роман	3	4
124	могут быть	7	4
125	роль в	2	4
126	следовательно и	1	4
127	о том	2	4
128	его смысла	1	4
129	слов и	3	4
130	же и	2	4
131	конечно не	5	4
132	уже в	2	4
133	в большинстве	6	4
134	только на	1	4
135	в высказывании	1	4
136	для того	2	4
137	прежде всего	8	4
138	смысла и	3	4
139	материал в	3	4
140	до конца	17	4
141	в связи	2	4
142	мы видели	2	4
143	как это	3	4
144	да и	1	4
145	слова и	8	4
146	между собой	1	4
147	обстоит дело	2	4
148	в романе	46	4
149	жизни и	6	4
150	они не	2	4
151	к материалу	2	3
152	одним из	2	3
153	того же	1	3
154	должна быть	3	3
155	мы уже	2	3
156	той же	3	3
157	в виду	1	3
158	литературы и	1	3
159	и на	4	3
160	во всех	12	3
161	как таковая	1	3
162	то мы	1	3
163	то он	1	3
164	иначе обстоит	1	3
165	бы и	3	3
166	в себе	2	3
167	зрения его	1	3
168	этот процесс	1	3
169	и с	9	3
170	те же	2	3
171	материала и	3	3
172	это не	5	3
173	действительности в	1	3
174	и тем	1	3
175	в этих	7	3
176	высказывания как	1	3
177	от его	1	3
178	и более	2	3
179	как от	1	3
180	по отношению	4	3
181	в основе	4	3
182	для нас	5	3
183	этом отношении	3	3
184	оно не	8	3
185	это единство	1	3
186	еще в	1	3
187	никак не	1	3
188	и что	1	3
189	можно сказать	1	3
190	в них	6	3
191	романа в	5	3
192	и следовательно	1	3
193	в него	7	3
194	дело с	4	3
195	в какой	1	3
196	уже не	5	3
197	в поэзии	2	3
198	его и	2	3
199	идеологического мира	3	3
200	нуждается в	2	3
201	в конце	1	3
202	слово как	7	3
203	не о	1	3
204	души и	1	3
205	от идеологического	1	3
206	не на	1	3
207	одно а	1	3
208	на фоне	4	3
209	к его	2	3
210	может стать	2	3
211	в той	4	3
212	того что	1	3
213	отношению к	4	3
214	к проблеме	3	3
215	дело идет	2	3
216	в условиях	1	3
217	о нем	2	3
218	жизни в	2	3
219	может и	2	3
220	сказать что	3	3
221	всех других	1	3
222	героя в	3	3
223	смысле слова	1	2
224	ту же	3	2
225	отношения к	4	2
226	человека и	3	2
227	в такой	1	2
228	он может	1	2
229	это и	2	2
230	исторический материал	1	2
231	с таким	2	2
232	процессе этого	1	2
233	что уже	1	2
234	язык как	3	2
235	в сущности	6	2
236	говорить о	3	2
237	эпохи в	1	2
238	и со	1	2
239	не знают	1	2
240	жанров в	1	2
241	так называемые	1	2
242	всех сторон	2	2
243	проявляется в	1	2
244	роман и	2	2
245	научной работы	1	2
246	с его	7	2
247	конечно это	1	2
248	видели что	1	2
249	в сторону	1	2
250	отличие от	13	2
251	этом фоне	1	2
252	и речи	2	2
253	за пределы	2	2
254	связи и	2	2
255	чем же	1	2
256	пределах одной	1	2
257	в своем	6	2
258	стороны и	3	2
259	эти способы	1	2
260	увидим что	1	2
261	материалом и	2	2
262	эпохи а	1	2
263	в этой	1	2
264	говорят о	1	2
265	как он	2	2
266	смыслом и	1	2
267	вообще не	1	2
268	что она	1	2
269	всех этих	4	2
270	не значит	1	2
271	пределах одного	7	2
272	его от	3	2
273	возможно только	1	2
274	на этом	3	2
275	лишь с	1	2
276	человека в	5	2
277	в чисто	3	2
278	на протяжении	2	2
279	на почве	4	2
280	ведь если	1	2
281	социальных групп	2	2
282	он является	1	2
283	окружающей действительности	1	2
284	и вне	2	2
285	такой же	1	2
286	нисколько не	1	2
287	в эту	1	2
288	или точнее	1	2
289	и этический	1	2
290	то его	1	2
291	в отличие	12	2
292	в основном	4	2
293	где она	1	2
294	но эта	2	2
295	однако в	2	2
296	даже в	2	2
297	в отношении	4	2
298	до известной	1	2
299	xviii века	1	2
300	как о	2	2
