N	2gram	Ircho_Kome_2	Istorich
1	и в	26	22
2	мы имеем	2	19
3	в этом	10	17
4	и т	2	16
5	т е	1	16
6	что в	9	15
7	не только	7	14
8	мы видели	1	13
9	в доме	6	12
10	но и	10	12
11	и не	14	12
12	в дом	1	12
13	попадает в	1	11
14	в этих	4	11
15	может быть	11	11
16	или в	3	11
17	но в	3	10
18	таким образом	6	10
19	еще не	6	10
20	в нем	6	9
21	что и	7	9
22	в том	11	9
23	что он	5	9
24	вместе с	9	9
25	как мы	4	8
26	дома в	1	8
27	мы видим	1	8
28	с этим	5	8
29	том что	9	8
30	но не	3	7
31	то что	6	7
32	и здесь	6	7
33	из них	7	7
34	так как	4	7
35	с другой	2	7
36	другой стороны	1	7
37	там где	1	7
38	предположить что	1	7
39	к этому	5	7
40	то же	3	6
41	не вполне	2	6
42	не все	1	6
43	это не	2	6
44	во время	6	6
45	ничего не	1	6
46	связи с	3	6
47	возможно что	3	6
48	все еще	1	6
49	так в	2	6
50	если бы	9	6
51	в них	4	6
52	то и	1	6
53	друг друга	3	6
54	мы можем	3	6
55	а не	1	6
56	связь с	1	6
57	в течение	2	6
58	а в	3	6
59	все же	4	5
60	он не	2	5
61	что она	2	5
62	в этой	3	5
63	тем не	1	5
64	не менее	4	5
65	к нему	3	5
66	один из	5	5
67	так что	5	5
68	до сих	2	5
69	в частности	4	5
70	или по	1	5
71	сих пор	2	5
72	одним из	2	4
73	и на	7	4
74	все эти	1	4
75	отношение к	2	4
76	не в	2	4
77	на этом	2	4
78	в большой	1	4
79	и с	5	4
80	о связи	1	4
81	не всегда	2	4
82	можно найти	1	4
83	у нас	1	4
84	как это	4	4
85	дом и	1	4
86	и его	12	4
87	тем что	3	4
88	что на	3	4
89	в пределах	1	4
90	в другой	2	4
91	только в	4	4
92	и они	1	4
93	в других	2	4
94	власть над	1	4
95	и там	1	4
96	для нас	3	4
97	в свою	1	4
98	не может	3	4
99	и другие	2	4
100	представление о	2	3
101	и ее	2	3
102	видели как	1	3
103	мужа в	1	3
104	в чем	1	3
105	со стороны	2	3
106	в одной	2	3
107	целый ряд	2	3
108	и как	1	3
109	и к	2	3
110	следующим образом	1	3
111	в целом	4	3
112	представляет собой	1	3
113	из этих	4	3
114	на его	1	3
115	их в	1	3
116	а затем	5	3
117	его в	4	3
118	было бы	8	3
119	приходит в	1	3
120	как и	4	3
121	должны были	1	3
122	никогда не	1	3
123	детей и	1	3
124	потому что	6	3
125	он и	1	3
126	к тому	12	3
127	они и	1	3
128	о том	6	3
129	что у	4	3
130	из дому	3	3
131	от них	1	3
132	в его	4	3
133	с ними	2	3
134	никого не	1	3
135	и у	2	3
136	за ним	1	3
137	прежде всего	4	3
138	у него	4	3
139	связи в	1	3
140	однако что	1	3
141	в связи	3	3
142	если это	1	3
143	о себе	1	3
144	так же	1	3
145	и от	4	3
146	его не	1	3
147	и все	2	3
148	сказать что	1	3
149	равно как	1	3
150	этим объясняется	2	3
151	в северной	1	3
152	все что	1	3
153	как девушка	1	2
154	например в	3	2
155	говорилось выше	1	2
156	и есть	2	2
157	в котором	3	2
158	не имеют	1	2
159	той же	3	2
160	вопрос о	3	2
161	время как	2	2
162	на себя	7	2
163	из того	1	2
164	то это	2	2
165	в ней	3	2
166	не отражает	1	2
167	то мы	1	2
168	как правило	3	2
169	по отношению	3	2
170	в качестве	5	2
171	независимо от	5	2
172	как в	3	2
173	в своем	6	2
174	хотя и	4	2
175	что по	2	2
176	образом и	1	2
177	то время	3	2
178	тому же	11	2
179	случае можно	1	2
180	не могла	1	2
181	так и	12	2
182	но все	3	2
183	же не	2	2
184	на все	1	2
185	большинстве случаев	1	2
186	ни в	5	2
187	вовсе не	2	2
188	с тем	5	2
189	со своими	1	2
190	и уже	1	2
191	и для	4	2
192	после этого	2	2
193	и некоторые	1	2
194	как таковой	1	2
195	не мог	1	2
196	точки зрения	4	2
197	друг другу	3	2
198	но они	1	2
199	и более	1	2
200	даже в	2	2
201	случае в	1	2
202	не раз	1	2
203	в то	6	2
204	не имеет	3	2
205	одна из	2	2
206	здесь на	1	2
207	показывает нам	1	2
208	как будто	4	2
209	от каждого	1	2
210	встречается в	1	2
211	на это	2	2
212	и это	2	2
213	роль в	2	2
214	в другом	1	2
215	с собой	2	2
216	не с	1	2
217	одного из	1	2
218	связанных с	2	2
219	после того	2	2
220	долю и	1	2
221	и что	2	2
222	в силу	2	2
223	а также	1	2
224	там же	1	2
225	между тем	4	2
226	уже только	1	2
227	с матерью	1	2
228	все время	2	2
229	же в	4	2
230	же можно	2	2
231	дело с	3	2
232	на очень	1	2
233	очень много	1	2
234	они могут	1	2
235	с одной	2	2
236	попадают в	1	2
237	в жизни	1	2
238	для нее	1	2
239	что не	1	2
240	а то	1	2
241	на столе	1	2
242	мы знаем	3	2
243	всяком случае	2	2
244	в одном	2	2
245	с девушкой	1	2
246	никто не	3	2
247	у нее	2	2
248	этим же	1	2
249	случай не	1	2
250	только на	1	2
251	и даже	1	2
252	даже не	3	2
253	после смерти	3	2
254	к более	1	2
255	не было	3	2
256	одной стороны	2	2
257	представления о	2	2
258	в тех	3	2
259	да и	3	2
260	здесь есть	1	2
261	мы найдем	3	2
262	если не	2	2
263	из дома	1	2
264	этого брака	1	2
265	молодых людей	4	2
266	еще более	2	2
267	в могилу	1	2
268	нет ничего	1	2
269	сообщает о	1	2
270	отношению к	3	2
271	свою долю	1	2
272	жизни и	3	2
273	точно так	1	2
274	во всяком	2	2
275	в союзе	1	1
276	объясняется что	1	1
277	также что	2	1
278	за ее	1	1
