N	3gram	Vygotskiy__1	PoTuStor
1	с точки зрения	2	6
2	на самом деле	2	4
3	с самого начала	1	4
4	в этом смысле	2	3
5	до сих пор	3	3
6	и художественного творчества	1	3
7	мы полагаем что	1	3
8	по сравнению с	1	3
9	во всяком случае	6	3
10	не может быть	8	3
11	можно сказать что	1	3
12	так же как	4	2
13	в самом деле	7	2
14	не могут быть	1	2
15	все то что	3	2
16	можно определить как	1	2
17	о том что	7	2
18	в конечном счете	3	2
19	и в этом	1	2
20	даже тогда когда	1	1
21	и того же	1	1
22	то что я	2	1
23	и столь же	1	1
24	не следует что	1	1
25	уже не может	1	1
26	ни разу не	1	1
27	дело в том	1	1
28	к ним может	1	1
29	со стороны формы	1	1
30	подобно тому как	5	1
31	одного и того	1	1
32	во многих случаях	1	1
33	то же самое	2	1
34	может быть совершенно	2	1
35	же как и	1	1
36	есть в сущности	2	1
37	но к чему	1	1
38	ни в коем	1	1
39	а потому не	2	1
40	а может быть	1	1
41	в этом отношении	2	1
42	несмотря на это	1	1
43	совершенно так же	1	1
44	почти во всем	1	1
45	именно то что	1	1
46	может быть только	1	1
47	с этой точки	4	1
48	вместе с тем	2	1
49	полном согласии с	1	1
50	в коем случае	1	1
51	том что мы	2	1
52	с одной стороны	5	1
53	все что есть	1	1
54	теряет свой смысл	1	1
55	в связи с	1	1
56	в себя и	1	1
57	в применении к	2	1
58	бессознательное по самому	1	1
59	и пр как	1	1
60	искусства в частности	1	1
61	но вместе с	1	1
62	в известных пределах	1	1
63	же самое и	1	1
64	в том что	9	1
65	на вопрос о	1	1
66	этой точки зрения	5	1
67	и таким образом	2	1
68	в особом объяснении	1	1
69	а вместе с	1	1
70	не существует для	1	1
71	мы не можем	2	1
72	что в этой	1	1
73	каждого из этих	2	1
74	так и в	2	1
75	это и есть	1	1
76	мы на самом	1	1
77	и его школы	1	1
78	что иное как	1	1
79	тому как мы	1	1
80	и ту же	1	1
81	есть прежде всего	1	1
82	в полном согласии	1	1
83	не что иное	1	1
84	точки зрения может	1	1
85	для того чтобы	5	1
86	случае не может	2	1
87	одну и ту	1	1
88	мы увидим что	2	1
89	как мы знаем	1	1
