N	3gram	Bakhtin_Pr_2	Myslijsy
1	по отношению к	8	13
2	в том что	4	13
3	не может быть	6	9
4	тем не менее	1	6
5	и в этом	6	6
6	с другой стороны	1	5
7	потому что не	1	4
8	само по себе	2	4
9	в этом смысле	5	4
10	в том смысле	1	4
11	подобно тому как	2	3
12	с точки зрения	9	3
13	свободы и необходимости	1	3
14	сама по себе	5	3
15	и той же	1	3
16	и в том	2	3
17	то же время	3	3
18	и как бы	2	3
19	но тем не	1	3
20	с самого начала	1	3
21	не только в	1	3
22	в то же	3	3
23	одной и той	1	3
24	зависит от того	1	2
25	дело в том	1	2
26	в том и	1	2
27	а потому что	1	2
28	в таком случае	1	2
29	том и другом	1	2
30	на этот вопрос	1	2
31	по крайней мере	2	2
32	но с другой	1	2
33	и необходимости в	1	2
34	для того чтобы	1	2
35	уже с самого	1	2
36	то есть если	1	2
37	и того же	1	2
38	как бы ни	1	2
39	одного и того	1	2
40	друг от друга	2	2
41	быть не может	1	2
42	идеи то есть	2	2
43	бы ни были	1	1
44	в следующий раз	1	1
45	все в нем	1	1
46	самого начала все	1	1
47	он не есть	1	1
48	зрения на мир	1	1
49	словом но в	1	1
50	слова были бы	1	1
51	в соприкосновение с	1	1
52	таким образом уже	2	1
53	в человеке а	1	1
54	нет дела до	1	1
55	только в смысле	1	1
56	о предмете в	1	1
57	на самом деле	1	1
58	то есть по	1	1
59	есть если бы	1	1
60	точки зрения истории	1	1
61	бы не только	1	1
62	сами по себе	1	1
63	не потому что	1	1
64	сказать что и	1	1
65	же время не	1	1
66	не совпадает с	1	1
67	который необходим для	1	1
68	не было бы	1	1
69	в этом отношении	2	1
70	до сих пор	2	1
71	никогда не была	1	1
72	но все они	1	1
73	можно было бы	1	1
74	и в каждом	1	1
75	от нее в	1	1
76	может быть только	2	1
77	в ней не	1	1
78	думать что в	1	1
79	более или менее	1	1
80	показать что и	1	1
81	так же как	3	1
82	там где он	1	1
83	смысле этого слова	2	1
84	а есть только	2	1
85	то все же	1	1
86	и потому не	1	1
87	только в нем	2	1
88	в этих словах	1	1
89	точки зрения но	1	1
90	потому что она	1	1
91	от того как	1	1
92	на мир такой	1	1
93	в себе все	1	1
94	и независимо от	1	1
95	по себе не	1	1
96	что входит в	2	1
97	на некоторое время	1	1
98	таким образом мы	1	1
99	по всей вероятности	1	1
100	в то время	1	1
101	не так что	1	1
102	о том что	3	1
103	в одном из	1	1
104	этой точки зрения	2	1
105	другой стороны и	1	1
106	между ними нет	1	1
107	не может стать	1	1
108	далекие друг от	1	1
109	но все же	2	1
110	в человеке то	1	1
111	том что все	1	1
112	на то что	2	1
113	то есть человека	2	1
114	и даже отчасти	1	1
115	но не в	2	1
116	так как и	1	1
117	со стороны его	1	1
118	в каждом из	2	1
119	таким образом три	1	1
120	таким образом в	2	1
121	того как мы	1	1
122	лицом к лицу	1	1
123	то есть только	1	1
124	с нею в	1	1
125	не может в	1	1
126	друг друга и	1	1
127	она не может	2	1
128	можно и должно	1	1
129	в нем она	1	1
130	не так как	1	1
131	совершенно справедливо говорит	1	1
132	как мы видели	3	1
133	входит в его	1	1
