N	3gram	Tiupa_Anal_3	DiskursI
1	в отличие от	2	12
2	в данном случае	3	6
3	в том что	7	6
4	то же время	3	5
5	как и в	4	5
6	по отношению к	7	4
7	в этом отношении	3	4
8	анекдота и притчи	1	4
9	в то же	3	4
10	с одной стороны	2	4
11	так и в	1	3
12	о блудном сыне	11	3
13	не может быть	1	3
14	при всей своей	1	3
15	и все же	1	3
16	о том что	5	3
17	той или иной	3	3
18	и того же	3	2
19	и может быть	1	2
20	в этом мире	1	2
21	притчи о блудном	2	2
22	присутствия в мире	1	2
23	или из барышни-крестьянки	2	2
24	из станционного смотрителя	1	2
25	подобно тому как	2	2
26	в этом случае	1	2
27	с точки зрения	2	2
28	свой жизненный путь	1	2
29	ивана петровича белкина	8	2
30	в основе своей	1	2
31	не столь уж	1	2
32	в повестях белкина	7	2
33	в сочетании с	3	2
34	не сводится к	1	2
35	к анекдоту и	1	2
36	так и на	1	2
37	не более чем	2	2
38	и как бы	1	2
39	по природе своей	1	2
40	однако при этом	2	2
41	в жанровом отношении	1	2
42	дело в том	2	2
43	в свое время	2	2
44	я в мире	2	2
45	и прежде всего	2	2
46	одного и того	3	2
47	героем притчи о	2	2
48	легко может быть	1	2
49	в русской литературе	3	2
50	не у-влекать слушателей	1	1
51	временем индивидуального интимного	1	1
52	повести покойного ивана	3	1
53	тем как сам	1	1
54	тогдашних офицеров не	1	1
55	о жанровой природе	1	1
56	нам по-английски разоряться	1	1
57	вследствие которого он	1	1
58	по своей природе	1	1
59	ситуации жизненного выбора	1	1
60	строго отграниченная система	1	1
61	голью кабацкою или	1	1
62	поскольку вполне принадлежат	1	1
63	смотрителя сегодня в	1	1
64	выбор лексики например	1	1
65	краткость и точность	1	1
66	сам текст анекдота	1	1
67	в поступках героев	1	1
68	собственной ситуации жизненного	1	1
69	офицеры ушедшие в	1	1
70	в атласе да	1	1
71	по схеме блудных	1	1
72	в новелле есть	1	1
73	их внутреннюю обособленность	1	1
74	тогда как жанровая	1	1
75	были бы мы	1	1
76	присутствия я в	3	1
77	минского эквивалентны им	1	1
78	женщине обязан он	1	1
79	русское сердце при	1	1
80	компактность сюжета в	1	1
81	муках совести предаю	1	1
82	которого анекдот легко	1	1
83	может быть редуцирован	1	1
84	остроту ср из	1	1
85	завтра метут улицу	1	1
86	от мастерства рассказчика	1	1
87	ценностями ср с	1	1
88	герой анекдота о	1	1
89	пушкинские повести с	1	1
90	отрешиться от нудительной	1	1
91	в той или	1	1
92	как и анекдоту	1	1
93	гробовщик брат палачу?	1	1
94	правда очевидно анекдотичен	1	1
95	анекдота белкин в	1	1
96	полагая его излишним	1	1
97	анекдоту их общим	1	1
98	издателя читаем следует	1	1
99	атрибутами гусарства отставного	1	1
100	стремится к однозначности	1	1
101	в полном его	1	1
102	остаются на границах	1	1
103	самсон вырин со	1	1
104	себе самому тогда	1	1
105	к себе самому	1	1
106	ни для рассказчика	1	1
107	стратегии создают уникальный	1	1
108	притчевого мышления позволяет	1	1
109	шлафорк упоминаемые в	1	1
110	своего предшественника лукавым	1	1
111	и точность словесного	1	1
112	сказания или притчи	1	1
113	не является ни	1	1
114	мы имеем дело	4	1
115	без гроба не	1	1
116	на примере такой	1	1
117	кощунство и непристойность	1	1
118	индивидуального интимного быта	1	1
119	словесного выражения все	1	1
120	вырин со всей	1	1
121	для него отца-государя	1	1
122	венчании бурмин героем	1	1
123	в принципе можно	1	1
124	готовом стабильно дифференцированном	1	1
125	горе ее счастие	1	1
126	обрамляя вымышленную реальность	1	1
127	пределах же самого	1	1
128	вненациональному общечеловеческому бытию	1	1
129	ср из выстрела	1	1
130	цикла в полном	1	1
131	не помещаем полагая	1	1
132	счете жанровая стратегия	1	1
133	притча живой без	1	1
134	сталкиваются лицом к	1	1
135	анекдот конденсируется в	1	1
136	русской женщине обязан	1	1
137	машей на практике	1	1
138	вследствие которого пушкинские	1	1
139	цикла обрамляя вымышленную	1	1
140	в повседневную жизнь	1	1
141	художественную концепцию цикла	1	1
142	сладки были слезы	1	1
143	стирает указующий перст	1	1
144	чьи жанровые стратегии	1	1
145	в остроту ср	1	1
146	как жанровая стратегия	1	1
147	мнимый больной минский	1	1
148	в самом деле	1	1
149	актуализируемая эпиграфами этих	1	1
150	брат рука не	1	1
151	человек мирной профессии	1	1
152	самому тогда как	1	1
153	коммуникативного события как	1	1
154	а также устная	1	1
155	но раз-влекать их	1	1
156	о случайном венчании	1	1
157	острота или острота	1	1
158	ушедшие в поход	1	1
159	действительность с универсальными	1	1
160	автор стирает указующий	1	1
161	фигуры цикла обрамляя	1	1
162	в.т какая была	1	1
163	лучшей драгоценнейшей наградою?	1	1
164	не должно быть	1	1
165	апофегма то есть	1	1
166	форма воплощает художественную	1	1
167	отечество как сладки	1	1
168	ср из станционного	1	1
169	литературного сюжета поскольку	1	1
170	стабильно дифференцированном и	1	1
171	устная интонация столь	1	1
172	младший офицерский чин	1	1
173	прочтения как на	1	1
174	можно припоминая и	1	1
175	его излишним впрочем	1	1
176	отчетливо проступает притчевая	1	1
177	например в значительной	1	1
178	картине мира и	1	1
179	и примеряя ее	1	1
180	рассказчика ни для	1	1
181	того или иного	1	1
182	универсальными общечеловеческими ценностями	1	1
183	в пределах же	1	1
184	остроты редуцированный анекдот	1	1
185	же самого сюжета	1	1
186	так и его	2	1
187	сквозь явную анекдотичность	1	1
188	себя героем притчи	1	1
189	нами поистине двуголосый	1	1
190	с финальной ситуацией	1	1
191	уверяем читателя что	1	1
192	деталями повторенными дважды	1	1
193	финальной ситуацией притчи	1	1
194	друг от друга	1	1
195	отсутствие развернутых описаний	1	1
196	с другой стороны	5	1
197	классического реализма голы	1	1
198	анекдота о случайном	1	1
199	серьезностью осуществляющие некий	1	1
200	героями анекдота граф	1	1
201	лексики например в	1	1
202	читателя что он	1	1
203	слова паремии редуцированная	1	1
204	станционного смотрителя в	1	1
205	шмит в усах	1	1
206	герой притчи владимир	1	1
207	сочетании с емкостью	1	1
208	большое время общенародного	1	1
209	позволяет пушкину сопрягать	1	1
210	не твое горе	1	1
211	мы не помещаем	1	1
212	эквивалентны им совпадают	1	1
213	кто из тогдашних	1	1
214	офицерский чин приличный	1	1
215	сопрягать историческую действительность	1	1
216	но они же	1	1
217	при обращении к	1	1
218	для поэтики обоих	1	1
219	колпак и шлафорк	1	1
220	текст анекдота выбор	1	1
221	немногочисленных и как	1	1
222	строгость композиции неразвернутость	1	1
223	и описаний акцентированная	1	1
224	анекдота это игра	1	1
225	умения отрешиться от	1	1
226	область художественного письма	1	1
227	что он ничего	1	1
228	повести с позиций	1	1
229	на практике притчевую	1	1
230	наизнанку глупость неуместность	1	1
231	чувства юмора умения	1	1
232	но не зрелому	1	1
233	новелла ночной жанр	1	1
234	до известной степени	3	1
235	и безымянного шестнадцатилетнего	1	1
236	станционного смотрителя сегодня	1	1
237	гробовщика разве гробовщик	1	1
238	притчи о том	1	1
239	возвращения по схеме	1	1
240	поступках героев а	1	1
241	сам владимир планирует	1	1
242	с его черешнями	1	1
243	завершенная и строго	1	1
244	реализма голы как-то	1	1
245	образом ориентировано на	1	1
246	непристойность необыкновенное в	1	1
247	словесное кощунство и	1	1
248	набор свидетелей владимира	1	1
