N	3gram	Losev_Prob_2	StatiiOP
1	в том что	4	11
2	не может быть	3	5
3	то обстоятельство что	1	5
4	в этом смысле	5	4
5	по крайней мере	6	4
6	в этом отношении	1	4
7	то время как	1	4
8	во всяком случае	10	4
9	с другой стороны	5	4
10	о том что	14	4
11	в то время	1	4
12	в конце концов	7	3
13	в связи с	5	3
14	не только в	2	3
15	на то что	4	3
16	в то же	4	3
17	но это не	1	3
18	это слово в	1	2
19	но и в	3	2
20	и тем не	1	2
21	до сих пор	4	2
22	и в этих	1	2
23	что это за	1	2
24	в этой области	3	2
25	тем что он	1	2
26	с одной стороны	5	2
27	и в этом	3	2
28	все более и	1	2
29	нельзя сказать что	1	2
30	между тем как	1	2
31	заключается в том	2	2
32	с самого начала	2	2
33	более и более	1	2
34	по этому поводу	2	2
35	но все же	1	2
36	только тогда когда	3	2
37	мы имеем в	1	2
38	в каком смысле	1	2
39	а с другой	1	2
40	тем не менее	12	2
41	и т д	6	2
42	можно сказать что	3	1
43	а иной раз	1	1
44	несколько слов о	1	1
45	не может не	1	1
46	сказать что он	1	1
47	одна из этих	1	1
48	иметь в виду	1	1
49	и той же	2	1
50	более или менее	4	1
51	но то что	1	1
52	на самом деле	2	1
53	всегда в той	1	1
54	в самом деле	2	1
55	он может быть	1	1
56	того или другого	2	1
57	этой казалось бы	1	1
58	является не только	1	1
59	то же самое	5	1
60	он не может	1	1
61	и времени в	1	1
62	тот или иной	4	1
63	говоря уже о	4	1
64	именно то что	1	1
65	вместе с тем	1	1
66	связи с этим	2	1
67	сказать несколько слов	1	1
68	в собственном смысле	1	1
69	в последние десятилетия	2	1
70	что такое вообще	1	1
71	можно было бы	2	1
72	ни в какой	1	1
73	том что не	1	1
74	то что в	1	1
75	вообще и в	1	1
76	в значительной мере	3	1
77	собой все это	1	1
78	каждая из этих	1	1
79	и в частности	3	1
80	значит именно то	1	1
81	не потому что	1	1
82	того что он	1	1
83	сих пор мы	1	1
84	если бы в	1	1
85	несет на себе	1	1
86	того что в	1	1
87	тот и другой	1	1
88	в общем смысле	1	1
89	в известном смысле	1	1
90	как и вообще	1	1
91	так или иначе	6	1
92	с первого взгляда	1	1
93	в той или	1	1
94	свое место в	1	1
95	не имел никакого	1	1
96	иной раз даже	1	1
97	в свое время	1	1
98	что не имеет	1	1
99	а то что	1	1
100	и ни в	2	1
101	от того что	1	1
102	сказать что они	1	1
103	и что такое	3	1
104	не только не	2	1
105	судить по тому	1	1
106	той или иной	1	1
107	не менее в	1	1
108	тому как мы	1	1
109	вопрос о том	2	1
110	или иной мере	1	1
111	в другом случае	1	1
112	можно судить по	1	1
113	одной и той	2	1
114	об этом мы	1	1
115	у нас только	1	1
116	у нас не	2	1
117	вовсе не является	3	1
118	для того чтобы	2	1
119	такие слова как	1	1
120	которую можно назвать	1	1
121	не говоря уже	4	1
122	но во многих	1	1
