N	3gram	Losev_Prob_2	VLabPisa
1	и т д	6	15
2	в этом отношении	1	13
3	с другой стороны	5	8
4	не может быть	3	8
5	по этому поводу	2	7
6	более или менее	4	6
7	в зависимости от	1	5
8	хотя бы и	3	5
9	в то же	4	5
10	в связи с	5	4
11	можно сказать что	3	4
12	в том что	4	4
13	о том как	1	3
14	и в то	1	3
15	а значит и	1	3
16	в значительной мере	3	3
17	вместе с тем	1	3
18	в этой области	3	3
19	это и есть	2	3
20	о том что	14	3
21	хотя бы в	1	3
22	не может не	1	2
23	одной стороны и	3	2
24	подобно тому как	2	2
25	также и в	1	2
26	в том числе	2	2
27	до сих пор	4	2
28	только то что	3	2
29	точном смысле слова	2	2
30	можно было бы	2	2
31	и не может	1	2
32	по крайней мере	6	2
33	говорить не о	1	2
34	так и от	1	2
35	это видно из	1	2
36	в самом понятии	1	2
37	с одной стороны	5	2
38	в конце концов	7	2
39	не могут не	1	2
40	в результате чего	1	2
41	во всяком случае	10	2
42	в точном смысле	1	2
43	в частности в	2	2
44	от того что	1	2
45	не только не	2	2
46	том числе и	2	2
47	для того чтобы	2	2
48	бы не было	3	2
49	даже и в	3	1
50	приводит в движение	1	1
51	того или другого	2	1
52	и есть то	2	1
53	имеются в виду	1	1
54	какой мере не	1	1
55	в той или	1	1
56	идти только о	1	1
57	это то что	4	1
58	в какой мере	1	1
59	иметь в виду	1	1
60	то время как	1	1
61	как один из	1	1
62	в самом деле	2	1
63	но даже и	1	1
64	и сознания а	1	1
65	в виду именно	1	1
66	в этом смысле	5	1
67	значит что он	1	1
68	же как и	1	1
69	тот или иной	4	1
70	говоря уже о	4	1
71	в таком случае	10	1
72	сами по себе	2	1
73	сама по себе	4	1
74	но и в	3	1
75	относится к сфере	1	1
76	только в том	4	1
77	то что в	1	1
78	говоря только с	1	1
79	может идти только	1	1
80	это вовсе не	1	1
81	не отличается от	1	1
82	сказать что до	1	1
83	том или ином	2	1
84	мышления в этом	1	1
85	может быть и	2	1
86	то как будто	1	1
87	бы значительно увеличить	1	1
88	чем иным как	1	1
89	является не чем	1	1
90	то или иное	2	1
91	есть то что	2	1
92	хотя оно и	1	1
93	ни в какой	1	1
94	ту или иную	1	1
95	даже и не	2	1
96	же в таком	1	1
97	так или иначе	6	1
98	в целом и	1	1
99	в едином и	1	1
100	в том или	1	1
101	и сводится к	1	1
102	уже о том	1	1
103	не чем иным	1	1
104	того что мы	1	1
105	в данном случае	5	1
106	значит ли это	1	1
107	может быть даже	1	1
108	не только в	2	1
109	отдельных частей и	1	1
110	речь идет только	1	1
111	речь может идти	1	1
112	то же самое	5	1
113	и то же	1	1
114	так же как	1	1
115	имеет ничего общего	2	1
116	как будто бы	5	1
117	содержания и формы	1	1
118	но вместе с	1	1
119	вовсе не значит	1	1
120	предмета в его	1	1
121	было бы значительно	1	1
122	не имеет ничего	2	1
123	может быть никакого	1	1
124	того или иного	5	1
125	а в том	1	1
126	имеем в виду	2	1
127	в то время	1	1
128	не говоря уже	4	1
129	та или иная	2	1
130	те или иные	3	1
131	ничего общего с	2	1
132	вопрос о том	2	1
133	на то или	1	1
134	можно говорить только	1	1
135	той или иной	1	1
136	не может обойтись	1	1
137	или иной мере	1	1
138	ни одна из	1	1
139	значительно увеличить не	1	1
140	никак не могут	1	1
141	не могут обойтись	1	1
142	том что и	1	1
143	ли это что	1	1
144	говорить только о	2	1
145	один из видов	1	1
146	не впасть в	1	1
147	только тогда когда	3	1
