N	2gram	Propp_Morf_1	Psycholo
1	и в	13	38
2	то что	8	35
3	в том	6	25
4	самом деле	4	21
5	что в	8	20
6	может быть	52	19
7	и что	2	18
8	на то	2	16
9	что она	2	16
10	точки зрения	2	16
11	и т	41	14
12	том что	4	14
13	если бы	2	14
14	как бы	3	14
15	потому что	3	14
16	в этом	14	13
17	в этой	2	13
18	совершенно ясно	1	13
19	не только	4	12
20	таким образом	21	12
21	было бы	3	12
22	не в	3	12
23	мы видим	13	12
24	мы увидим	8	12
25	что он	4	11
26	то же	7	10
27	в сущности	3	10
28	что это	1	10
29	и не	12	10
30	же самое	1	10
31	и все	1	10
32	увидим что	1	9
33	о которых	1	9
34	с точки	2	9
35	того чтобы	3	9
36	и то	1	8
37	с этим	11	8
38	все же	7	8
39	и как	5	8
40	говорит что	1	8
41	с тем	2	8
42	как и	3	8
43	в одном	1	8
44	видим что	10	8
45	так что	1	8
46	вовсе не	4	8
47	как раз	1	8
48	для того	2	8
49	перед нами	10	8
50	для нас	2	8
51	из этого	1	8
52	показать что	4	7
53	мы уже	1	7
54	с другой	8	7
55	мы можем	2	7
56	не может	14	7
57	как мы	6	7
58	между тем	5	7
59	а не	11	7
60	а в	7	7
61	и на	1	6
62	в которых	2	6
63	к чему	3	6
64	как это	3	6
65	он не	3	6
66	тому что	4	6
67	она не	2	6
68	не имеет	2	6
69	самого начала	1	6
70	и его	1	6
71	к тому	4	6
72	с самого	1	6
73	ясно что	5	6
74	и здесь	5	6
75	о том	2	6
76	один из	5	6
77	с одной	1	6
78	если мы	5	6
79	из них	3	6
80	так как	16	6
81	до сих	1	6
82	там где	5	6
83	должна быть	1	5
84	мы не	8	5
85	могли бы	1	5
86	в которой	3	5
87	на этом	3	5
88	в другом	2	5
89	несмотря на	4	5
90	с такой	1	5
91	в своей	1	5
92	и когда	1	5
93	в его	1	5
94	в какой	3	5
95	но и	4	5
96	действующих лиц	11	5
97	одной стороны	1	5
98	в той	1	5
99	сих пор	1	5
100	или в	4	5
101	о котором	1	5
102	другой стороны	4	5
103	совершенно не	1	5
104	что эти	2	4
105	время как	3	4
106	во всех	4	4
