N	3gram	Potebnia_M_3	Narrotol
1	в данном случае	1	8
2	не только в	4	6
3	в том что	16	5
4	к тому же	1	5
5	то же время	5	4
6	и тем самым	1	4
7	в то же	5	4
8	не может быть	3	4
9	по отношению к	5	3
10	подобно тому как	2	3
11	в этом отношении	2	3
12	для того чтобы	3	3
13	в первом случае	2	3
14	тем не менее	3	3
15	о том что	1	2
16	в самом деле	1	2
17	то же самое	1	2
18	до сих пор	3	2
19	сами по себе	1	2
20	но и в	4	2
21	заключает в себе	5	2
22	одно и то	5	2
23	может быть не	1	2
24	и то же	5	2
25	не только от	1	2
26	в свою очередь	3	2
27	но и от	1	2
28	можно сказать что	2	2
29	на то что	1	2
30	что одно и	1	2
31	только потому что	2	1
32	и столь же	1	1
33	мере того как	3	1
34	в глаза что	1	1
35	более или менее	3	1
36	в этом последнем	2	1
37	не говоря о	2	1
38	подлежит сомнению и	1	1
39	что для него	1	1
40	по мере того	3	1
41	один и тот	1	1
42	сих пор еще	1	1
43	не могла бы	2	1
44	с другой стороны	4	1
45	было для него	1	1
46	и со стороны	1	1
47	сам по себе	5	1
48	только то что	1	1
49	что не только	1	1
50	и то что	1	1
51	из того что	1	1
52	того что происходит	1	1
53	взгляда на мир	1	1
54	если бы она	1	1
55	со своей точки	1	1
56	она входит в	1	1
57	зависит не только	1	1
58	по крайней мере	5	1
59	в том случае	1	1
60	потому что к	1	1
61	только в слове	4	1
62	себе указание на	1	1
63	как и в	2	1
64	однако в силу	1	1
65	в первый раз	1	1
66	мы не знаем	2	1
67	с одной стороны	3	1
68	не привиделось и	1	1
69	и тот же	1	1
70	в приведенном выше	1	1
71	том как именно	1	1
72	что именно в	1	1
73	друг с другом	1	1
74	на чем он	1	1
75	потому что в	1	1
76	он уже не	1	1
77	из них не	1	1
78	один из этих	1	1
79	как в большей	1	1
80	и та же	1	1
81	лишь в том	1	1
82	одна и та	1	1
83	здесь не только	1	1
84	а не в	1	1
85	то же слово	2	1
86	самом деле в	1	1
87	бросается в глаза	1	1
88	быть не только	1	1
89	указанием на предмет	1	1
90	не само по	1	1
91	для него теперь	1	1
92	мы не можем	2	1
93	и на чем	1	1
94	в себе указание	1	1
95	то что мы	2	1
96	его жизни и	1	1
97	имея в виду	1	1
98	само по себе	3	1
99	ему начало и	1	1
100	и в самом	2	1
101	своей точки зрения	1	1
102	друг от друга	1	1
103	к тому что	2	1
104	не подлежит сомнению	1	1
105	на самом деле	1	1
106	в своем воображении	1	1
107	по себе а	4	1
108	но и с	1	1
109	говорит нам о	1	1
110	и т д	3	1
111	как мы видели	1	1
112	слово стремится к	1	1
