N	3gram	Vygotskiy__3	Hudozhes
1	в отличие от	1	7
2	более или менее	1	5
3	с другой стороны	5	5
4	в том что	11	5
5	состоит в том	1	4
6	с точки зрения	9	3
7	одно и то	2	3
8	и то же	2	3
9	того или иного	1	3
10	можно сказать что	1	3
11	в том и	1	2
12	в основе своей	1	2
13	с одной стороны	5	2
14	не в самом	1	2
15	а с другой	1	2
16	в свою очередь	2	2
17	для того чтобы	8	2
18	на наших глазах	2	2
19	к тому что	2	2
20	таким образом что	1	1
21	и в сущности	1	1
22	не могли бы	1	1
23	что автор должен	1	1
24	мы видим в	2	1
25	это было бы	1	1
26	имеем в виду	1	1
27	подобно тому как	1	1
28	каждой из них	1	1
29	том случае если	1	1
30	в зависимости от	1	1
31	что он не	1	1
32	только то что	2	1
33	заключает в себе	1	1
34	несмотря на свою	1	1
35	или менее определенным	1	1
36	с этой точки	1	1
37	что одна из	1	1
38	в том случае	1	1
39	может быть и	1	1
40	речь идет не	1	1
41	как раз в	1	1
42	который может быть	1	1
43	если бы рассказ	1	1
44	в одном и	1	1
45	не совпадает с	2	1
46	таким образом и	1	1
47	в себя и	1	1
48	отношение к своему	1	1
49	автора и читателя	1	1
50	в евгении онегине	1	1
51	и как бы	2	1
52	на второй план	1	1
53	и не могла	1	1
54	может быть названо	1	1
55	как бы в	1	1
56	ни от кого	1	1
57	все то что	6	1
58	что несмотря на	1	1
59	в то время	2	1
60	она могла бы	1	1
61	а в том	1	1
62	если бы для	1	1
63	о том что	3	1
64	этой точки зрения	1	1
65	и в самом	10	1
66	речь идет о	3	1
67	мере в какой	1	1
68	с собою в	1	1
69	больше и больше	2	1
70	дело не в	1	1
71	ведет нас к	1	1
72	не может быть	1	1
73	о мире и	1	1
74	к тому же	1	1
75	оно состоит в	1	1
