N	2gram	Bakhtin_Pr_2	slovoVRo
1	в романе	3	46
2	чужого слова	24	40
3	и в	43	39
4	может быть	23	37
5	и т	13	35
6	и его	8	33
7	т п	9	33
8	то есть	4	26
9	не только	11	24
10	и не	29	22
11	но и	14	21
12	не может	18	20
13	в нем	12	19
14	до конца	4	17
15	в этом	13	16
16	чужой речи	3	16
17	все это	5	16
18	его слово	1	15
19	так и	3	15
20	а не	7	14
21	человек и	2	14
22	чужим словом	13	14
23	отличие от	4	13
24	как в	2	13
25	в процессе	2	13
26	в пределах	16	13
27	слова в	12	13
28	во всех	4	12
29	в отличие	4	12
30	с чужим	8	11
31	слово в	8	11
32	чужое слово	45	10
33	вовсе не	5	10
34	к своему	1	9
35	и с	5	9
36	не в	11	9
37	со своим	1	9
38	словом и	2	8
39	таким образом	5	8
40	себя в	3	8
41	прежде всего	10	8
42	слова и	12	8
43	точки зрения	13	8
44	еще не	9	7
45	с его	4	7
46	в него	7	7
47	европейского романа	2	7
48	пределах одного	9	7
49	при этом	6	7
50	его слова	2	7
51	в этих	6	7
52	для него	8	7
53	с ним	3	7
54	никогда не	9	7
55	могут быть	3	7
56	как мы	10	7
57	в его	10	7
58	слово как	4	7
59	и даже	3	7
60	и потому	1	7
61	как бы	22	7
62	в сущности	9	6
63	но не	5	6
64	в своем	4	6
65	все же	3	6
66	и к	3	6
67	но в	10	6
68	все эти	5	6
69	чужих слов	5	6
70	так сказать	6	6
71	значительной степени	1	6
72	в них	4	6
73	в слове	5	6
74	как и	14	6
75	она не	3	6
76	языка в	1	6
77	в значительной	1	6
78	в большинстве	9	6
79	человек в	1	6
80	там где	4	6
81	слова от	1	6
82	жизни и	1	6
83	например в	2	5
84	одного высказывания	1	5
85	героя и	5	5
86	своему предмету	4	5
87	и слова	2	5
88	человека в	4	5
89	это не	3	5
90	том что	2	5
91	по себе	11	5
92	мышления и	1	5
93	слово и	9	5
94	не могут	4	5
95	но все	2	5
96	той или	3	5
97	с другой	4	5
98	романа в	1	5
99	один из	1	5
100	в том	6	5
101	с ними	2	5
102	с одной	1	5
103	конечно не	2	5
104	уже не	3	5
105	со словом	1	5
106	слова его	1	5
107	и их	3	5
108	одной стороны	1	5
109	или иной	3	5
110	большинстве случаев	8	5
111	в плане	1	5
112	остается в	1	5
113	и для	3	5
114	только в	4	5
115	для нас	2	5
116	от него	1	5
117	и все	6	5
118	и наконец	6	5
119	отношения к	2	4
120	и на	10	4
121	по отношению	5	4
122	прозы в	1	4
123	отношение к	2	4
124	словом в	4	4
125	сливается с	2	4
126	в узком	2	4
127	то же	8	4
128	слова не	1	4
129	его в	3	4
130	входит в	2	4
131	с другими	1	4
132	и иных	1	4
133	на почве	2	4
134	ни в	2	4
135	в отношении	3	4
136	остается вне	1	4
137	слова к	1	4
138	не менее	3	4
139	в то	7	4
140	одна из	2	4
141	в основе	1	4
142	же время	5	4
143	или как	4	4
144	во всем	3	4
145	здесь не	6	4
146	для этого	2	4
147	но здесь	5	4
148	наконец в	3	4
149	двуголосого слова	3	4
150	так как	4	4
151	и др	2	4
152	себя и	3	4
153	с помощью	1	4
154	на фоне	5	4
155	и мир	1	4
156	узком смысле	2	4
157	в той	5	4
158	в основном	1	4
159	в чужом	4	4
160	в смысле	1	4
161	чужом слове	4	4
162	а в	5	4
163	отношении к	2	4
164	слова с	7	4
165	отношению к	5	4
166	в таком	2	4
167	ту же	2	3
168	как это	1	3
169	в чисто	1	3
170	должна быть	3	3
171	собственном смысле	1	3
172	той же	3	3
173	человека и	2	3
174	роман в	1	3
175	слова на	5	3
176	сама по	4	3
177	в собственном	1	3
178	стороны и	3	3
179	перед нами	7	3
180	и как	2	3
181	бы и	2	3
182	с их	2	3
183	со всею	3	3
184	и социальной	1	3
185	на этом	1	3
186	сознание и	2	3
187	не с	1	3
188	лишь в	8	3
189	с точки	8	3
190	точку зрения	1	3
191	не была	3	3
192	свои интенции	2	3
193	чужие слова	1	3
194	нем в	1	3
195	связи с	1	3
196	действует в	1	3
197	авторское слово	9	3
198	и дальше	1	3
199	глубоко и	1	3
200	с установкой	1	3
201	к чужому	7	3
202	к нему	5	3
203	между тем	3	3
204	что и	3	3
205	слов и	5	3
206	быть и	2	3
207	иной степени	1	3
208	всех его	1	3
209	или даже	1	3
210	него нет	1	3
211	у него	6	3
212	рядом с	5	3
213	связан с	1	3
214	точек зрения	4	3
215	здесь в	3	3
216	может иметь	1	3
217	связано с	1	3
218	смысла и	1	3
219	материал в	2	3
220	слове в	1	3
221	материал и	1	3
222	и прямой	1	3
223	установкой на	1	3
224	в романах	3	3
225	как к	1	3
226	и от	1	3
227	голоса и	1	3
228	но это	4	3
229	слово для	1	3
230	слово здесь	4	3
231	что в	4	3
232	хотя бы	2	3
233	сказать что	2	3
234	речи и	4	3
235	авантюрного романа	2	3
