N	2gram	Potebnia_M_3	Narrotol
1	не только	21	26
2	а не	15	17
3	тогда как	2	15
4	но и	19	15
5	при этом	3	14
6	в том	32	14
7	и не	15	14
8	в этом	10	13
9	и в	30	13
10	том что	18	13
11	только в	21	11
12	может быть	28	10
13	в данном	1	10
14	сводится к	1	9
15	так и	11	9
16	то есть	34	9
17	к тому	7	9
18	а в	12	9
19	в себе	16	8
20	то что	18	8
21	не в	15	8
22	не может	6	8
23	у него	2	6
24	в своем	5	6
25	все же	2	6
26	но в	1	6
27	в жизни	1	6
28	ничего не	1	6
29	данном случае	1	6
30	и т.п	1	6
31	можно сказать	3	6
32	в его	4	6
33	вслед за	3	6
34	того что	18	6
35	со стороны	3	6
36	прежде всего	3	6
37	как бы	3	6
38	жизни в	1	6
39	ответ на	3	5
40	отличие от	1	5
41	что он	6	5
42	как в	10	5
43	хотя и	1	5
44	в нем	9	5
45	тем не	3	5
46	он не	4	5
47	таким образом	14	5
48	и тем	5	5
49	далеко не	4	5
50	точки зрения	2	5
51	в котором	4	5
52	место в	3	5
53	не столько	2	5
54	тем самым	7	5
55	в то	10	5
56	на него	3	5
57	о том	2	5
58	в форме	2	5
59	с одной	7	5
60	по отношению	5	5
61	с другой	7	5
62	одной стороны	3	5
63	я в	1	5
64	отношению к	5	5
65	то же	23	4
66	в ее	2	4
67	в этой	2	4
68	о жизни	1	4
69	перед нами	2	4
70	что это	4	4
71	тому же	1	4
72	в силу	3	4
73	уже не	6	4
74	в мире	1	4
75	об этом	2	4
76	в глазах	1	4
77	все его	1	4
78	в своей	2	4
79	не к	4	4
80	не менее	5	4
81	при всей	1	4
82	времени и	1	4
83	если бы	12	4
84	как у	1	4
85	и т.д	1	4
86	в какой	2	4
87	для него	9	4
88	как и	10	4
89	не является	1	4
90	и все	3	4
91	с ним	6	4
92	же в	2	4
93	жизни и	2	4
94	что в	17	4
95	все что	4	4
96	для себя	3	3
97	самом деле	2	3
98	едва ли	1	3
99	а как	2	3
100	с его	1	3
101	но не	7	3
102	большей части	2	3
103	что они	2	3
104	в целом	3	3
105	все эти	1	3
106	и его	4	3
107	так сказать	2	3
108	не следует	5	3
109	и по	4	3
110	в слове	32	3
111	которой он	1	3
112	что я	5	3
113	тому что	3	3
114	того чтобы	3	3
115	же время	5	3
116	этом отношении	2	3
117	как по	1	3
118	на том	1	3
119	и когда	1	3
120	о котором	1	3
121	по слову	1	3
122	это не	1	3
123	к ней	5	3
124	один из	4	3
125	с ними	1	3
126	и представляет	1	3
127	никак не	3	3
128	между тем	9	3
129	то и	6	3
130	или даже	1	3
131	представить себе	3	3
132	и даже	2	3
133	да и	1	3
134	с этой	2	3
135	а к	3	3
136	сказать что	5	3
137	в таком	3	3
138	и т	5	2
139	он может	1	2
140	отношения между	1	2
141	должна быть	1	2
142	по его	1	2
143	мы не	9	2
144	ему в	2	2
145	в каждой	4	2
146	в ней	8	2
147	еще не	5	2
148	он сам	1	2
149	как субъекта	1	2
