N	3gram	Tiupa_Anal_2	slovoVRo
1	то же время	2	12
2	в то же	2	12
3	той или иной	3	9
4	с точки зрения	2	8
5	они могут быть	1	6
6	в отношении к	1	6
7	с одной стороны	4	4
8	с другой стороны	2	4
9	хотя бы и	1	3
10	в данном случае	5	3
11	почти вовсе не	1	3
12	более или менее	1	3
13	а между тем	1	2
14	в этом случае	4	2
15	языка то есть	1	2
16	и во всех	1	2
17	до известной степени	1	2
18	одно и то	1	2
19	дело не с	1	2
20	о том же	1	2
21	не только в	2	2
22	и то же	1	2
23	в известном смысле	1	2
24	и в этом	4	2
25	того или иного	3	2
26	в свою очередь	1	2
27	между автором и	1	2
28	не только на	1	2
29	к тому что	1	2
30	можно было бы	2	2
31	друг с другом	1	2
32	весь его текст	1	1
33	не в самом	1	1
34	своих и чужих	1	1
35	в сторону и	2	1
36	прежде всего в	1	1
37	а затем и	1	1
38	в контексте целого	2	1
39	как бы не	1	1
40	отождествлять ни с	1	1
41	с установкой на	1	1
42	речи то есть	1	1
43	максим максимыч в	1	1
44	в отличие от	2	1
45	но и в	1	1
46	в этом отношении	3	1
47	к тому или	1	1
48	этом случае в	1	1
49	в противном случае	1	1
50	со всех сторон	1	1
51	речи конкретных персонажей	1	1
52	с этой точки	1	1
53	по крайней мере	3	1
54	в значительной степени	2	1
55	а как бы	1	1
56	от которого он	1	1
57	персонажей а между	1	1
58	и одновременно его	1	1
59	но и на	1	1
60	и все его	1	1
61	жизни но и	1	1
62	среда в которой	1	1
63	во всех этих	1	1
64	так или иначе	1	1
65	о себе как	1	1
66	одни и те	1	1
67	так и на	1	1
68	поэтического слова в	1	1
69	чутко реагирует на	1	1
70	не может быть	1	1
71	в свое время	1	1
72	тем не менее	3	1
73	о том что	6	1
74	и что же?	1	1
75	а не его	1	1
76	то есть в	2	1
77	этой точки зрения	1	1
78	не только не	2	1
79	от автора и	1	1
80	и те же	1	1
81	можно сказать что	1	1
82	с жизнью и	1	1
83	тех или иных	2	1
84	в том что	6	1
85	как и в	3	1
86	ли он в	1	1
