N	3gram	Losev_Prob_2	Problemy
1	в то же	4	12
2	на самом деле	2	10
3	с самого начала	2	8
4	с самим собою	1	7
5	не может быть	3	6
6	и в то	1	5
7	во всяком случае	10	5
8	в этом смысле	5	4
9	бы то ни	2	4
10	то ни было	1	4
11	и прежде всего	2	4
12	в самом деле	2	3
13	он не может	1	3
14	по крайней мере	6	3
15	в конце концов	7	3
16	с другой стороны	5	3
17	может быть даже	1	3
18	в той или	1	2
19	а вовсе не	1	2
20	подобно тому как	2	2
21	как раз и	4	2
22	того или другого	2	2
23	в этом случае	7	2
24	и не может	1	2
25	хотя бы и	3	2
26	вместе с тем	1	2
27	сама по себе	4	2
28	а может быть	2	2
29	что в нем	1	2
30	к тому чтобы	1	2
31	что все это	1	2
32	того что он	1	2
33	тем что он	1	2
34	в обычном смысле	1	2
35	и в этом	3	2
36	именно тем что	1	2
37	о том что	14	2
38	так и в	1	2
39	той или иной	1	2
40	по своему смыслу	1	2
41	тем не менее	12	2
42	и т д	6	2
43	должны были бы	2	1
44	с самим предметом	1	1
45	или хотя бы	2	1
46	не в плане	1	1
47	но как мы	1	1
48	прежде всего как	1	1
49	в дурную бесконечность	1	1
50	какой бы то	1	1
51	это и заставляет	1	1
52	как нам кажется	1	1
53	и в отношении	1	1
54	но даже и	1	1
55	да и то	2	1
56	потому что не	1	1
57	собой и в	1	1
58	именно как слово	1	1
59	до сих пор	4	1
60	бы даже и	1	1
61	как в отношении	1	1
62	мы могли бы	1	1
63	на самом же	1	1
64	а так как	1	1
65	в этом отношении	1	1
66	то что в	1	1
67	так как здесь	1	1
68	никак не мог	1	1
69	в первых двух	1	1
70	это вовсе не	1	1
71	как мы уже	1	1
72	несмотря на то	1	1
73	и то что	7	1
74	даже и не	2	1
75	его самостоятельности и	1	1
76	и сводится к	1	1
77	и в своих	1	1
78	с другими людьми	2	1
79	в данном случае	5	1
80	и тут же	2	1
81	что может быть	1	1
82	но как бы	1	1
83	как будто бы	5	1
84	и ничего не	1	1
85	всяком случае не	2	1
86	и то же	1	1
87	во всех отношениях	1	1
88	все более и	1	1
89	может быть и	2	1
90	один из моментов	2	1
91	друг к другу	2	1
92	но и не	2	1
93	можно прямо сказать	1	1
94	иначе что же	2	1
95	вовсе не являются	1	1
96	и тот же	2	1
97	по себе и	2	1
98	потому что они	1	1
99	из виду и	1	1
100	один и тот	2	1
101	что же такое	4	1
102	и ни в	2	1
103	мы бы сказали	1	1
104	что же это	1	1
105	чем иным как	1	1
106	но тем не	1	1
107	быть даже и	1	1
108	вовсе не для	1	1
109	не чем иным	1	1
110	не только не	2	1
111	ни о каком	1	1
112	более и более	1	1
113	но оно в	1	1
114	но все же	1	1
115	самом же деле	1	1
116	можно сказать что	3	1
117	на то что	4	1
118	не может обойтись	1	1
119	вопрос о том	2	1
120	уже с самого	2	1
121	в узком смысле	1	1
122	а в то	1	1
123	вовсе не является	3	1
124	что их можно	1	1
125	для того чтобы	2	1
126	в том что	4	1
127	мы еще не	2	1
128	обратим внимание на	1	1
129	и только в	1	1
