N	2gram	Potebnia_M_1	Marksizm
1	может быть	27	28
2	и в	39	19
3	как бы	6	19
4	и не	18	19
5	не может	22	18
6	точки зрения	8	17
7	то же	6	16
8	и его	5	16
9	как мы	2	15
10	в этом	15	15
11	языка и	17	15
12	в сущности	2	14
13	так сказать	2	14
14	таким образом	13	14
15	лишь в	1	14
16	не только	21	13
17	с точки	3	13
18	связи с	3	13
19	речи и	10	13
20	в нем	20	11
21	если бы	14	11
22	вовсе не	5	11
23	не в	15	10
24	так и	13	10
25	но и	20	10
26	том что	16	10
27	самом деле	1	9
28	при этом	6	9
29	как и	9	9
30	для него	4	9
31	языка как	5	9
32	а не	21	9
33	с его	1	8
34	по отношению	13	8
35	в то	4	8
36	же время	4	8
37	только в	25	8
38	слова в	2	8
39	отношению к	13	8
40	на самом	1	7
41	его в	1	7
42	и более	2	7
43	никогда не	4	7
44	в том	26	7
45	в языке	33	7
46	прежде всего	4	7
47	в связи	1	7
48	и для	5	7
49	но в	9	7
50	в таком	5	7
51	язык как	7	6
52	во всех	5	6
53	и как	6	6
54	в самом	3	6
55	если мы	3	6
56	слова и	4	6
57	ни в	1	6
58	в смысле	4	6
59	того чтобы	2	6
60	к тому	4	6
61	для того	3	6
62	и следовательно	2	6
63	между тем	5	6
64	мы можем	2	6
65	более того	1	6
66	и все	3	6
67	хотя бы	2	6
68	ни было	2	6
69	в свою	4	6
70	того же	3	5
71	и на	1	5
72	все же	6	5
73	то ни	3	5
74	в данном	1	5
75	в их	2	5
76	самого начала	3	5
77	свою очередь	4	5
78	с самого	3	5
79	к нему	1	5
80	в его	5	5
81	этого слова	1	5
82	и того	2	5
83	тем более	2	5
84	совершенно не	1	5
85	к этому	1	5
86	так же	5	5
87	тем же	2	4
88	должна быть	3	4
89	а как	2	4
90	и ее	1	4
91	бы то	2	4
92	как если	1	4
93	только на	3	4
94	в себе	13	4
95	на то	2	4
96	в единстве	2	4
97	это не	7	4
98	было бы	12	4
99	и тем	3	4
100	в слове	8	4
101	мы видели	4	4
102	одного и	2	4
103	тому что	3	4
104	в отношении	1	4
105	ничего не	1	4
106	следует что	1	4
107	для себя	3	4
108	выражения и	1	4
109	из одного	3	4
110	по мере	6	4
111	того что	8	4
112	в формах	1	4
113	с ними	1	4
114	что он	1	4
115	в душе	11	4
116	и их	3	4
117	речь и	2	4
118	влияние на	2	4
119	связь с	2	4
120	смысле этого	1	4
121	к пониманию	1	4
122	бы в	4	4
123	то что	10	4
124	сказать что	3	4
125	если б	2	3
126	таком случае	2	3
127	и то	3	3
128	в котором	1	3
129	не имеют	5	3
130	высшей степени	1	3
131	одного слова	1	3
132	в ней	7	3
133	еще не	6	3
134	столь же	3	3
135	в ее	1	3
136	для других	1	3
137	за пределы	2	3
138	относится к	3	3
139	в истории	7	3
140	с этим	7	3
141	перед нами	1	3
142	все эти	1	3
143	в этой	3	3
144	нами в	1	3
145	слово в	1	3
146	язык не	5	3
147	он не	3	3
148	не как	1	3
149	одно и	1	3
150	не будет	2	3
151	в другом	1	3
152	той же	3	3
153	с другими	1	3
154	от одного	1	3
155	мы постараемся	2	3
156	по себе	10	3
157	истории языка	2	3
158	в этих	7	3
159	в своей	3	3
160	мысли и	9	3
161	не имеет	5	3
162	для всего	1	3
163	каждый раз	4	3
164	в каком	6	3
165	у нас	2	3
166	языка в	6	3
167	могут быть	9	3
168	не есть	10	3
169	и это	3	3
170	значения и	1	3
171	развития языка	1	3
172	мы только	1	3
173	о том	2	3
174	что и	6	3
175	слов и	4	3
176	слова для	4	3
177	в какой	1	3
178	с одной	3	3
179	его из	1	3
180	так как	21	3
181	до сих	1	3
182	с другой	7	3
183	не было	4	3
184	одной стороны	3	3
185	языка не	5	3
186	да и	1	3
187	должно быть	7	3
188	и формы	1	3
189	и от	3	3
190	сих пор	1	3
191	не существует	2	3
192	что оно	2	3
193	сознания и	1	3
194	только что	2	3
195	в различных	1	3
196	а в	5	3
197	во всяком	3	3
198	отношения к	1	2
199	одним из	2	2
200	совершенно справедливо	2	2
201	выражения в	1	2
202	собственном смысле	1	2
203	в зависимости	1	2
204	живой речи	1	2
205	от своего	1	2
206	из всего	1	2
207	вопрос о	4	2
208	группы и	1	2
209	зависимости от	1	2
210	и самого	1	2
211	именно эти	1	2
212	иное как	2	2
213	история языка	3	2
214	то мы	2	2
215	языка нет	1	2
216	но как	3	2
217	значение и	2	2
218	ответ на	1	2
219	что они	1	2
220	в собственном	2	2
221	в одной	1	2
222	независимо от	6	2
223	стороны и	2	2
224	в своем	3	2
225	более и	2	2
226	в противном	3	2
227	его к	2	2
228	более или	1	2
229	от этого	1	2
230	что это	3	2
231	в нашем	1	2
232	бы не	6	2
233	в тех	1	2
234	не следует	5	2
235	соприкасается с	1	2
236	положительного и	1	2
237	из него	2	2
238	без исключения	1	2
239	значительной степени	2	2
240	им как	1	2
241	различие между	1	2
242	и с	3	2
243	на все	2	2
244	то есть	42	2
245	это было	1	2
246	может стать	1	2
247	в жизни	3	2
248	мертвого языка	1	2
249	рядом с	1	2
250	далеко не	1	2
251	и потому	5	2
252	мы не	10	2
253	восприятия и	3	2
254	или менее	1	2
255	нас не	1	2
256	слова при	1	2
257	или вернее	1	2
258	они уже	1	2
259	является в	1	2
260	по крайней	2	2
261	происхождения языка	1	2
262	в определении	2	2
263	которых и	2	2
264	находятся в	3	2
265	или как	1	2
266	в живой	2	2
267	сравнительно с	2	2
268	лежит в	1	2
269	должны быть	7	2
270	о происхождении	8	2
271	если же	5	2
272	должен быть	1	2
273	и о	2	2
274	приводит к	1	2
275	не с	1	2
276	все то	2	2
277	и даже	4	2
278	все его	1	2
279	крайней мере	2	2
280	всяком случае	1	2
281	будет ли	1	2
282	эти последние	1	2
283	но не	8	2
284	мы увидим	3	2
285	которой мы	1	2
286	или же	3	2
287	себя в	1	2
288	б мы	2	2
289	уже в	1	2
290	языка а	3	2
291	в виде	1	2
292	но для	1	2
293	не так	3	2
294	друг друга	5	2
295	но что	1	2
296	у него	1	2
297	тем что	9	2
298	даже и	2	2
299	это будет	2	2
300	именно как	1	2
301	два члена	1	2
302	именно в	1	2
303	что не	10	2
304	противном случае	3	2
305	во внутренней	3	2
306	они не	1	2
307	не на	1	2
308	и непосредственно	1	2
309	в речи	1	2
310	все более	3	2
311	вместе с	8	2
312	ко всем	2	2
313	там где	4	2
314	того или	1	2
315	в начале	2	2
316	в более	4	2
317	говорящего и	1	2
318	или в	2	2
319	имеет дело	1	2
320	от него	4	2
321	следовательно и	2	2
322	еще более	2	2
323	происхождении языка	7	2
324	между ними	1	2
325	жизни и	2	2
326	что в	22	2
327	как на	3	2
328	человеческой речи	1	1
329	не иначе	3	1
330	то на	4	1
331	слова является	1	1
332	например в	1	1
333	язык может	2	1
334	предполагает что	1	1
335	человека и	1	1
336	языку и	1	1
337	сам по	1	1
338	и грамматических	2	1
339	в разные	2	1
340	но тем	3	1
341	нам кажется	1	1
342	то в	5	1
343	деятельность человека	1	1
344	проникает в	1	1
345	что эти	1	1
346	уже по	1	1
347	и могут	1	1
348	без помощи	1	1
349	его не	1	1
350	то эти	1	1
351	противоположные понятия	1	1
352	именно к	1	1
353	этот предмет	1	1
354	имеет свою	1	1
355	не была	1	1
356	из сказанного	1	1
