N	3gram	Bakhtin_Fr_1	Otkroven
1	к человеку и	1	4
2	в самой глубине	1	3
3	в нем нет	1	3
4	для того чтобы	1	3
5	человека в его	1	2
6	не может быть	1	2
7	но и в	2	2
8	не могут быть	1	2
9	в обычном смысле	1	1
10	человека и человеческих	1	1
11	в эпоху возрождения	3	1
12	и он всегда	1	1
13	от всех тех	1	1
14	гюго диккенса и	1	1
15	эпоху возрождения но	1	1
16	одно из самых	1	1
17	в одном месте	1	1
18	в самом деле	1	1
19	как бы в	1	1
20	и в том	2	1
21	так и не	3	1
22	бросается в глаза	1	1
23	и человеческих отношений	1	1
24	нем нет ничего	1	1
25	и не может	1	1
26	в нем все	1	1
27	во всяком случае	1	1
28	еще одну особенность	1	1
29	даже и в	3	1
30	в этом отношении	3	1
31	он еще не	1	1
32	он говорит в	1	1
33	и прежде всего	3	1
34	в том что	6	1
35	но от этого	1	1
36	нужно отметить что	2	1
37	и он не	1	1
38	друг с другом	1	1
39	в самом начале	1	1
