N	2gram	Voloshinov_1	DiskursI
1	при этом	6	17
2	в этом	9	16
3	как и	2	16
4	и в	16	16
5	в качестве	1	16
6	может быть	17	16
7	и не	4	15
8	а не	1	14
9	и т.п	2	12
10	в частности	2	12
11	но в	4	11
12	в мире	1	11
13	но и	4	11
14	со стороны	1	10
15	не только	7	10
16	том что	3	10
17	так и	4	9
18	не может	8	9
19	в том	3	8
20	но не	1	7
21	в данном	1	7
22	в рамках	1	7
23	в нем	4	7
24	ни в	5	7
25	не менее	2	7
26	при всей	2	7
27	прежде всего	9	7
28	то же	2	6
29	еще не	5	6
30	с его	7	6
31	данном случае	1	6
32	себя в	1	6
33	отнюдь не	4	6
34	все же	1	6
35	в своей	2	6
36	в своих	1	6
37	и на	4	5
38	с другой	1	5
39	что в	3	5
40	для него	6	5
41	то что	3	5
42	а с	1	5
43	я в	1	5
44	я и	6	4
45	и то	1	4
46	в этой	4	4
47	роль в	1	4
48	человека в	1	4
49	в основе	3	4
50	этом отношении	1	4
51	о том	2	4
52	в пределах	2	4
53	с одной	1	4
54	в одном	3	4
55	одной стороны	1	4
56	как бы	5	4
57	мира и	3	4
58	точки зрения	8	4
59	в период	1	4
60	к этому	2	4
61	можно назвать	2	4
62	и ее	4	3
63	столь же	1	3
64	и как	3	3
65	и наконец	4	3
66	все эти	5	3
67	из этих	2	3
68	он не	2	3
69	не следует	1	3
70	и может	4	3
71	в другом	1	3
72	его в	4	3
73	жизни но	1	3
74	одного и	1	3
75	в этих	3	3
76	мире и	1	3
77	могут быть	3	3
78	той или	1	3
79	приводит к	1	3
80	еще в	1	3
81	в его	4	3
82	только в	4	3
83	и его	8	3
84	уже не	1	3
85	в них	2	3
86	или иной	1	3
87	здесь в	1	3
88	не знает	2	3
89	можно сказать	4	3
90	но это	2	3
91	и того	1	3
92	и все	4	3
93	жизни в	1	3
94	жизни и	3	3
95	как на	1	3
96	же как	2	2
97	того же	2	2
98	и это	6	2
99	той же	1	2
100	потом и	1	2
101	говорить о	2	2
102	в ней	1	2
103	мы имеем	1	2
104	отношение к	5	2
105	первый взгляд	1	2
106	лежит на	1	2
107	не более	1	2
108	свое время	1	2
109	подобно тому	1	2
110	и с	8	2
111	входит в	1	2
112	на почве	1	2
113	все это	4	2
114	на первый	2	2
115	с точки	6	2
116	их в	3	2
117	дело в	1	2
118	чем не	3	2
119	никогда не	2	2
120	сводится к	2	2
121	что на	2	2
122	в области	3	2
123	с их	3	2
124	с ее	4	2
125	ни одно	1	2
126	говорит об	1	2
127	в себя	1	2
