N	2gram	Bakhtin_fo_2	Formalny
1	и в	46	38
2	в этом	22	27
3	может быть	7	23
4	и его	12	21
5	и пр	2	21
6	таким образом	3	20
7	и не	9	20
8	в самом	1	16
9	не в	9	15
10	прежде всего	14	15
11	и т	14	14
12	не может	2	14
13	в нем	5	13
14	связи с	8	13
15	но и	9	13
16	в пределах	5	12
17	в поэзии	2	12
18	с его	1	11
19	с тем	2	11
20	в том	10	11
21	вовсе не	13	11
22	в его	8	10
23	в связи	8	10
24	с помощью	3	10
25	не только	11	9
26	при этом	6	9
27	и с	6	9
28	как и	8	9
29	т п	11	9
30	самом деле	1	8
31	отнюдь не	4	8
32	все же	6	8
33	точки зрения	10	8
34	так и	7	8
35	что и	3	8
36	тем что	3	8
37	как мы	6	7
38	в корне	2	7
39	лишь в	2	7
40	по себе	2	7
41	для него	3	7
42	в своей	1	7
43	с точки	8	7
44	уже не	3	7
45	этом отношении	2	7
46	не могут	1	7
47	по существу	5	7
48	слова и	3	7
49	что в	5	7
50	и ее	1	6
51	в ней	1	6
52	в истории	4	6
53	все эти	5	6
54	в этой	2	6
55	то же	8	6
56	было бы	2	6
57	он не	5	6
58	в их	3	6
59	могут быть	2	6
60	только в	11	6
61	как такового	1	6
62	то что	7	6
63	не было	3	6
64	вместе с	9	6
65	а не	4	6
66	в результате	1	6
67	истории литературы	1	6
68	а в	3	6
69	это и	1	5
70	по преимуществу	1	5
71	должна быть	1	5
72	говорить о	2	5
73	всего этого	1	5
74	во всех	11	5
75	в общем	1	5
76	т д	3	5
77	в то	5	5
78	в основе	6	5
79	же время	4	5
80	если бы	1	5
81	сводится к	1	5
82	и должно	2	5
83	говорит он	1	5
84	и только	2	5
85	что он	3	5
86	и речи	1	5
87	именно в	2	5
88	с этим	5	5
89	в реальном	3	5
90	более того	1	5
91	и для	9	5
92	бы в	1	5
93	еще более	4	5
94	во всяком	2	5
95	здесь и	1	4
96	в сущности	2	4
97	что они	4	4
98	как в	4	4
99	и наконец	6	4
100	и к	2	4
101	не как	1	4
102	его от	1	4
103	от нее	1	4
104	мы видели	2	4
105	не столько	1	4
106	раз и	1	4
107	к тому	3	4
108	здесь не	2	4
109	в дальнейшем	5	4
110	но в	10	4
111	в большинстве	3	4
112	что не	1	4
113	за счет	3	4
114	из них	8	4
115	так как	6	4
116	в особенности	6	4
117	и даже	3	4
118	в некоторых	2	4
119	другой стороны	1	4
120	там где	2	4
121	пр и	1	4
122	как бы	10	4
123	дело идет	2	4
124	реальном времени	1	4
125	лишь как	1	4
126	совершенно не	1	4
127	оно не	1	4
128	к этому	3	4
129	они не	1	4
130	например в	1	3
131	и отчасти	1	3
132	тем же	2	3
133	и до	2	3
134	а как	1	3
135	мы не	1	3
136	и на	7	3
137	в сюжете	2	3
138	бы она	2	3
139	не входит	1	3
140	значение и	4	3
141	если в	2	3
142	однако не	1	3
143	хотя и	3	3
144	и как	3	3
145	от этого	2	3
146	из этих	4	3
147	роль в	3	3
148	так сказать	7	3
149	всех этих	7	3
150	понятий и	1	3
151	ни была	2	3
152	его в	6	3
153	это было	1	3
154	он и	1	3
155	такой же	1	3
156	место в	4	3
157	она ни	3	3
158	не является	3	3
159	но все	1	3
160	его с	1	3
161	какова бы	2	3
162	того чтобы	8	3
163	так в	1	3
164	особенно в	2	3
165	все дело	1	3
166	и здесь	1	3
167	в значительной	1	3
168	того что	3	3
169	именно на	1	3
170	то и	1	3
171	большинстве случаев	3	3
172	менее всего	1	3
173	и их	4	3
174	каждый из	2	3
175	для того	8	3
176	с другой	2	3
177	и прежде	3	3
178	и др	5	3
179	без всякой	1	3
180	их к	1	3
181	и смысла	1	3
182	быть и	2	3
183	все это	6	3
184	на самом	1	3
185	и все	6	3
186	жизни и	8	3
187	формы и	1	2
188	можно говорить	1	2
189	относится и	1	2
190	и то	1	2
191	идет о	1	2
192	явления и	2	2
193	игры с	1	2
194	был и	1	2
195	это становится	1	2
196	по аналогии	2	2
197	значение именно	1	2
198	они были	2	2
199	это время	1	2
200	он был	2	2
201	первый план	2	2
202	в широком	1	2
203	совсем не	2	2
204	но не	5	2
205	но как	1	2
206	отношение к	3	2
207	отличие от	1	2
208	в одной	2	2
209	для создания	1	2
210	все остальные	1	2
211	кроме того	3	2
212	то в	2	2
213	та же	3	2
214	в которой	1	2
215	уже в	4	2
216	ее как	1	2
217	борьбы с	1	2
218	же это	1	2
219	широком смысле	1	2
220	и более	2	2
221	или вовсе	1	2
222	из него	1	2
223	и по	3	2
224	на этом	2	2
225	в основу	1	2
226	они должны	1	2
227	особенности в	1	2
228	должен был	1	2
229	и тем	1	2
230	ни в	1	2
231	становится и	1	2
232	должно быть	5	2
233	смысл и	1	2
234	лучше всего	1	2
235	том что	4	2
236	на первый	3	2
237	в этих	3	2
238	были выработаны	1	2
239	представление о	2	2
240	в отличие	1	2
241	от его	1	2
242	как их	1	2
243	их в	4	2
244	не могли	3	2
245	тому что	1	2
246	она не	2	2
247	самого начала	1	2
248	не имеет	1	2
249	не по	1	2
250	находится в	2	2
251	никогда не	6	2
252	на котором	2	2
253	слово и	1	2
254	правда в	1	2
255	слова как	1	2
256	этих двух	1	2
257	и лишь	1	2
258	как она	1	2
259	содержанию и	1	2
260	всего в	3	2
261	что на	3	2
262	если же	1	2
263	и это	2	2
264	и о	2	2
265	в ее	1	2
266	у символистов	1	2
267	и от	2	2
268	и этим	1	2
269	с самого	1	2
270	и совершенно	3	2
271	времени и	1	2
272	было в	1	2
273	сам он	1	2
274	мы в	1	2
275	в эпоху	4	2
276	с ним	4	2
277	в виду	3	2
278	борьба с	3	2
279	и смыслом	1	2
280	между тем	1	2
281	это не	2	2
282	в самый	1	2
283	один из	2	2
284	здесь с	1	2
285	по этому	1	2
286	потому что	8	2
287	в качестве	3	2
288	с нею	1	2
289	еще одну	1	2
290	является не	1	2
291	и других	2	2
292	характерно что	2	2
293	в котором	4	2
294	сами по	2	2
295	в конце	2	2
296	как его	2	2
297	смысла и	2	2
298	значения в	2	2
