N	3gram	Potebnia_M_2	Literetu
1	в том что	7	11
2	состоит в том	1	5
3	в отличие от	1	5
4	то же время	2	5
5	в то же	2	5
6	в связи с	1	4
7	с этой точки	1	3
8	при этом как	1	3
9	дело в том	1	2
10	подобно тому как	4	2
11	только в том	1	2
12	из того что	1	2
13	том что его	1	2
14	с одной стороны	3	2
15	во всяком случае	7	2
16	связи с чем	1	2
17	о том что	1	2
18	и тем самым	1	2
19	тем не менее	5	2
20	мы чувствуем что	1	1
21	не в состоянии	4	1
22	в эту минуту	3	1
23	то что я	1	1
24	только потому что	2	1
25	может быть названа	1	1
26	на самом деле	2	1
27	как и во	2	1
28	на то что	3	1
29	во многих случаях	1	1
30	том что он	1	1
31	на мой взгляд	1	1
32	бы то ни	1	1
33	между тем как	2	1
34	в наше время	1	1
35	в той мере	1	1
36	могли бы быть	1	1
37	по крайней мере	5	1
38	того что они	2	1
39	тогда как в	2	1
40	лишь в той	1	1
41	и в этом	1	1
42	по тому же	1	1
43	могло быть в	1	1
44	с другой стороны	2	1
45	не может быть	2	1
46	на вопрос что	1	1
47	одно из них	1	1
48	ничего общего с	1	1
49	на бесконечно малые	1	1
50	до тех пор	1	1
51	в свою очередь	6	1
52	и того же	6	1
53	до сих пор	4	1
54	с самого начала	2	1
55	служит только для	1	1
56	собственно говоря и	1	1
57	не только на	1	1
58	при этом не	1	1
59	но все же	1	1
60	то ни было	1	1
61	одного и того	6	1
62	в целом как	1	1
63	может и не	1	1
64	в большинстве случаев	1	1
65	не только от	1	1
66	здесь как и	1	1
67	сознания а в	1	1
