N	3gram	Vygotskiy__5	RusskieA
1	в том что	11	18
2	состоит в том	3	13
3	в этом случае	3	6
4	для того чтобы	14	6
5	вместе с тем	2	4
6	так же как	7	4
7	о том что	4	4
8	в отличие от	2	3
9	не может быть	3	3
10	подобно тому как	4	3
11	тем не менее	1	2
12	что иное как	1	2
13	же как и	1	2
14	для этой цели	1	2
15	тому как в	3	2
16	и многие другие	1	2
17	не что иное	1	2
18	в том чтобы	1	2
19	но вместе с	1	2
20	в этом и	1	2
21	мы не можем	1	2
22	в то время	4	2
23	с одной стороны	3	2
24	приводит нас к	2	2
25	в другом месте	4	1
26	том что в	2	1
27	на нее как	1	1
28	потому что он	5	1
29	не может не	1	1
30	как например в	1	1
31	в одном ряду	1	1
32	с таким же	3	1
33	потому что в	2	1
34	показывает что в	1	1
35	более или менее	1	1
36	в тех случаях	1	1
37	одном ряду с	1	1
38	так что в	2	1
39	в том же	1	1
40	о том как	2	1
41	мы должны будем	1	1
42	те и другие	1	1
43	если верно что	2	1
44	и должен был	1	1
45	как мы увидим	1	1
46	в первую очередь	1	1
47	в этом отношении	5	1
48	таким образом в	2	1
49	по аналогии с	1	1
50	из того что	4	1
51	как это не	1	1
52	с этим связан	1	1
53	можно было бы	3	1
54	приводят нас к	1	1
55	в этой связи	1	1
56	и после этого	1	1
57	в применении к	1	1
58	бы говорить о	1	1
59	во всяком случае	1	1
60	смысле этого слова	1	1
61	так как это	3	1
62	что именно в	1	1
63	в какой степени	1	1
64	то время как	4	1
65	в такой же	3	1
66	подтверждается и другими	1	1
67	одним из самых	1	1
68	с другой стороны	2	1
69	и это не	1	1
70	в этой теории	2	1
71	между собой и	1	1
72	в свою очередь	3	1
73	тем и другим	1	1
74	один из них	1	1
75	к выводу что	1	1
76	у нас на	1	1
77	в связь с	1	1
78	можно сказать что	5	1
79	имели место в	1	1
80	а не на	1	1
81	которые имели место	1	1
82	совершенно очевидно что	1	1
83	вопрос о том	3	1
84	тех случаях когда	1	1
85	и таким образом	1	1
86	идет речь это	1	1
87	может дать в	1	1
88	как мы видели	2	1
