N	2gram	Bakhtin_Pr_4	EvropaiE
1	и в	46	37
2	в отношении	3	32
3	в пределах	10	25
4	точки зрения	11	23
5	что в	4	21
6	не только	14	18
7	с точки	9	17
8	в то	5	16
9	то же	6	15
10	хотя бы	2	15
11	отношении к	2	15
12	в своем	3	14
13	но в	6	14
14	же время	5	14
15	но и	12	14
16	и не	27	14
17	в этом	16	12
18	в их	4	11
19	в области	1	11
20	в том	9	11
21	так и	4	10
22	в себе	7	9
23	только в	6	9
24	прежде всего	9	9
25	все более	1	9
26	не может	19	9
27	так же	3	9
28	в ее	1	8
29	было бы	3	8
30	в своей	3	8
31	к тому	2	8
32	между тем	2	8
33	с одной	1	8
34	одной стороны	1	8
35	также и	3	7
36	нам кажется	5	7
37	так как	5	7
38	с другой	3	7
39	как и	12	7
40	может быть	23	6
41	и на	11	6
42	во всех	5	6
43	стороны и	2	6
44	на то	3	6
45	то есть	40	6
46	том что	4	6
47	того чтобы	1	6
48	вовсе не	9	6
49	в последние	1	6
50	и даже	3	6
51	как бы	19	6
52	то что	4	6
53	же как	2	5
54	но не	4	5
55	не в	10	5
56	и по	2	5
57	но если	3	5
58	тем самым	1	5
59	как мы	12	5
60	со стороны	1	5
61	от этого	2	5
62	в частности	1	5
63	и потому	1	5
64	в той	3	5
65	как нам	2	5
66	мы не	4	4
67	вопрос о	2	4
68	в некотором	1	4
69	в ней	1	4
70	в самом	9	4
71	во многих	1	4
72	несмотря на	1	4
73	чем в	1	4
74	лежат в	1	4
75	даже в	1	4
76	и притом	1	4
77	в процессе	4	4
78	к ней	2	4
79	в направлении	4	4
80	той или	2	4
81	по себе	7	4
82	можно сказать	4	4
83	именно в	1	4
84	ни было	1	4
85	или иной	2	4
86	не на	1	4
87	как это	1	4
88	для нас	2	4
89	сказать что	2	4
90	в сфере	1	3
91	из всех	1	3
92	бы и	2	3
93	на себя	4	3
94	того же	3	3
95	время в	1	3
96	в общем	2	3
97	как в	4	3
98	когда он	2	3
99	и к	9	3
100	себе не	1	3
101	но на	2	3
102	мы можем	4	3
103	не дает	2	3
104	большинстве случаев	8	3
105	и мы	1	3
106	этом смысле	2	3
107	и тем	2	3
