N	3gram	Bakhtin_Fr_2	Dialekti
1	с точки зрения	5	8
2	в том что	1	6
3	и та же	1	4
4	одна и та	1	4
5	только то что	2	4
6	то же время	6	4
7	о том что	3	4
8	с другой стороны	3	4
9	только тогда когда	1	4
10	в то же	6	3
11	содержит в себе	2	3
12	не может быть	4	3
13	вовсе не в	1	3
14	можно сказать что	2	3
15	не нуждается в	1	3
16	до сих пор	4	2
17	и даже в	2	2
18	не только в	5	2
19	не могут быть	1	2
20	во всяком случае	2	2
21	что в нем	1	2
22	и прежде всего	1	2
23	всем известно что	1	1
24	только потому что	1	1
25	мы уже сказали	1	1
26	большей или меньшей	3	1
27	на самом деле	1	1
28	подобно тому как	2	1
29	исторических лиц и	2	1
30	одной стороны и	1	1
31	так и его	1	1
32	дело вовсе не	1	1
33	и не может	1	1
34	и в то	2	1
35	но и в	4	1
36	на самом же	1	1
37	в себе и	2	1
38	в этом отношении	3	1
39	не есть его	1	1
40	здесь в связи	1	1
41	с одной стороны	3	1
42	в конце концов	1	1
43	в сущности это	1	1
44	если она и	1	1
45	мы будем говорить	1	1
46	все более и	1	1
47	ни на что	1	1
48	мы уже говорили	5	1
49	о чем мы	2	1
50	из этих последних	1	1
51	на что не	1	1
52	в свое время	3	1
53	именно в том	1	1
54	друг с другом	1	1
55	того или иного	1	1
56	как и всякая	1	1
57	по сравнению с	2	1
58	и вообще всей	1	1
59	мы можем сказать	1	1
60	глаза на новое	1	1
61	более и более	1	1
62	новой точки зрения	1	1
63	но все же	2	1
64	но даже и	2	1
65	не только на	1	1
66	и в литературе	1	1
67	как мы уже	3	1
68	и ни на	1	1
69	самом же деле	1	1
70	во всех своих	1	1
71	можем сказать что	1	1
72	в этих последних	1	1
73	можно понимать как	1	1
