N	2gram	Losev_Vlad_1	Psycholo
1	в том	11	37
2	и в	31	32
3	и что	6	22
4	то есть	3	21
5	том что	14	21
6	потому что	11	21
7	таким образом	3	21
8	то что	18	21
9	что в	14	20
10	может быть	6	18
11	так же	1	18
12	точки зрения	2	17
13	что и	5	17
14	не может	6	17
15	самом деле	1	16
16	что она	2	16
17	того чтобы	2	14
18	то же	6	13
19	в этом	14	13
20	при этом	2	13
21	для того	2	13
22	что он	12	13
23	в самом	2	12
24	заключается в	1	12
25	не только	24	12
26	с и	2	12
27	так как	8	12
28	на то	5	11
29	было бы	2	11
30	с тем	2	11
31	и т	2	10
32	когда он	5	10
33	но и	19	10
34	как и	4	10
35	и не	17	10
36	как в	3	9
37	никогда не	9	9
38	искусства и	1	9
39	тем что	2	9
40	что все	2	9
41	в своих	5	9
42	той же	2	8
43	не в	5	8
44	не менее	2	8
45	дело с	1	8
46	того что	2	8
47	поэзии и	1	7
48	что они	3	7
49	и как	4	7
50	говорит что	4	7
51	все эти	3	7
52	ясно что	2	7
53	и его	7	7
54	к тому	3	7
55	только в	9	7
56	мы знаем	2	7
57	что для	4	7
58	а не	1	7
59	сказать что	7	7
60	что если	1	6
61	в этой	4	6
62	он не	10	6
63	если бы	1	6
64	те же	1	6
65	о том	11	6
66	и мы	2	6
67	тот же	3	6
68	и из	3	6
69	же самое	1	6
70	на самом	1	5
71	и на	3	5
72	что его	4	5
73	только на	3	5
74	что у	4	5
75	на все	2	5
76	далеко не	1	5
77	сейчас же	1	5
78	все это	5	5
79	в то	8	5
80	есть только	1	5
81	в ней	1	5
82	и даже	15	5
83	отнюдь не	3	5
84	он говорит	2	5
85	как раз	7	5
86	этом отношении	1	5
87	как на	2	5
88	ту же	1	4
89	едва ли	3	4
90	есть не	1	4
91	мы имеем	1	4
92	столь же	1	4
93	в чем	2	4
94	все же	3	4
95	с той	1	4
96	в произведении	1	4
97	в целом	3	4
98	и те	1	4
99	в нем	4	4
100	одной и	1	4
101	и по	8	4
102	и с	14	4
103	и тем	1	4
104	в жизни	3	4
105	несмотря на	4	4
106	в данном	1	4
107	знаем что	2	4
108	и той	1	4
109	которые в	1	4
110	и более	1	4
111	тому что	1	4
112	но только	3	4
113	ничего не	3	4
114	и до	2	4
115	что на	2	4
116	и для	2	4
117	тем не	2	4
