N	2gram	Voloshinov_1	Myslijsy
1	для нас	2	31
2	и в	16	24
3	в душе	2	23
4	может быть	17	23
5	в сознании	1	23
6	то что	3	20
7	и не	4	19
8	в том	3	18
9	а не	1	18
10	что в	3	16
11	не только	7	15
12	того же	2	14
13	при этом	6	13
14	было бы	2	13
15	то же	2	12
16	но не	1	12
17	мы можем	9	12
18	не может	8	12
19	мы не	2	11
20	таким образом	9	11
21	вместе с	3	11
22	если бы	1	11
23	что и	2	11
24	что мы	2	11
25	только в	4	11
26	для него	6	10
27	и проч	9	10
28	тогда когда	1	10
29	так как	4	10
30	в сознание	7	10
31	в нем	4	9
32	вовсе не	1	9
33	то и	1	9
34	но и	4	9
35	как бы	5	9
36	и на	4	8
37	в этом	9	8
38	том что	3	8
39	в одно	2	8
40	могут быть	3	8
41	а в	3	8
42	в чем	5	7
43	во всех	3	7
44	с этим	2	7
45	как и	2	7
46	между собою	2	7
47	всяком случае	3	7
48	не могут	2	7
49	быть может	2	7
50	прежде всего	9	7
51	во всяком	3	7
52	что если	1	6
53	и как	3	6
54	в состоянии	1	6
55	и того	1	6
56	одного и	1	6
57	не имеет	1	6
58	связи с	1	6
59	и только	9	6
60	на другие	1	6
61	не можем	2	6
62	в одном	3	6
63	заметить что	1	6
64	с другой	1	6
65	не есть	2	6
66	в свою	1	6
67	только как	3	6
68	по поводу	1	6
69	если б	3	5
70	столь же	1	5
71	что они	1	5
72	все остальные	2	5
73	все же	1	5
74	уже в	1	5
75	не менее	2	5
76	по крайней	3	5
77	с ним	2	5
78	так и	4	5
79	о том	2	5
80	с другими	3	5
81	а потому	4	5
82	крайней мере	3	5
83	тот же	1	5
84	бы ни	1	5
85	от того	1	5
86	в них	2	5
87	для того	1	5
88	что не	2	5
89	и их	4	5
90	только для	5	5
91	же в	1	5
92	нам кажется	2	4
93	в самом	2	4
94	еще не	5	4
95	одним словом	1	4
96	но в	4	4
97	уже не	1	4
98	из этих	2	4
99	как он	1	4
100	главным образом	1	4
101	а вместе	1	4
102	сознание и	5	4
