N	2gram	Trubetskoy_1	Istorich
1	и в	23	25
2	вместе с	6	22
3	что он	7	22
4	может быть	16	17
5	представление о	3	17
6	не только	7	13
7	но и	9	13
8	в его	5	12
9	так как	7	11
10	уже не	1	11
11	и не	8	11
12	в этом	12	10
13	тем что	1	10
14	все же	13	10
15	у народов	1	9
16	и его	1	9
17	его в	5	9
18	в виде	4	9
19	с другой	6	9
20	таким образом	31	9
21	еще не	5	8
22	и на	6	8
23	все эти	19	8
24	что в	8	8
25	на него	2	8
26	связи с	4	8
27	и что	8	8
28	мы видим	1	8
29	мы знаем	10	8
30	с тем	2	8
31	другой стороны	5	8
32	том что	19	8
33	в нем	3	7
34	а затем	2	7
35	как и	9	7
36	мы видели	2	7
37	потому что	9	7
38	о том	7	7
39	то что	18	7
40	только в	6	7
41	с одной	3	7
42	в качестве	1	7
43	при помощи	3	7
44	одной стороны	2	7
45	этом случае	4	7
46	в частности	2	7
47	знаем что	8	6
48	как в	1	6
49	это не	3	6
50	не может	17	6
51	в этих	3	6
52	не в	8	6
53	не совсем	1	6
54	что и	7	6
55	прежде всего	3	6
56	могут быть	1	6
57	в том	30	6
58	например в	1	5
59	ясно что	8	5
60	мы не	1	5
61	в ней	3	5
62	но не	2	5
63	с этим	11	5
64	что это	5	5
65	но все	5	5
66	здесь мы	1	5
67	входит в	1	5
68	видим что	1	5
69	как мы	2	5
70	так же	8	5
71	для нас	3	5
72	же как	3	4
73	и это	3	4
74	то же	4	4
75	мы уже	4	4
76	от этого	1	4
77	в истории	3	4
78	и хотя	1	4
79	в которой	5	4
80	он не	3	4
81	что все	5	4
82	на этой	2	4
83	с другими	1	4
84	и тем	1	4
85	тем не	4	4
86	не менее	7	4
87	того как	1	4
88	совершенно ясно	2	4
89	в дальнейшем	2	4
90	что у	2	4
91	наряду с	1	4
92	с ним	6	4
93	раньше чем	1	4
94	за ним	1	4
95	а именно	1	4
96	все это	11	4
97	в связи	3	4
98	из себя	10	4
99	мы должны	4	4
100	в которых	2	3
101	на себя	1	3
102	то это	1	3
103	что его	4	3
104	только после	1	3
105	если в	1	3
106	и как	1	3
107	его к	1	3
108	в целом	5	3
109	в этой	6	3
110	только один	2	3
111	их в	2	3
112	на этом	2	3
113	в ином	1	3
114	в то	6	3
115	друг друга	2	3
116	но вместе	1	3
117	как человек	1	3
118	для того	8	3
119	что при	6	3
120	того чтобы	8	3
121	в себя	2	3
122	на том	2	3
123	никогда не	4	3
124	и с	5	3
125	и вообще	3	3
126	но мы	1	3
127	к нему	2	3
128	в другой	1	3
129	показывают что	2	3
130	никто не	2	3
131	и из	2	3
132	и пр	1	3
133	и все	7	3
134	в европе	6	3
135	в данном	3	3
136	в более	1	3
137	не знаем	1	3
138	ее и	3	3
139	но когда	1	3
140	а в	3	3
141	в целях	1	3
142	в свою	2	3
143	состоит из	4	3
144	они не	2	3
145	ту же	2	2
146	того же	9	2
147	самом деле	12	2
148	он может	1	2
149	тех же	2	2
150	по которым	1	2
151	одним из	4	2
152	а как	1	2
153	на тех	1	2
154	вопрос о	3	2
155	первобытных народов	1	2
156	мы и	2	2
157	происхождение этого	1	2
158	время в	1	2
159	в различных	1	2
160	во всех	10	2
161	видели что	1	2
162	только тогда	2	2
163	по отношению	9	2
164	очевидно что	3	2
165	перед нами	1	2
166	уже в	1	2
167	еще один	1	2
168	лестницы и	1	2
169	на то	9	2
170	это представление	3	2
171	после этого	1	2
172	том чтобы	2	2
173	друг с	9	2
174	из него	2	2
175	и по	3	2
176	сделать из	1	2
177	это было	1	2
178	и других	2	2
179	о которых	6	2
180	которой он	1	2
181	несмотря на	6	2
182	такой же	2	2
183	их на	1	2
184	точки зрения	13	2
185	в своей	1	2
186	таким же	3	2
187	можно найти	1	2
188	попасть в	1	2
189	на ступени	1	2
190	ее в	1	2
191	оказывается что	5	2
192	от себя	2	2
193	выше мы	4	2
194	что этот	1	2
195	даже в	3	2
196	а на	1	2
197	она не	2	2
198	тогда когда	3	2
199	что представление	2	2
200	одна из	2	2
201	представление об	4	2
202	не потому	2	2
203	с другом	9	2
204	должен быть	1	2
205	данном случае	3	2
206	так в	1	2
207	роль в	1	2
208	и сам	2	2
209	на нее	2	2
210	что от	1	2
211	если бы	8	2
212	ничего не	1	2
213	находится в	1	2
214	язык и	1	2
215	образом в	3	2
216	все его	2	2
217	образом мы	1	2
218	от них	1	2
219	ним и	1	2
220	того что	6	2
221	но так	2	2
222	на которой	1	2
223	во всем	3	2
224	то в	2	2
225	этих народов	4	2
