N	4gram	Propp_Russ_2	Istorich
1	но вместе с тем	2	3
2	мы не будем здесь	2	2
3	так же как и	2	2
4	это делается для того	1	1
5	сюда же можно отнести	1	1
6	делается для того чтобы	1	1
7	о чем речь будет	1	1
8	состоит в том что	13	1
9	в свете приведенных материалов	1	1
10	мы видели что в	1	1
11	представлений о том что	1	1
12	все это показывает что	3	1
13	чем речь будет ниже	1	1
14	выше мы указывали что	1	1
15	выше мы видели что	1	1
16	в то время как	1	1
17	и т д с	1	1
18	во всех этих случаях	1	1
19	это не совсем ясно	1	1
