N	2gram	Trubetskoy_1	FransuaR
1	и в	26	40
2	то есть	4	18
3	и его	1	17
4	прежде всего	2	16
5	в этом	15	15
6	мы уже	1	13
7	не только	10	13
8	в его	5	13
9	и не	8	13
10	что в	9	12
11	как и	1	11
12	но и	9	11
13	таким образом	22	10
14	в сущности	1	9
15	он не	4	9
16	в них	2	9
17	может быть	10	9
18	и все	2	9
19	и до	1	8
20	той же	1	8
21	и на	2	8
22	отношение к	5	8
23	все эти	6	8
24	и с	10	8
25	во время	4	8
26	в эпоху	7	8
27	в том	11	8
28	у него	1	8
29	но в	7	8
30	то же	4	7
31	в своем	3	7
32	культуры и	3	7
33	в виду	2	7
34	в ту	1	7
35	до нас	1	7
36	в одном	3	7
37	во всех	2	6
38	в самом	4	6
39	в этих	4	6
40	в то	4	6
41	же время	2	6
42	связи с	9	6
43	связь с	2	6
44	и других	1	6
45	в той	1	6
46	в своей	1	6
47	к этому	3	6
48	в нем	4	5
49	со всеми	2	5
50	так сказать	1	5
51	вернемся к	1	5
52	и для	5	5
53	те же	2	5
54	мы видим	1	5
55	для него	3	5
56	то что	7	5
57	не было	2	5
58	а не	5	5
59	в связи	3	5
60	как раз	1	5
61	в своих	1	5
62	смысле слова	1	4
63	жизни и	2	4
64	из всех	3	4
65	в ней	1	4
66	в нашем	1	4
67	с народной	1	4
68	в мире	5	4
69	было бы	1	4
70	ни в	1	4
71	том что	7	4
72	в эту	2	4
73	в их	1	4
74	даже в	1	4
75	того чтобы	5	4
76	в следующий	1	4
77	в области	9	4
78	у нас	1	4
79	о том	6	4
80	и о	3	4
81	роль в	1	4
82	особенно в	2	4
83	и здесь	2	4
84	а также	2	4
85	и во	1	4
86	один из	2	4
87	только на	1	4
88	из них	7	4
89	так как	9	4
90	и даже	3	4
91	до сих	5	4
92	и потому	6	4
93	в данном	1	4
94	сих пор	5	4
95	все это	6	4
96	самом деле	1	3
97	и есть	1	3
98	только для	2	3
99	с его	2	3
100	по отношению	1	3
101	отличие от	1	3
102	в этой	4	3
103	кроме того	1	3
104	и как	3	3
105	и наконец	2	3
106	и к	5	3
107	в себе	6	3
108	связанные с	7	3
109	при этом	3	3
110	всех этих	1	3
111	но именно	1	3
112	мы видели	2	3
113	в отличие	1	3
114	их в	1	3
115	для этого	2	3
116	вплоть до	2	3
117	дело не	1	3
118	уже говорили	1	3
119	начиная с	2	3
120	но все	7	3
121	здесь не	1	3
122	в ее	1	3
123	если бы	3	3
124	другими словами	1	3
125	в значительной	3	3
126	народная культура	2	3
127	связь между	1	3
128	между тем	2	3
129	что и	6	3
130	во всей	1	3
131	и следовательно	1	3
132	еще не	2	3
133	только в	4	3
134	так и	6	3
135	в начале	2	3
136	одно из	2	3
137	не так	1	3
138	в конце	6	3
139	тем что	1	3
140	характерны для	1	3
141	в других	3	3
142	для того	5	3
143	связан с	2	3
144	и прежде	1	3
145	сказать что	2	3
146	там где	1	3
147	жизнь в	1	3
148	не может	4	3
149	вместе с	15	3
150	как в	1	3
151	как бы	12	3
152	и смерти	1	3
153	и от	4	3
154	но это	1	3
155	а в	4	3
156	к этой	1	3
157	они не	1	3
158	том числе	5	3
159	как известно	1	2
160	одним из	2	2
161	связана с	2	2
162	того же	6	2
163	это и	1	2
164	тем же	1	2
165	и этот	1	2
166	от старого	1	2
167	мы не	1	2
168	хотя бы	3	2
169	на них	1	2
170	быть в	1	2
171	не был	1	2
172	но не	8	2
173	думать что	1	2
174	в течение	4	2
175	что он	4	2
176	все же	6	2
177	его к	1	2
178	в этот	1	2
179	в которой	3	2
180	он в	2	2
181	из этих	10	2
182	и если	3	2
183	к тем	1	2
184	на его	1	2
185	не к	2	2
186	в корне	1	2
187	свидетельствует о	2	2
188	на этом	1	2
189	лишь в	5	2
190	далеко не	4	2
191	точки зрения	13	2
192	в котором	4	2
193	представление о	6	2
194	жизни с	1	2
195	одном из	1	2
196	том же	1	2
197	этот мир	1	2
198	не менее	3	2
199	как о	3	2
200	связан и	2	2
201	этом отношении	2	2
202	и далее	1	2
203	числе и	4	2
204	должны быть	1	2
205	той или	2	2
206	и это	2	2
207	данном случае	1	2
208	следовательно и	1	2
209	одного из	1	2
210	по сравнению	2	2
211	не исчерпывается	2	2
212	можно сказать	3	2
213	в разных	2	2
214	образом в	5	2
215	с того	2	2
216	с другой	8	2
217	это не	1	2
218	к нему	7	2
219	как нечто	1	2
220	и так	1	2
221	следующий период	2	2
222	и ее	1	2
223	больше чем	2	2
224	конечно не	2	2
225	и у	8	2
226	уже в	2	2
227	в нашей	1	2
228	мы знаем	1	2
229	не были	1	2
230	со всем	1	2
231	или иной	2	2
232	именно в	2	2
233	еще и	1	2
234	о чем	1	2
235	с помощью	1	2
236	с этим	1	2
237	этой эпохи	4	2
238	к жизни	5	2
