N	2gram	Tiupa_Lite_2	Dialekti
1	и не	11	27
2	а не	20	26
3	точки зрения	4	25
4	и т	2	24
5	и в	19	24
6	не только	8	23
7	не может	9	19
8	не просто	1	18
9	ничего не	3	17
10	и что	2	15
11	с точки	3	14
12	то что	7	14
13	в таком	1	14
14	таким образом	1	13
15	что он	3	13
16	вовсе не	2	13
17	может быть	17	13
18	и даже	8	13
19	что это	1	12
20	того что	5	12
21	есть и	1	12
22	не менее	6	11
23	не имеет	1	11
24	что же	1	11
25	в сущности	3	10
26	отнюдь не	4	10
27	тем не	2	10
28	только не	1	10
29	есть не	1	9
30	но и	10	9
31	нет ничего	1	9
32	в этом	9	8
33	и как	3	8
34	так что	4	8
35	прежде всего	4	8
36	что мы	1	8
37	том что	7	8
38	это и	1	7
39	в самом	1	7
40	как и	10	7
41	никогда не	3	7
42	как раз	2	7
43	потому что	2	7
44	в виду	2	7
45	только на	1	7
46	даже и	2	7
47	в особенности	1	7
48	и нет	2	7
49	что в	4	7
50	самом деле	1	6
51	должна быть	1	6
52	я не	5	6
53	то же	12	6
54	и с	3	6
55	вещей и	1	6
56	что и	2	6
57	и только	2	6
58	о том	2	6
59	и жизни	3	6
60	так как	3	6
61	и все	1	6
62	от всего	1	6
63	и к	2	5
64	он не	5	5
65	по крайней	2	5
66	одно и	2	5
67	так и	7	5
68	было бы	2	5
69	в них	2	5
70	мы не	4	5
71	в том	10	5
72	в то	9	5
73	и притом	1	5
74	и его	3	5
75	уже не	2	5
76	одно из	2	5
77	крайней мере	2	5
78	как же	1	5
79	что не	2	5
80	как это	2	5
81	с этой	2	5
82	но это	3	5
83	личности и	1	5
84	только как	1	5
85	жизни и	4	5
86	как на	3	5
87	и то	3	4
88	мы и	1	4
89	в чем	1	4
90	нет и	1	4
91	в истории	2	4
92	я должен	1	4
93	подобно тому	2	4
94	это не	1	4
95	от себя	1	4
96	тому что	1	4
97	что есть	1	4
98	но только	2	4
99	не могут	1	4
100	жизнь и	1	4
101	к тому	1	4
102	с другой	8	4
103	для него	4	4
104	только ты	1	4
105	или иной	1	4
106	говорит о	1	4
107	у нас	5	4
108	так же	1	4
109	тому как	2	4
110	при всем	2	4
111	хотя бы	2	4
112	себя как	2	3
113	той же	2	3
114	но даже	1	3
115	и на	6	3
116	за пределы	1	3
117	и я	1	3
118	границы и	1	3
119	в своем	1	3
120	все же	2	3
121	все эти	1	3
122	на то	1	3
123	в нем	3	3
124	он должен	1	3
125	он есть	1	3
126	он и	2	3
127	и без	2	3
128	не в	4	3
129	особого рода	1	3
130	того кто	1	3
131	из которых	2	3
132	тем самым	3	3
133	одна из	5	3
134	в основе	2	3
135	на себя	2	3
136	же время	9	3
137	во всем	1	3
138	а мы	1	3
139	можно и	1	3
140	и о	1	3
141	как таковую	1	3
142	быть может	3	3
143	движения и	1	3
144	не надо	2	3
145	все время	1	3
146	с одной	7	3
147	есть в	1	3
148	то и	3	3
149	из них	2	3
150	мир в	1	3
151	друг друга	2	3
152	тем что	4	3
153	для того	2	3
154	и прежде	1	3
155	не было	2	3
156	одной стороны	6	3
157	а если	2	3
158	как бы	2	3
159	сравнении с	2	3
160	на свете	2	3
161	и от	1	3
162	в христианстве	1	3
163	мира и	1	3
164	ни к	1	3
165	не знает	2	3
166	в сравнении	2	3
167	я вижу	2	3
168	также не	1	3
169	все что	2	3
170	в слове	1	3
171	я и	4	2
172	же как	2	2
173	в частности	4	2
174	от самого	1	2
175	в первом	1	2
176	исходит из	1	2
177	прошлое и	1	2
178	его не	1	2
179	из того	2	2
180	сущности своей	1	2
181	и он	3	2
182	в ней	4	2
183	еще не	2	2
184	бы то	1	2
185	но не	5	2
186	и всякой	1	2
187	и где	1	2
188	сознания в	3	2
189	но в	2	2
190	то в	2	2
191	ни один	1	2
192	от бога	1	2
193	в себе	6	2
194	при этом	6	2
195	сами эти	1	2
196	перестает быть	3	2
197	и вот	1	2
198	и по	1	2
199	на этом	2	2
200	она и	1	2
201	все равно	2	2
202	мира где	1	2
203	жизнь не	1	2
204	от своего	1	2
205	в их	3	2
206	от его	1	2
207	их в	1	2
208	что этот	1	2
209	но они	1	2
210	явления как	1	2
211	а для	1	2
212	того и	1	2
213	только и	1	2
214	же он	1	2
215	как я	3	2
216	не вполне	2	2
217	личности в	3	2
218	уже о	2	2
219	могут быть	2	2
220	той или	1	2
221	все еще	2	2
222	для себя	2	2
223	как мы	1	2
224	более не	1	2
225	говоря уже	2	2
226	так в	5	2
227	и когда	1	2
228	то как	2	2
229	на что	1	2
230	для этого	2	2
231	никак не	1	2
232	грань между	1	2
233	в его	4	2
234	же можно	1	2
235	тех пор	1	2
236	повествование о	1	2
237	но то	1	2
238	со всеми	1	2
239	себя в	6	2
240	не можем	1	2
241	же от	1	2
242	же в	2	2
243	руки и	1	2
244	ведь это	2	2
245	чтобы она	1	2
246	бытия и	1	2
247	у него	2	2
248	он один	1	2
249	со стороны	3	2
250	именно в	1	2
251	а именно	3	2
252	еще и	1	2
253	души и	1	2
254	себя и	2	2
255	однако не	1	2
256	но как	2	2
257	исходит от	1	2
258	и потому	1	2
259	мы говорим	1	2
260	пространства и	1	2
261	или нет?	1	2
262	в данном	3	2
263	с тех	1	2
264	по которому	1	2
265	по существу	3	2
266	быть не	2	2
267	в смысле	1	2
268	тех или	1	2
269	и для	3	2
270	для нас	2	2
271	бы в	1	2
272	а в	3	2
273	не говоря	2	2
274	другой стороны	4	2
275	о себе	3	2
276	от поэзии	1	2
277	из этого	1	2
278	к этой	2	2
279	а я	1	2
280	ее в	1	2
281	в своих	2	2
282	они не	1	2
283	который не	1	2
284	этой точки	1	2
285	даже более	1	1
286	ту же	2	1
287	речь идет	3	1
288	отношения к	1	1
289	в сфере	4	1
290	зависимость от	2	1
291	начинается с	1	1
292	этом отношении	3	1
293	на самом	1	1
294	и социализме	1	1
295	но тем	4	1
296	идет о	3	1
297	по которым	1	1
298	по преимуществу	2	1
299	едва ли	4	1
300	и за	2	1
301	и души	1	1
302	и само	1	1
303	и себя	1	1
304	на первом	2	1
305	что уже	1	1
306	на место	1	1
307	модус сознания	1	1
308	вас не	1	1
309	на свою	3	1
310	личности с	1	1
311	думаю что	1	1
312	понятия в	1	1
313	и этого	1	1
314	же мере	1	1
315	истории в	1	1
316	во всех	3	1
317	сказать и	1	1
318	для жизни	1	1
319	конечном счете	5	1
320	есть по	2	1
321	тогда как	9	1
322	себе и	3	1
323	и будет	1	1
324	свободы и	1	1
325	из таких	1	1
326	с какой	1	1
327	это мир	1	1
328	стороны и	1	1
329	как к	3	1
330	себе ни	1	1
331	о жизни	1	1
332	кто не	1	1
333	и наконец	2	1
334	это тоже	1	1
335	себе не	2	1
336	от этого	1	1
337	в этот	1	1
338	со своей	2	1
339	во многих	1	1
340	право на	3	1
341	если есть	1	1
342	корнями в	1	1
343	слово это	1	1
344	одно что	1	1
345	всех этих	1	1
346	же это	1	1
347	не к	2	1
348	христианство и	1	1
349	как от	1	1
350	что ни	1	1
351	словами быть	1	1
352	или иных	1	1
353	там ни	1	1
354	это начало	1	1
355	то ни	1	1
356	пока мы	1	1
357	им как	1	1
358	в мире	9	1
359	вижу я	1	1
360	в глубине	1	1
361	его в	1	1
362	единственное и	1	1
363	мире как	1	1
364	в него	2	1
365	всю свою	1	1
366	нет в	2	1
367	далеко не	1	1
368	мы имеем	1	1
369	не всегда	1	1
370	которой он	1	1
371	между собою	1	1
372	эпохи с	1	1
373	такой же	3	1
374	менее чем	1	1
375	с нашим	1	1
376	есть свобода	1	1
377	в отношении	1	1
378	смерть как	1	1
379	в такой	2	1
380	место в	1	1
381	оказывается что	1	1
382	не от	1	1
383	по своей	1	1
384	свое существование	2	1
385	основана на	1	1
386	одном из	2	1
387	с историческим	1	1
388	но он	1	1
389	вот уже	1	1
390	что было	2	1
391	не его	1	1
392	на христианство	1	1
393	свобода и	1	1
394	отличии от	1	1
395	даже в	4	1
396	в историческом	1	1
397	хорошо в	1	1
398	то с	2	1
399	вплоть до	3	1
400	этого откровения	1	1
401	только здесь	1	1
402	того как	1	1
403	что ему	1	1
404	я буду	1	1
405	свобода есть	1	1
406	для кого	2	1
407	казалось бы	1	1
408	всякой иной	1	1
409	имеем дело	1	1
410	этих двух	1	1
411	такая же	1	1
412	связи с	1	1
413	для другого	1	1
414	что на	1	1
415	за ними	1	1
416	на веру	1	1
417	перед ним	2	1
418	бытия не	2	1
419	которых он	1	1
420	все то	1	1
421	это конечно	1	1
422	же самое	1	1
423	всего в	1	1
424	в своего	1	1
425	тех кто	4	1
426	как для	1	1
427	в каждой	2	1
428	существования но	1	1
429	с ее	2	1
430	на нем	1	1
431	вечности и	1	1
432	сама природа	1	1
433	не могу	2	1
434	в ее	2	1
435	данном случае	3	1
436	ему быть	1	1
437	и говорит	1	1
438	только то	1	1
439	в себя	3	1
440	и сам	2	1
441	не с	3	1
442	мог бы	1	1
443	и глубоким	1	1
444	остается только	1	1
445	с этого	1	1
446	не будучи	1	1
447	в словах	1	1
448	с ним	2	1
449	трактуется как	1	1
450	одно чтобы	1	1
451	и вещи	1	1
452	быть ни	1	1
453	то есть	5	1
454	вот почему	1	1
455	и личность	1	1
456	все прочие	1	1
457	можно сказать	1	1
458	в конечном	5	1
459	все на	1	1
460	и хорошо	1	1
461	а потому	2	1
462	отличалась от	1	1
463	не более	2	1
464	наконец в	2	1
465	он был	1	1
466	еще только	1	1
467	но тут	1	1
468	и мыслить	1	1
469	но с	3	1
470	его собственная	1	1
471	что только	1	1
472	здесь не	1	1
473	тот же	2	1
474	одной из	2	1
475	то он	1	1
476	все той	1	1
477	в обществе	1	1
478	потребности и	1	1
479	или сам	1	1
480	в качестве	5	1
481	каждый из	4	1
482	вопроса о	1	1
483	а то	1	1
484	я люблю	1	1
485	был бы	2	1
486	не так	2	1
487	тогда он	1	1
488	мы находим	1	1
489	в одном	2	1
490	при всей	2	1
491	в других	1	1
492	не видя	1	1
493	и свои	1	1
494	деле есть	1	1
495	к которому	1	1
496	нами не	1	1
497	но лишь	3	1
498	стремится к	1	1
499	выше и	2	1
500	а так	1	1
501	оно оказывается	1	1
502	мира в	2	1
503	не видит	2	1
504	живой и	1	1
505	вместе с	5	1
506	поскольку речь	2	1
507	характера и	1	1
508	другого я	1	1
509	утверждая что	1	1
510	я с	1	1
511	мыслится как	3	1
512	в это	1	1
513	слова и	7	1
514	в культуре	3	1
515	а был	1	1
516	силу и	1	1
517	о мире	1	1
518	мы есть	1	1
519	не мог	1	1
520	процесса в	1	1
521	живет и	1	1
522	в результате	2	1
523	которая в	1	1
524	здесь я	1	1
525	от него	1	1
526	в этих	1	1
527	но зато	1	1
528	ни было	2	1
529	к ее	1	1
530	нам не	1	1
531	мыслит себя	1	1
532	в психологии	1	1
533	и судьба	2	1
534	сознания на	2	1
535	своего предмета	1	1
536	сила и	2	1
537	что способно	1	1
538	я здесь	1	1
539	то оно	1	1
540	и эта	1	1
541	у людей	1	1
