N	3gram	Bakhtin_sl_1	Istorich
1	и т д	5	24
2	до сих пор	2	5
3	с другой стороны	4	4
4	не может быть	1	4
5	в этом случае	2	3
6	в данном случае	3	3
7	как мы видели	1	3
8	о том что	1	2
9	мы имеем в	1	2
10	не только в	2	2
11	на задний план	1	2
12	так и в	3	2
13	в другом случае	2	2
14	тем не менее	1	2
15	не только по	1	1
16	там где нет	1	1
17	здесь перед нами	1	1
18	в нем самом	1	1
19	но и по	1	1
20	и не может	2	1
21	и заставляет их	1	1
22	в зависимости от	3	1
23	но и в	1	1
24	одновременно и в	2	1
25	может быть только	2	1
26	может быть и	1	1
27	не могло быть	1	1
28	то время как	2	1
29	если бы мы	1	1
30	в меньшей степени	1	1
31	могут быть привлечены	1	1
32	и то же	2	1
33	только в одном	1	1
34	в виду не	1	1
35	не могут быть	2	1
36	во всех этих	1	1
37	свою связь с	1	1
38	одни и те	1	1
39	одно и то	2	1
40	при этом превращается	1	1
41	и в особенности	4	1
42	заставляет их служить	1	1
43	в широком смысле	2	1
44	поэтического творчества а	1	1
45	в то время	2	1
46	у него есть	1	1
47	в других случаях	2	1
48	и те же	1	1
49	можно сказать что	1	1
50	он может быть	1	1
51	как мы видим	1	1
52	за тридевять земель	1	1
53	в большинстве случаев	6	1
54	к тому что	2	1
55	мы видим что	1	1
56	в узком смысле	10	1
57	не было никакого	1	1
58	как и в	1	1
