N	3gram	Losev_Prob_3	Mirosoze
1	не может быть	5	17
2	не было бы	3	5
3	а не в	1	4
4	но и в	2	4
5	и в этой	1	4
6	это и есть	1	4
7	с тем что	1	3
8	это значит что	2	3
9	до сих пор	2	2
10	что он не	1	2
11	но он не	1	2
12	в том смысле	3	2
13	то время как	4	2
14	не только в	2	2
15	в конце концов	3	2
16	как будто бы	3	2
17	это не значит	1	2
18	в нем не	1	2
19	в то время	4	2
20	тем что он	1	2
21	для того чтобы	1	2
22	он не только	1	2
23	бросается в глаза	1	1
24	что иное как	4	1
25	потому что он	4	1
26	и есть то	1	1
27	если нет ничего	1	1
28	есть также и	2	1
29	в ней нет	1	1
30	и есть настоящее	1	1
31	с чем не	1	1
32	а вовсе не	2	1
33	новых и новых	1	1
34	но оно не	1	1
35	в самом деле	1	1
36	и не было	1	1
37	и действительно в	1	1
38	точку зрения и	1	1
39	в отличие от	2	1
40	и когда мы	1	1
41	не имеет самостоятельного	1	1
42	но это не	1	1
43	вовсе не так	1	1
44	есть то что	1	1
45	может быть и	3	1
46	мы говорим что	1	1
47	только и состоит	1	1
48	имел в виду	1	1
49	до конца и	1	1
50	ни к какому	2	1
51	и по сравнению	1	1
52	когда мы читаем	1	1
53	так как они	1	1
54	быть и речи	1	1
55	по сравнению с	2	1
56	во всех этих	1	1
57	чем он сам	1	1
58	друг к другу	1	1
59	во всяком случае	6	1
60	когда мы говорим	3	1
61	что они не	1	1
62	но также и	2	1
63	от того что	1	1
64	том смысле что	3	1
65	потому и есть	1	1
66	нет ничего кроме	1	1
67	даже и в	2	1
68	смысле слова это	1	1
69	и никогда не	1	1
70	что и в	3	1
71	ни с чем	1	1
72	потому что мы	1	1
73	есть уже не	1	1
74	порождает из себя	1	1
75	о том что	3	1
76	истории в которой	1	1
77	есть прежде всего	1	1
78	и во всем	1	1
79	не значит что	2	1
80	не что иное	4	1
81	можно было бы	3	1
82	не остается на	1	1
83	в том что	9	1
84	но и с	1	1
85	не так как	1	1
