N	2gram	Losev_Prob_5	VrazhdaK
1	в году	5	18
2	не только	18	9
3	в этом	17	8
4	и в	30	8
5	и что	6	8
6	но и	13	7
7	и все	9	7
8	то что	18	7
9	что в	5	7
10	все же	9	6
11	но в	9	6
12	в нем	6	6
13	как и	7	6
14	в котором	2	6
15	и с	5	6
16	в начале	3	6
17	и даже	14	6
18	в романе	1	6
19	то же	2	5
20	об этом	4	5
21	в то	4	5
22	же время	1	5
23	между тем	2	5
24	у него	11	5
25	не было	1	5
26	и не	12	5
27	г а	1	5
28	в ней	3	4
29	что он	7	4
30	при этом	4	4
31	это не	2	4
32	несмотря на	6	4
33	все это	1	4
34	в виду	3	4
35	с ним	3	4
36	о том	12	4
37	для нас	10	4
38	уже в	2	4
39	может быть	7	4
40	как бы	6	4
41	в своих	1	4
42	так же	5	4
43	я не	2	3
44	он был	2	3
45	в чем	2	3
46	с его	1	3
47	к творчеству	1	3
48	в своем	11	3
49	и как	6	3
50	в этот	1	3
51	раз в	2	3
52	на то	2	3
53	его в	6	3
54	он не	3	3
55	далеко не	4	3
56	том что	17	3
57	но он	5	3
58	в русской	3	3
59	и его	6	3
60	связи с	7	3
61	и о	5	3
62	что у	5	3
63	русской литературе	3	3
64	в его	12	3
65	в том	12	3
66	и у	5	3
67	в конце	8	3
68	тем что	2	3
69	в связи	7	3
70	в те	2	3
71	о себе	2	3
72	наряду с	2	3
73	считал что	1	3
74	к этому	2	3
75	отношения к	1	2
76	и то	5	2
77	на место	1	2
78	и он	4	2
79	он сам	3	2
80	он пишет	2	2
81	отнюдь не	4	2
82	его на	2	2
83	при создании	1	2
84	в этой	10	2
85	в себе	4	2
86	после этого	1	2
87	в нашей	2	2
88	их в	1	2
89	таким образом	13	2
90	об этой	1	2
91	на кавказ	2	2
92	в них	2	2
93	а с	4	2
94	не мог	4	2
95	на первый	1	2
96	точки зрения	10	2
97	в своей	22	2
98	и ее	1	2
99	с точки	8	2
100	не менее	5	2
101	никогда не	7	2
102	к себе	1	2
103	его с	1	2
104	на это	1	2
105	и это	1	2
106	же не	4	2
107	на основе	1	2
108	еще не	3	2
109	а также	3	2
110	этот момент	1	2
111	тем более	1	2
112	по мнению	2	2
113	об их	1	2
114	уже не	6	2
115	при помощи	6	2
116	из них	2	2
117	отношение к	2	2
118	к ним	1	2
119	как раз	5	2
120	и стал	1	2
121	о чем	1	2
122	не может	5	2
123	вместе с	7	2
124	и а	1	2
125	в него	1	2
126	в это	2	2
127	но это	1	2
128	что я	1	2
129	же в	3	2
130	а в	6	2
131	в период	4	2
132	в свою	2	2
133	это в	1	2
134	к людям	4	1
135	также и	12	1
136	человека и	4	1
137	того же	4	1
138	свидетельствует что	1	1
139	находил в	1	1
140	которые до	1	1
141	к своей	1	1
142	это и	1	1
143	и есть	1	1
144	ему что	1	1
145	свое место	1	1
146	едва ли	4	1
147	уже по	1	1
148	в их	1	1
149	по его	2	1
150	из всех	2	1
151	вы не	1	1
152	преступления и	2	1
153	пока только	1	1
154	о помощи	1	1
155	еще до	2	1
156	равно как	2	1
157	намеком на	1	1
158	в составе	1	1
159	ему в	1	1
160	разобраться в	1	1
161	и был	2	1
162	это время	2	1
163	меня в	1	1
164	а другие	1	1
165	как ему	1	1
166	а еще	1	1
167	ту эпоху	1	1
168	за него	2	1
169	и всего	1	1
170	совсем не	3	1
171	но не	7	1
172	заметим что	1	1
173	не все	2	1
174	если в	1	1
175	тут же	6	1
176	что они	3	1
177	и чувств	1	1
178	первый взгляд	1	1
179	как в	2	1
180	с этим	1	1
181	только об	1	1
182	для всех	1	1
183	что ее	1	1
184	и наконец	1	1
185	себе на	1	1
186	эту проблему	1	1
187	то в	1	1
188	художник а	1	1
189	поэтому он	1	1
190	в самом	5	1
191	что это	1	1
192	не был	1	1
193	за это	5	1
194	из разных	1	1
195	рассказ о	1	1
196	тому же	1	1
197	это такая	1	1
198	да и	2	1
199	от которого	1	1
200	в первой	2	1
201	критику в	1	1
202	при виде	1	1
203	всех этих	1	1
204	же это	1	1
205	чем у	1	1
206	ведь не	1	1
207	в силу	5	1
208	сердце и	1	1
209	свои собственные	1	1
210	из него	1	1
211	этой поэмы	2	1
212	что ни	1	1
213	никому не	1	1
214	людей и	13	1
215	однако в	3	1
216	это конечно	2	1
217	не будет	2	1
218	из-за этого	1	1
219	их и	1	1
220	говорить не	1	1
221	дома и	1	1
222	было бы	4	1
223	задолго до	1	1
224	не ясно	1	1
225	в польше	1	1
226	не всегда	3	1
227	он и	5	1
228	восходят к	1	1
229	такой же	1	1
230	но я	1	1
231	и их	5	1
232	можно найти	6	1
233	всяком случае	2	1
234	вторая часть	2	1
235	представление о	2	1
236	он принимает	1	1
237	были известны	1	1
238	далее в	1	1
239	своего рода	1	1
240	в буре	1	1
241	сам же	3	1
242	в поэме	2	1
243	тем не	5	1
244	доказывает что	2	1
245	по крайней	4	1
246	без всяких	1	1
247	не могли	1	1
248	что этот	5	1
249	возвращается к	1	1
250	раз и	2	1
251	вплоть до	1	1
252	гордого и	3	1
253	тем самым	1	1
254	что эта	1	1
255	человека но	2	1
256	не имеет	1	1
257	правда в	1	1
258	было не	1	1
259	как о	4	1
260	героев и	1	1
261	все свои	1	1
262	ничего не	2	1
263	того как	5	1
264	он хочет	2	1
265	по своей	2	1
266	ему и	1	1
267	потому что	13	1
268	до того	1	1
269	этом отношении	1	1
270	не знали	1	1
271	этот факт	1	1
272	в мировой	1	1
273	смотреть в	1	1
274	в духе	3	1
275	могут быть	1	1
276	ли не	2	1
277	за что	4	1
278	ничего общего	1	1
279	правда не	1	1
280	с ее	1	1
281	и образ	1	1
282	в ее	3	1
283	куда вы	1	1
