N	2gram	Tiupa_Anal_3	Hudozhes
1	в мире	5	23
2	в качестве	12	19
3	то есть	10	18
4	состоит в	4	16
5	и не	12	16
6	не только	22	15
7	и в	18	15
8	в том	9	15
9	модуса художественности	3	13
10	тогда как	20	13
11	может быть	9	13
12	в частности	12	13
13	при этом	11	12
14	и его	13	12
15	а в	10	12
16	но не	7	11
17	в этом	14	11
18	в себе	2	11
19	художественного текста	1	11
20	я в	5	11
21	эстетического отношения	3	11
22	то же	3	10
23	по отношению	7	10
24	эстетическое отношение	1	10
25	представляет собой	5	10
26	как бы	10	10
27	так и	14	10
28	а не	9	10
29	отношению к	7	10
30	но и	13	10
31	такого рода	5	9
32	точки зрения	3	9
33	в его	7	9
34	в рамках	3	8
35	своего рода	8	8
36	сводится к	2	8
37	произведение искусства	4	8
38	в миропорядке	8	8
39	себя в	4	8
40	бытия я	1	8
41	его внешней	2	8
42	присутствия в	1	8
43	я и	3	7
44	отличие от	2	7
45	но в	2	7
46	в принципе	2	7
47	в отличие	2	7
48	в то	3	7
49	эмоциональной рефлексии	1	7
50	или иной	5	7
51	с другой	7	7
52	в искусстве	2	7
53	с его	8	6
54	отношение к	1	6
55	модус художественности	2	6
56	объектной организации	1	6
57	художественного письма	1	6
58	том что	12	6
59	не в	6	6
60	в основе	1	6
61	же время	3	6
62	по своей	2	6
63	в ее	3	6
64	приводит к	4	6
65	в состав	1	6
66	не сводится	1	6
67	в тексте	9	6
68	не может	2	6
69	что в	9	6
70	в их	6	5
71	в самом	5	5
72	то что	2	5
73	художественной реальности	3	5
74	не предполагает	2	5
75	тем самым	4	5
76	коммуникативного события	11	5
77	могут быть	2	5
78	той или	3	5
79	с ее	3	5
80	по сути	2	5
81	картина мира	4	5
82	можно сказать	4	5
83	а также	2	5
84	того что	1	5
85	и одновременно	1	5
86	только в	2	5
87	внешней заданности	2	5
88	уже не	5	5
89	и т.п	5	5
90	между ними	1	5
91	другой стороны	5	5
92	я с	2	5
93	художественности в	2	5
94	в нем	2	5
95	присутствия я	3	5
96	героя и	4	5
97	отношения к	2	4
98	мы имеем	5	4
99	место в	1	4
100	высказывания в	1	4
101	говорить о	3	4
102	данности бытия	1	4
103	еще не	6	4
104	внутреннего я	1	4
105	как к	2	4
106	кто говорит	2	4
107	хотя и	2	4
108	и как	4	4
109	роли в	3	4
110	он не	6	4
