N	3gram	Propp_Isto_6	Problemy
1	по отношению к	2	6
2	мы уже говорили	1	5
3	во всяком случае	2	4
4	друг с другом	1	4
5	одно и то	1	3
6	и то же	1	3
7	с другой стороны	8	3
8	не может быть	3	3
9	смысле этого слова	1	2
10	и не может	1	2
11	друг на друга	1	2
12	к тому чтобы	1	2
13	можно было бы	2	2
14	так и в	1	2
15	подобно тому как	1	2
16	но все же	2	2
17	в том что	5	2
18	увидим что это	1	1
19	с ними и	1	1
20	еще далеко не	1	1
21	но кто же	1	1
22	чтобы все его	1	1
23	ее но и	1	1
24	и в особенности	1	1
25	том что он	1	1
26	того или другого	1	1
27	здесь еще нет	2	1
28	в этом случае	6	1
29	как бы с	1	1
30	знает что он	1	1
31	до сих пор	4	1
32	тому как он	1	1
33	вместе с тем	3	1
34	что в нем	2	1
35	но и эта	1	1
36	не может но	1	1
37	со всех сторон	1	1
38	здесь еще не	1	1
39	и то что	1	1
40	о том как	3	1
41	то время как	3	1
42	мы наблюдали раньше	1	1
43	в данном случае	3	1
44	как бы два	1	1
45	все больше и	2	1
46	всяком случае не	1	1
47	в этом направлении	1	1
48	на третий день	1	1
49	мы сейчас увидим	1	1
50	и в том	1	1
51	мы видели что	3	1
52	в свое время	1	1
53	как будто что-то	1	1
54	по ту сторону	1	1
55	в то время	3	1
56	есть еще одна	1	1
57	это еще не	2	1
58	между этими двумя	1	1
59	как и в	2	1
60	всяком случае в	1	1
61	и вместе с	1	1
62	о том что	4	1
63	есть своего рода	1	1
64	как нам кажется	1	1
65	и что из	1	1
66	можно сказать что	1	1
67	тем не менее	1	1
68	как бы в	1	1
69	больше и больше	2	1
70	а в виде	1	1
71	как мы видели	2	1
72	для того чтобы	1	1
73	в них не	1	1
74	лицом к лицу	1	1
75	и как будто	1	1
76	что и в	2	1
