N	2gram	Medvedev_F_3	Problemy
1	и в	27	46
2	и не	30	27
3	может быть	25	23
4	не может	24	19
5	как бы	8	19
6	в нем	15	17
7	в этом	18	16
8	у достоевского	1	16
9	не только	9	14
10	слова в	1	13
11	как мы	8	12
12	но и	10	12
13	как и	14	12
14	и на	3	11
15	точки зрения	16	11
16	в одном	1	11
17	а не	17	11
18	в пределах	8	10
19	не в	12	10
20	между ними	15	10
21	в самом	11	9
22	с точки	14	9
23	и все	8	9
24	в его	7	9
25	в том	7	9
26	в большинстве	4	9
27	вовсе не	28	9
28	прежде всего	4	9
29	до сих	1	8
30	конечно не	4	8
31	большинстве случаев	5	8
32	сих пор	1	8
33	в сущности	2	7
34	еще не	6	7
35	в себе	3	7
36	и с	3	7
37	слово и	1	7
38	слова с	1	7
39	по себе	4	7
40	как раз	8	7
41	слова и	4	7
42	то же	15	6
43	никогда не	5	6
44	хотя и	1	6
45	но в	6	6
46	слово в	2	6
47	к одному	1	6
48	в каждом	5	6
49	ни в	8	6
50	пределах одного	2	6
51	на фоне	3	6
52	но это	2	6
53	и его	19	6
54	о нем	3	6
55	в него	3	6
56	что он	6	6
57	только в	8	6
58	есть в	1	6
59	друг друга	5	6
60	и между	5	6
61	все это	7	6
62	в романе	4	6
63	мы увидим	2	6
64	к другому	2	5
65	в котором	2	5
66	ведь и	1	5
67	установки на	1	5
68	с его	2	5
69	во всех	3	5
70	по отношению	3	5
71	за пределы	2	5
72	нам кажется	2	5
73	так сказать	5	5
74	при этом	8	5
75	это не	3	5
76	в жизни	11	5
77	в то	7	5
78	в самой	2	5
79	если же	5	5
80	о том	4	5
81	же время	7	5
82	если мы	7	5
83	так как	9	5
84	с другом	1	5
85	друг с	1	5
86	отношению к	3	5
87	жизни и	4	5
88	самом деле	16	4
89	в их	1	4
90	мы не	4	4
91	героя и	2	4
92	но не	5	4
93	как в	4	4
94	все же	6	4
95	кроме того	1	4
96	все эти	6	4
97	он не	1	4
98	таким образом	18	4
99	видеть и	1	4
100	он и	3	4
101	том что	4	4
102	в этих	3	4
103	том же	1	4
104	слово как	3	4
105	раз и	3	4
106	в процессе	15	4
107	потому что	7	4
108	в направлении	5	4
109	здесь не	2	4
110	в себя	1	4
111	так и	21	4
112	в словах	1	4
113	по мере	1	4
114	в виду	3	4
115	и здесь	1	4
116	и других	1	4
117	можно сказать	3	4
118	же и	4	4
119	уже не	3	4
120	уже в	4	4
121	мы можем	4	4
122	еще и	1	4
123	до конца	4	4
124	превращается в	2	4
125	да и	4	4
126	должно быть	1	4
127	и нет	1	4
128	а что	3	4
129	то что	8	4
130	не знает	1	4
131	совершенно не	7	4
132	что в	8	4
133	том числе	1	4
134	одним из	3	3
135	человека и	2	3
136	сам по	1	3
137	и понимает	1	3
138	и это	2	3
139	тем же	7	3
140	между двумя	1	3
141	здесь и	6	3
142	и до	1	3
143	мы уже	3	3
144	той же	3	3
145	мы имеем	1	3
146	всех его	1	3
147	и о	1	3
148	так чтобы	2	3
149	мы и	3	3
150	то это	1	3
151	себе и	1	3
152	отличие от	2	3
153	друга и	1	3
154	значение для	1	3
155	в той	3	3
156	в своем	2	3
157	в условиях	3	3
158	из этих	2	3
159	в этой	2	3
160	имеем в	1	3
161	как он	2	3
162	на то	1	3
163	не к	1	3
164	их в	3	3
165	на этом	2	3
166	в мире	1	3
167	было бы	6	3
168	кажется что	2	3
169	в слове	4	3
170	такой же	2	3
171	но если	2	3
172	и при	1	3
173	и их	5	3
174	в своей	6	3
175	в отличие	2	3
176	не как	2	3
177	установка на	4	3
178	но он	1	3
179	войти в	5	3
180	в отношении	2	3
181	она не	4	3
182	правда в	2	3
183	дело в	2	3
184	слова как	2	3
185	на него	1	3
186	не могут	10	3
187	числе и	1	3
188	с ее	2	3
189	но при	2	3
190	и этим	1	3
191	даны в	1	3
192	если бы	12	3
193	никак не	3	3
194	и что	3	3
195	и во	2	3
196	и только	2	3
197	слов и	4	3
198	в формах	2	3
199	отличается от	2	3
200	себя в	1	3
201	только на	4	3
202	в единстве	5	3
203	а то	1	3
204	ведь это	1	3
205	в конце	3	3
206	что и	2	3
207	тем что	5	3
208	и даже	2	3
209	с другой	6	3
210	более того	6	3
211	жизнь в	1	3
212	с помощью	8	3
213	в такие	1	3
214	так же	9	3
215	к своему	1	3
216	жизнь и	3	3
217	что же	5	3
218	по существу	1	3
219	другого человека	1	3
220	но для	2	3
221	и для	6	3
222	его творчества	1	3
223	в речи	1	3
224	бы в	6	3
225	еще более	1	3
226	другой стороны	5	3
227	того же	3	3
228	но этот	1	3
229	героя в	3	3
230	этого романа	2	2
231	смысле слова	2	2
232	ту же	2	2
233	отношения к	2	2
234	же как	3	2
235	и через	1	2
236	из своих	2	2
237	не была	1	2
238	установку на	1	2
239	но конечно	1	2
240	а следовательно	1	2
241	друг на	1	2
242	не входит	1	2
243	к слову	1	2
244	в общем	2	2
245	нужно быть	1	2
246	оно является	1	2
247	ведь мы	2	2
248	нет и	3	2
249	сама по	1	2
250	в одной	5	2
251	не входят	1	2
252	с этим	1	2
253	вот как	2	2
254	прямой и	1	2
255	стороны и	2	2
256	в художественном	5	2
257	плоскости одного	1	2
258	и как	4	2
259	не было	1	2
260	увидим что	2	2
261	от этого	2	2
262	бы и	3	2
263	бы не	2	2
264	так в	2	2
265	но ведь	4	2
266	бы ни	4	2
267	развиваться в	1	2
268	время и	1	2
269	должна быть	3	2
270	в корне	4	2
271	и по	1	2
272	но все	1	2
273	об этом	1	2
274	высказывания и	5	2
275	высказывание в	3	2
276	на все	2	2
277	лишь в	9	2
278	хотя бы	6	2
279	от одного	2	2
280	может стать	3	2
281	на почве	2	2
282	этом романе	3	2
283	этом смысле	2	2
284	и тем	3	2
285	на друга	1	2
286	переходим к	1	2
287	строгом смысле	1	2
288	автора и	1	2
289	для своих	1	2
290	жизнь не	4	2
291	мы конечно	1	2
292	себе а	1	2
293	в которых	3	2
294	могло бы	1	2
295	не менее	7	2
296	в слово	1	2
297	того как	1	2
298	одна из	2	2
299	одной плоскости	3	2
300	не могло	2	2
301	следовательно и	4	2
302	ничего не	2	2
303	слову и	1	2
304	пути и	1	2
305	высказывания даже	1	2
306	отношении к	1	2
307	и является	4	2
308	этих случаях	1	2
309	то и	1	2
310	у нас	3	2
311	могут быть	4	2
312	выразить так	1	2
313	нашего рассмотрения	1	2
314	к тому	4	2
315	той или	1	2
316	людей в	1	2
317	языка и	1	2
318	в произведении	3	2
319	и совершенно	1	2
320	можно было	1	2
321	те же	3	2
322	в плоскости	5	2
323	в которые	1	2
324	из одного	2	2
325	с ним	1	2
326	все в	1	2
327	лишь как	3	2
328	которого оно	1	2
329	между тем	7	2
330	от них	1	2
331	тем как	1	2
332	явление в	1	2
333	в языке	2	2
334	возникает вопрос	1	2
335	здесь в	1	2
336	все время	6	2
337	и следовательно	3	2
338	и всякое	2	2
339	но с	1	2
340	явления в	1	2
341	том или	1	2
342	реагирует на	1	2
343	и так	1	2
344	поэтому и	2	2
345	же он	2	2
346	ему для	1	2
347	так что	1	2
348	да еще	1	2
349	в поэзии	3	2
350	и показать	1	2
351	для него	1	2
352	другую сторону	1	2
353	сами по	2	2
354	а в	1	2
355	двумя разными	1	2
356	в других	1	2
357	о которых	1	2
358	к самому	2	2
359	или иной	2	2
360	всякое высказывание	3	2
361	для этого	2	2
362	только к	1	2
363	в конкретном	4	2
364	и пр	15	2
365	в руках	1	2
366	что так	1	2
367	там где	7	2
368	что мы	1	2
369	материал и	2	2
370	вместе с	6	2
371	в данном	6	2
372	слов в	1	2
373	для понимания	1	2
374	то между	1	2
375	этого слова	2	2
376	при всем	1	2
377	и времени	1	2
378	сознания и	2	2
379	в результате	5	2
380	о котором	1	2
381	для нас	3	2
382	поэтому все	1	2
383	есть уже	1	2
384	видения и	4	2
385	сказать что	3	2
386	конкретного высказывания	3	2
387	как слово	1	2
388	значение в	1	2
389	во всяком	6	2
390	они не	4	2
391	и замкнутого	1	1
392	я и	1	1
393	выражено в	1	1
394	чтобы не	2	1
395	функции в	3	1
396	его моментов	1	1
397	и странным	1	1
398	рассматривать в	1	1
399	и то	1	1
400	на самом	14	1
401	он может	2	1
402	акакия акакиевича	2	1
403	и существеннее	1	1
404	как необходимый	1	1
405	автора то	1	1
406	уже указывали	1	1
407	оно было	1	1
408	в какой-то	1	1
409	собственном смысле	1	1
410	видеть в	1	1
411	убедимся в	2	1
412	в доме	1	1
413	определяется в	1	1
414	обойтись без	2	1
415	или наоборот	1	1
416	входит в	8	1
417	должно ощущаться	1	1
418	дан в	1	1
419	к новой	1	1
420	язык как	2	1
421	этом не	1	1
422	высказывания в	1	1
423	так именно	1	1
424	совпадает с	2	1
425	на себе	1	1
426	двух сознаний	1	1
427	на тему	2	1
428	из того	1	1
429	пространство и	1	1
430	первого и	1	1
431	в каждой	1	1
432	это время	1	1
433	в ней	5	1
434	литературы и	3	1
435	целое и	3	1
436	и сами	2	1
437	между собой	4	1
438	это возможно	1	1
439	бы еще	1	1
440	от своей	1	1
441	разобранных нами	1	1
442	время в	3	1
443	события в	1	1
444	и человеческой	1	1
445	возможности и	1	1
446	в нашем	1	1
447	стилистических приемов	1	1
448	то мы	3	1
449	всякий конец	1	1
450	а только	1	1
451	и необходимы	1	1
452	менее всего	4	1
453	при условии	1	1
454	он пишет	1	1
455	на речь	1	1
456	и речи	2	1
457	художественного замысла	2	1
458	контексте в	1	1
459	один и	1	1
460	к сожалению	1	1
461	в собственном	1	1
462	плоскости с	1	1
463	это выразить	1	1
464	и сказ	1	1
465	для создания	1	1
466	что как	1	1
467	в одних	1	1
468	было только	1	1
469	не являются	2	1
470	и художественного	1	1
471	приема в	2	1
472	стиля и	1	1
473	с определенной	1	1
474	то убедимся	1	1
475	со своей	1	1
476	та же	1	1
477	из жизни	1	1
478	что это	3	1
479	в целом	4	1
480	так или	1	1
481	определяет все	1	1
482	тоже не	1	1
483	учение о	2	1
484	еще один	1	1
485	с их	1	1
486	взаимоотношение между	1	1
487	его момент	1	1
488	важное место	1	1
489	самым существенным	1	1
490	иначе и	1	1
491	на какой-то	1	1
492	не вещь	1	1
493	произведение может	1	1
494	с новым	1	1
495	а вовсе	4	1
496	зрения его	3	1
497	и если	1	1
498	мы совершенно	1	1
499	что она	2	1
500	в ее	4	1
501	себе лишены	1	1
502	неизбежно должны	1	1
503	сказать в	1	1
504	поэтическое высказывание	1	1
505	высшей степени	2	1
506	говорили в	1	1
507	на таком	1	1
508	его конкретной	1	1
509	в первом	1	1
510	ни были	1	1
511	в степени	1	1
512	слова к	1	1
513	смысловую даль	1	1
514	и единство	1	1
515	мы говорили	1	1
516	одно и	1	1
517	поэтому слово	1	1
518	в одну	1	1
519	интонаций в	2	1
520	же не	1	1
521	указывали на	1	1
522	ними как	1	1
523	его в	7	1
524	знает что	1	1
525	выходит за	1	1
526	моментом которого	1	1
527	его слов	1	1
528	понять его	1	1
529	и иных	1	1
530	в существенном	1	1
531	не совпадает	1	1
532	моменты в	1	1
533	поэтического высказывания	1	1
534	может стремиться	1	1
535	он является	2	1
536	в них	3	1
537	ощущаться как	1	1
538	в высшей	2	1
539	в плоскость	3	1
540	место и	1	1
541	всегда и	1	1
542	очень важное	1	1
543	друга в	2	1
544	значит не	1	1
545	мы знаем	4	1
546	чем в	1	1
547	такою же	1	1
548	самом высказывании	1	1
549	и тогда	2	1
550	который как	1	1
551	которые сами	1	1
552	в глубоко	1	1
553	можно только	2	1
554	или точнее	2	1
555	в эпохи	1	1
556	это ощущение	1	1
557	именно и	1	1
558	в такой	2	1
559	не должен	1	1
560	одним и	2	1
561	место в	10	1
562	не произведения	1	1
563	что говорит	1	1
564	для всякого	1	1
565	может развиваться	1	1
566	лингвистика и	1	1
567	но эта	2	1
568	остается вне	1	1
569	могут лежать	1	1
570	друг другу	2	1
571	отчетливую границу	1	1
572	бы о	1	1
573	тем самым	1	1
574	возможно только	2	1
575	однако в	2	1
576	степени определяется	1	1
577	где нет	2	1
578	не должна	1	1
579	органическая связь	2	1
580	даже в	2	1
581	как чуждые	1	1
582	жизни между	1	1
583	тому что	3	1
584	и очень	2	1
585	то с	1	1
586	между людьми	3	1
587	своего пути	1	1
588	дня и	1	1
589	показать такие	1	1
590	отражается в	1	1
591	и роль	1	1
592	виду что	2	1
593	самого начала	1	1
594	дело не	2	1
595	освободиться от	1	1
596	тогда когда	4	1
597	первая часть	1	1
598	и притом	2	1
599	к этим	1	1
600	весь этот	2	1
601	как его	9	1
602	и отдельных	1	1
603	и снова	2	1
604	чтобы стать	1	1
605	иметь в	1	1
606	но только	1	1
607	для всего	1	1
608	гоголевской шинели	1	1
609	и каково	1	1
610	пространство в	1	1
611	слова так	1	1
612	только его	1	1
613	действительности но	1	1
614	и лишь	2	1
615	в пределы	1	1
616	ровно ничего	2	1
617	развивается в	1	1
618	правда это	1	1
619	оно строится	1	1
620	то у	1	1
621	связи с	5	1
622	в сознании	1	1
623	совершенно необходимо	1	1
624	в области	2	1
625	и самой	1	1
626	настоящего времени	1	1
627	стиль и	1	1
628	при определенных	2	1
629	мы найдем	1	1
630	нисколько не	2	1
631	когда они	1	1
632	лежит в	1	1
633	человека в	2	1
634	мере того	1	1
635	значительной степени	1	1
636	не поняв	1	1
637	образом между	1	1
638	его с	1	1
639	самому ему	1	1
640	они и	3	1
641	поэтического языка	1	1
642	что при	1	1
643	особый тип	1	1
644	данную эпоху	1	1
645	причем одна	1	1
646	правда не	1	1
647	и самое	1	1
648	им в	1	1
649	как таковым	1	1
650	не делает	1	1
651	того чтобы	5	1
652	как не	2	1
653	данном случае	4	1
654	теперь что	1	1
655	его художественного	1	1
656	с самого	1	1
657	исторической ситуации	1	1
658	она только	1	1
659	в пределе	2	1
660	идет речь	1	1
661	роль в	4	1
662	если они	2	1
663	с первым	1	1
664	одного поколения	1	1
665	не с	1	1
666	определенное реальное	1	1
667	могут вступать	2	1
668	отсюда и	1	1
669	оно как	1	1
670	произведения не	1	1
671	еще в	3	1
672	это только	2	1
673	является в	2	1
674	определенным образом	1	1
675	поэтому в	2	1
676	совершенно невозможно	1	1
677	в эпоху	3	1
678	нераздельно слиты	1	1
679	и вообще	1	1
680	говорят что	1	1
681	часто и	1	1
682	произведения как	6	1
683	не был	1	1
684	конец здесь	1	1
685	этом произведении	1	1
686	за пределами	1	1
687	самой смены	1	1
688	объединить в	1	1
689	сцен и	1	1
690	или на	2	1
