N	2gram	Bakhtin_Pr_5	Problema
1	то есть	16	46
2	в его	21	43
3	и не	27	42
4	и в	35	38
5	не может	18	27
6	может быть	14	26
7	как бы	31	22
8	по отношению	6	21
9	отнюдь не	1	19
10	отношению к	7	19
11	и с	12	17
12	и его	14	16
13	в этом	14	15
14	в нем	16	15
15	только в	6	13
16	прежде всего	12	13
17	независимо от	1	13
18	но не	6	12
19	за пределы	3	12
20	во всех	3	11
21	ни в	2	11
22	и для	8	11
23	не входит	1	10
24	отношение к	6	10
25	таким образом	7	10
26	в их	1	10
27	материала в	1	10
28	к нему	13	10
29	не только	10	9
30	его в	4	9
31	но и	14	9
32	и как	2	8
33	входит в	1	8
34	было бы	3	8
35	точки зрения	7	8
36	для нее	1	8
37	в том	5	8
38	художественное произведение	1	8
39	то что	10	8
40	еще не	7	7
41	в самом	6	7
42	вообще не	2	7
43	в плане	6	7
44	как и	18	7
45	не в	10	7
46	как мы	8	7
47	с другой	4	7
48	между тем	4	7
49	отметить что	1	7
50	слова в	6	7
51	в своей	4	7
52	что в	6	7
53	отношения к	1	6
54	самом деле	10	6
55	там где	7	6
56	и наконец	7	6
57	в пределах	11	6
58	с точки	2	6
59	ничего не	3	6
60	мы можем	2	6
61	произведение в	1	6
62	должно отметить	1	6
63	все же	8	6
64	а в	7	6
65	себя как	3	5
66	высшей степени	3	5
67	отличие от	2	5
68	в своем	2	5
69	все эти	3	5
70	при этом	2	5
71	то же	15	5
72	это не	3	5
73	в них	4	5
74	рядом с	4	5
75	в высшей	3	5
76	далеко не	1	5
77	в отличие	2	5
78	так и	8	5
79	его целом	2	5
80	в основе	1	5
81	никогда не	4	5
82	с ним	7	5
83	и прежде	4	5
84	конечно не	2	5
85	большинстве случаев	2	5
86	дело и	1	5
87	в большинстве	2	5
88	не на	1	5
89	а не	4	5
90	со словом	3	5
91	должно быть	3	5
92	мы здесь	1	4
93	на самом	9	4
94	конечно и	1	4
95	в виду	3	4
96	в ней	2	4
97	но конечно	2	4
98	как в	5	4
99	но в	19	4
100	в себе	5	4
101	понять его	1	4
102	в данном	1	4
103	с миром	3	4
104	не менее	2	4
105	но они	1	4
106	в то	11	4
107	здесь не	1	4
108	в ее	3	4
109	данном случае	1	4
110	в произведении	2	4
111	можно было	2	4
112	о том	2	4
113	с ними	5	4
114	всех его	1	4
115	в других	1	4
116	в форме	3	4
117	и только	1	4
118	к которому	1	4
119	что не	4	4
120	в романе	1	4
121	и потому	1	4
122	себя самого	7	4
123	лишь как	1	4
124	хотя бы	2	4
125	вне себя	2	4
126	может и	1	4
127	между ними	1	4
128	сказать что	3	4
129	другой стороны	3	4
130	например в	2	3
131	которую мы	1	3
132	говорить о	3	3
133	на них	7	3
134	бы то	3	3
135	сказать и	1	3
136	менее всего	1	3
137	нет и	4	3
138	кроме того	1	3
139	и к	12	3
140	в целом	3	3
141	вследствие этого	1	3
142	к миру	1	3
143	он не	13	3
144	то ни	3	3
145	в мире	4	3
146	а как	2	3
147	с другими	2	3
148	может стать	1	3
149	в слове	6	3
150	том что	3	3
151	тем не	1	3
152	на него	5	3
153	как его	3	3
154	же время	10	3
155	или как	3	3
156	в применении	1	3
157	и это	5	3
158	хотя и	2	3
159	и от	3	3
160	приводит к	2	3
161	в дальнейшем	2	3
162	дано в	1	3
163	если бы	1	3
164	но здесь	1	3
165	и должно	1	3
166	этом смысле	3	3
167	но с	1	3
168	одной из	2	3
169	мы увидим	2	3
170	с одной	1	3
171	со всеми	3	3
172	слова не	2	3
173	входят в	1	3
174	и даже	5	3
175	оно не	1	3
176	себя и	8	3
177	есть лишь	1	3
178	на фоне	1	3
179	и на	6	3
180	да и	5	3
181	слова и	11	3
182	но это	6	3
