N	3gram	Vygotskiy__6	Problema
1	по отношению к	10	19
2	не может быть	2	11
3	но отнюдь не	1	7
4	с точки зрения	10	6
5	в отличие от	1	5
6	в данном случае	1	4
7	с другой стороны	2	4
8	на самом деле	1	3
9	в самом деле	1	3
10	в этом смысле	2	3
11	можно было бы	5	3
12	с одной стороны	1	3
13	в том что	19	3
14	тем не менее	1	3
15	можно сказать что	6	2
16	мы можем говорить	1	2
17	то же самое	6	2
18	в том же	2	2
19	на первый план	1	2
20	и во всех	1	2
21	и не может	2	2
22	в лучшем случае	1	2
23	не только в	1	2
24	не могут быть	2	2
25	мы имеем дело	2	2
26	не совпадает с	1	2
27	совершенно не нужно	1	2
28	в нашем примере	2	2
29	и тем самым	5	2
30	той или иной	1	2
31	для того чтобы	8	2
32	в этом отношении	3	2
33	что иное как	1	1
34	только в пределах	1	1
35	тем что оно	2	1
36	в свою очередь	1	1
37	вообще не может	1	1
38	подобно тому как	1	1
39	в настоящее время	1	1
40	в том и	1	1
41	о том как	1	1
42	по своему значению	1	1
43	не могли быть	1	1
44	до сих пор	3	1
45	именно то что	1	1
46	до известной степени	2	1
47	сами по себе	1	1
48	которое может быть	1	1
49	схватывания предмета и	1	1
50	не может иметь	1	1
51	что все эти	2	1
52	и именно в	1	1
53	эти два момента	1	1
54	по аналогии с	1	1
55	с тем что	2	1
56	на то что	4	1
57	несмотря на то	2	1
58	в равной мере	1	1
59	то время как	5	1
60	не что иное	1	1
61	смысле этого слова	1	1
62	она никогда не	1	1
63	включающее в себя	1	1
64	с помощью которого	1	1
65	и в этом	1	1
66	по сравнению с	14	1
67	как мы показали	1	1
68	до того времени	1	1
69	и как бы	1	1
70	имеем дело с	1	1
71	и в их	2	1
72	на один шаг	1	1
73	в связи с	2	1
74	а в других	1	1
75	в том смысле	2	1
76	в этом направлении	1	1
77	нами выше в	1	1
78	у нас в	1	1
79	есть не что	1	1
80	на фоне которых	1	1
81	то что в	1	1
82	раз и навсегда	1	1
83	том смысле что	2	1
84	в то время	6	1
85	своему значению для	1	1
86	его отношение к	2	1
87	том и в	1	1
88	ясно что в	1	1
89	скажем только что	2	1
90	к выводу что	1	1
91	мы увидим далее	1	1
92	вопрос о том	1	1
93	не может стать	1	1
94	оно может быть	1	1
95	которые могут быть	1	1
96	вообще не могли	1	1
97	в другом случае	1	1
98	как одна из	1	1
99	к тому что	7	1
100	в первом случае	3	1
101	как и в	1	1
102	на этот вопрос	2	1
103	где мы имеем	1	1
104	является как бы	2	1
105	и в другом	1	1
