N	3gram	Ircho_Kome_1	Dialekti
1	и т д	4	23
2	тем не менее	1	10
3	что иное как	1	6
4	не что иное	1	6
5	сам по себе	1	5
6	о том что	3	5
7	подобно тому как	1	4
8	то время как	4	4
9	т е в	2	4
10	в то время	5	4
11	и не только	1	3
12	ни в коем	1	3
13	в коем случае	1	3
14	с одной стороны	3	3
15	в том что	9	3
16	как и в	2	3
17	и прежде всего	1	3
18	на то что	2	3
19	хотя и не	1	2
20	в силу этого	1	2
21	не говоря уже	2	2
22	говоря уже о	2	2
23	с тех пор	1	2
24	с этой точки	1	2
25	в зависимости от	1	2
26	так же как	1	2
27	с другой стороны	5	2
28	во всяком случае	2	2
29	этой точки зрения	1	2
30	в сущности и	1	2
31	к тому что	1	2
32	к тому же	5	2
33	так или иначе	1	2
34	том что в	1	1
35	из всего этого	2	1
36	к нему с	1	1
37	и даже не	1	1
38	то же самое	2	1
39	же как и	1	1
40	следовательно и в	1	1
41	до сих пор	2	1
42	ничего не известно	1	1
43	в этом отношении	3	1
44	это вовсе не	1	1
45	т е явление	1	1
46	я думаю что	1	1
47	в применении к	1	1
48	в данном случае	1	1
49	с огромной силой	1	1
50	только в виде	1	1
51	каждый из них	2	1
52	как раз на	1	1
53	и в том	1	1
54	не мог бы	1	1
55	что к нему	1	1
56	и таким образом	2	1
57	более или менее	1	1
58	ибо и сама	1	1
59	ни в чем	1	1
60	то же время	4	1
61	в одном из	4	1
62	и все это	1	1
63	что у него	1	1
64	бы то ни	2	1
65	речь идет о	3	1
66	то ни было	2	1
67	в то же	4	1
68	бы только один	1	1
69	при всем том	1	1
70	вопрос о взаимоотношении	1	1
