N	2gram	Bakhtin_Fr_7	RusskieA
1	и в	41	29
2	том что	4	22
3	в том	11	22
4	что в	9	22
5	как бы	7	18
6	в других	1	15
7	и другие	3	14
8	так как	3	13
9	может быть	4	13
10	в землю	3	13
11	во время	3	12
12	там же	1	12
13	в этом	15	11
14	как и	14	11
15	одна из	4	11
16	не только	5	10
17	и с	4	10
18	все это	10	10
19	в воду	1	9
20	а на	2	9
21	о том	6	9
22	а в	5	9
23	его в	3	8
24	но и	9	8
25	ее в	1	8
26	как в	5	7
27	данном случае	1	7
28	мы видели	5	7
29	или в	2	7
30	через них	1	7
31	мы имеем	2	6
32	мы не	2	6
33	еще не	2	6
34	и на	4	6
35	при этом	3	6
36	таким образом	19	6
37	на голову	2	6
38	с тем	1	6
39	вместе с	5	6
40	в данном	2	6
41	же в	2	6
42	но не	1	5
43	но в	8	5
44	на земле	4	5
45	это не	6	5
46	не может	3	5
47	представление о	1	5
48	потому что	5	5
49	и что	1	5
50	земли и	3	5
51	к жизни	4	5
52	то что	8	5
53	с ней	1	5
54	к этому	5	5
55	то же	13	4
56	на них	3	4
57	что по	1	4
58	уже не	2	4
59	их в	2	4
60	том же	1	4
61	в них	7	4
62	далеко не	2	4
63	в которых	2	4
64	не в	9	4
65	у нас	1	4
66	а также	2	4
67	к нему	5	4
68	так что	1	4
69	в виде	1	4
70	из них	3	4
71	именно в	2	4
72	а не	2	4
73	о чем	1	4
74	так же	5	4
75	как это	1	4
76	по существу	8	4
77	и все	14	4
78	или вообще	1	4
79	в таком	1	4
80	и через	1	3
81	в году	5	3
82	и о	1	3
83	в ее	1	3
84	что это	4	3
85	все эти	13	3
86	в этой	13	3
87	и по	3	3
88	на этом	5	3
89	и других	2	3
90	на первый	1	3
91	в этих	2	3
92	в котором	1	3
93	не будем	1	3
94	но он	4	3
95	она не	1	3
96	не имеет	3	3
97	на землю	2	3
98	и после	1	3
99	как мы	11	3
100	во всех	3	3
101	в свете	3	3
102	того что	2	3
103	между тем	1	3
104	в качестве	9	3
105	умирающего и	1	3
106	связь с	1	3
107	или даже	1	3
108	руки и	1	3
109	отличие от	1	3
110	ставят на	1	3
111	связаны с	2	3
112	тем что	3	3
113	по всей	1	3
114	до конца	2	3
115	для этой	3	3
116	смеха при	1	3
117	и там	1	3
118	и от	8	3
119	было бы	4	3
120	вряд ли	1	2
121	одним из	1	2
122	мы здесь	2	2
123	и то	2	2
124	на самом	2	2
125	это и	1	2
126	верхом на	1	2
127	и всем	2	2
128	где именно	1	2
129	так чтобы	1	2
130	но она	1	2
131	что иное	1	2
132	не совсем	2	2
133	это время	1	2
134	иное как	1	2
135	не был	1	2
136	там и	1	2
137	природы и	1	2
138	а он	1	2
139	тогда как	1	2
140	иногда и	1	2
141	другой день	1	2
142	мертвых и	1	2
143	с этим	2	2
144	все же	1	2
145	и как	2	2
146	не было	3	2
147	в руках	3	2
148	та же	4	2
149	в которой	2	2
150	после этого	1	2
151	ряд других	1	2
152	чтобы они	1	2
153	том чтобы	1	2
154	характер в	1	2
155	в образе	4	2
156	связанные с	3	2
157	об этом	1	2
158	же а	1	2
159	что один	1	2
160	смерть и	1	2
161	для них	1	2
162	должно быть	4	2
163	и еще	2	2
164	так в	1	2
165	в своей	3	2
166	нас не	2	2
167	в их	3	2
168	должны были	1	2
169	а иногда	1	2
170	в то	10	2
171	дело не	2	2
172	того как	5	2
173	и смеха	1	2
174	никогда не	2	2
175	во всем	1	2
176	по земле	1	2
177	связи с	1	2
178	кроме того	3	2
179	что на	1	2
180	все то	3	2
181	начиная с	1	2
182	говорит о	1	2
183	должен быть	2	2
184	в виду	4	2
185	на другой	2	2
186	смерти в	3	2
187	можно было	3	2
188	не с	1	2
189	жизнь и	2	2
190	образом в	1	2
191	в глаза	1	2
192	влияние на	4	2
193	после того	4	2
194	все в	1	2
195	у них	2	2
196	вся эта	2	2
197	этому поводу	1	2
198	в ряд	1	2
199	что и	5	2
200	в форме	3	2
201	также в	1	2
202	представления о	1	2
203	в него	1	2
204	в самый	2	2
205	он есть	1	2
206	бросается в	1	2
207	один из	1	2
208	в новой	7	2
209	совсем не	3	2
210	этот вопрос	1	2
211	и ее	2	2
212	по этому	3	2
213	плодородия и	1	2
214	есть в	6	2
215	одно из	1	2
216	такое объяснение	1	2
217	представлений о	2	2
218	связано с	2	2
219	заметить что	1	2
220	ее на	1	2
221	смерти и	1	2
222	со смехом	1	2
223	же деле	1	2
224	чем в	1	2
225	здесь в	1	2
226	человека а	1	2
227	прежде всего	11	2
228	самом же	1	2
229	нет никаких	1	2
230	из которых	2	2
231	в течение	2	2
232	с этой	1	2
233	вокруг него	1	2
234	и для	5	2
235	и при	1	2
236	не что	1	2
237	из этого	1	2
238	представлениями о	2	2
239	в своих	1	2
240	это в	3	2
241	и сожжения	1	1
242	ту же	2	1
243	отношение к	2	1
244	человека и	1	1
245	относятся к	1	1
246	в приведенном	1	1
247	и есть	3	1
248	здесь и	2	1
249	из самых	3	1
250	смысл этого	1	1
251	и до	6	1
252	очень много	1	1
253	применении к	1	1
254	с таким	1	1
255	от старого	2	1
256	хлеб и	1	1
257	мы уже	12	1
258	например в	3	1
259	и наш	2	1
260	месту и	1	1
261	в первый	1	1
262	на место	4	1
263	не была	1	1
264	представлением о	1	1
265	новому от	1	1
266	в ней	5	1
267	магии и	1	1
268	на нем	1	1
269	не помогают	1	1
270	вещь в	1	1
271	это название	2	1
272	что его	1	1
273	в различных	1	1
274	которое он	2	1
275	этим не	1	1
276	это души	1	1
277	землю и	1	1
278	одно мгновение	2	1
279	относятся и	1	1
280	явлений и	2	1
281	он пишет	1	1
282	распространена в	1	1
283	что они	1	1
284	совсем точно	1	1
285	что именно	1	1
286	так называемая	1	1
287	некоторое время	1	1
288	фигура его	1	1
289	в своем	9	1
290	к новому	2	1
291	все остальные	1	1
292	перед нами	2	1
293	и где	1	1
294	хотя и	4	1
295	и наконец	4	1
296	по пути	1	1
297	себе на	1	1
298	не являются	1	1
299	более или	2	1
300	увидим что	1	1
301	от этого	3	1
302	под таким	1	1
303	затем начинается	1	1
304	в самом	1	1
305	уже в	5	1
306	он в	1	1
307	в великой	1	1
308	выражение в	3	1
309	рассказ о	2	1
310	и будущее	1	1
311	тому же	1	1
312	ее как	1	1
313	лица и	3	1
314	как он	2	1
315	но на	1	1
316	не могла	1	1
317	в нем	7	1
318	некоторые общие	1	1
319	так сказать	3	1
320	образом на	1	1
321	различные формы	1	1
322	в морях	1	1
323	здесь говорится	1	1
324	только в	6	1
325	в нее	3	1
326	по аналогии	1	1
327	именно это	1	1
328	но все	4	1
329	по его	1	1
330	встречаются и	1	1
331	в одну	4	1
332	что все	2	1
333	веселья и	2	1
334	правильнее было	1	1
335	в другом	1	1
336	связанных с	3	1
337	и чтобы	1	1
338	на все	1	1
339	а как	1	1
340	от одного	1	1
341	древности и	1	1
342	и отдельные	1	1
343	уже знаем	1	1
344	известно что	1	1
345	они по	1	1
346	за ней	1	1
347	не соответствует	1	1
348	еще одно	1	1
349	и находит	1	1
350	по всему	1	1
351	не понимают	1	1
352	о которой	1	1
353	сущность ее	1	1
354	их как	1	1
355	и некоторых	1	1
356	говорится о	1	1
357	поблизости от	1	1
358	такой же	3	1
359	или менее	2	1
360	что между	2	1
361	и одно	1	1
362	таким же	3	1
363	оставаться в	1	1
364	как все	1	1
365	в такой	1	1
366	не удастся	1	1
367	и вокруг	1	1
368	землю это	1	1
369	место в	4	1
370	и назначение	1	1
371	своего рода	2	1
372	мир и	1	1
373	но эта	1	1
374	только для	1	1
375	ряда других	1	1
376	над ними	1	1
377	но они	1	1
378	как от	1	1
379	на всю	2	1
380	и таким	1	1
381	в послании	1	1
382	из одного	4	1
383	указывали что	1	1
384	возвращается к	1	1
385	что есть	2	1
386	при всех	1	1
387	i в	1	1
388	другой на	1	1
389	мгновение и	1	1
390	этот был	1	1
391	же встречается	1	1
392	затем идут	1	1
393	как о	3	1
394	эти формы	1	1
395	дело в	2	1
396	ее с	1	1
397	на него	1	1
398	в основе	1	1
399	лекарственные травы	2	1
400	следовательно и	2	1
401	ничего не	4	1
402	с лицом	1	1
403	с одним	1	1
404	в дни	1	1
405	по своей	1	1
406	наоборот он	1	1
407	вперед и	2	1
408	и его	9	1
409	так например	1	1
410	особое значение	2	1
411	этом отношении	2	1
412	и несколько	1	1
413	от их	1	1
414	и здесь	4	1
415	во все	2	1
416	и всех	1	1
417	как только	1	1
418	с полной	1	1
419	оно не	2	1
420	время они	1	1
421	ничего общего	1	1
422	здесь еще	1	1
423	в применении	1	1
424	и это	5	1
425	некоторой степени	1	1
426	себе в	1	1
427	не будет	1	1
428	новой и	2	1
429	свою очередь	3	1
430	здесь не	1	1
431	нужно заметить	1	1
432	в особенности	2	1
433	и этим	1	1
434	и когда	1	1
435	что у	3	1
436	с собой	1	1
437	так и	10	1
438	здесь нет	2	1
439	на которую	1	1
440	найти в	1	1
441	том как	2	1
442	возможно что	1	1
443	он был	3	1
444	с ним	2	1
445	находится в	2	1
446	на этой	4	1
447	утверждает что	1	1
448	аналогии с	1	1
449	приводят нас	1	1
450	и во	2	1
451	нас в	3	1
452	большое количество	1	1
453	этот момент	1	1
454	в его	12	1
455	смертью и	1	1
456	во всей	2	1
457	в ту	1	1
458	все время	2	1
459	выбор и	1	1
460	более что	1	1
461	в литературе	2	1
462	уходит в	1	1
463	на которой	2	1
464	к различным	1	1
465	тот же	2	1
466	новой жизни	2	1
467	в основном	1	1
468	с ними	3	1
469	что он	3	1
470	мы увидим	1	1
471	ли он	1	1
472	огонь в	1	1
473	к их	1	1
474	те которые	1	1
475	и так	2	1
476	который в	1	1
477	от них	1	1
478	и обновления	1	1
479	этого комплекса	1	1
480	по другим	1	1
481	в большинстве	2	1
482	только на	2	1
483	значение и	1	1
484	здесь это	1	1
485	так называемый	2	1
486	при помощи	1	1
487	и обратно	2	1
488	но есть	3	1
489	превращаются в	2	1
490	который как	1	1
491	не так	1	1
492	для него	6	1
493	всяком случае	1	1
494	в одном	3	1
495	в конце	8	1
496	в состоянии	2	1
497	к ним	1	1
498	ту сторону	1	1
499	до некоторой	1	1
500	как его	1	1
501	не просто	2	1
502	само собой	1	1
503	и делать	1	1
504	рядом с	4	1
505	время как	1	1
506	в другой	1	1
507	в это	3	1
508	и даже	1	1
509	живой и	1	1
510	как у	1	1
511	по своим	1	1
512	в ряде	3	1
513	и др	2	1
514	на поверхности	1	1
515	от другого	1	1
516	выступает в	1	1
517	притом не	1	1
518	превращается в	1	1
519	изображается с	1	1
520	не на	3	1
521	на весь	1	1
522	влияние и	1	1
523	земли в	2	1
524	на которые	1	1
525	в одно	1	1
526	души умерших	1	1
527	может иметь	2	1
528	свою судьбу	1	1
529	туда куда	1	1
530	в одной	2	1
531	и потому	3	1
532	к себе	1	1
533	смерть есть	1	1
534	или по	1	1
535	этому образу	1	1
536	который также	1	1
537	по своему	2	1
538	в область	3	1
539	на лошади	1	1
540	он может	3	1
541	что весь	1	1
542	точно что	1	1
543	когда же	1	1
544	ко всему	1	1
545	земли то	1	1
546	те и	2	1
547	был в	2	1
548	в тех	1	1
549	в человеческом	3	1
550	многих других	1	1
551	и не	7	1
552	не касается	1	1
553	с последним	1	1
554	но это	3	1
555	бессмертия и	2	1
556	отпевали его	1	1
557	из ряда	1	1
558	при всем	1	1
559	например из	1	1
560	на улице	1	1
561	она может	1	1
562	в двух	1	1
563	от него	1	1
564	и новое	1	1
565	тем более	1	1
566	же к	1	1
567	которые в	1	1
568	и совершают	1	1
569	праздник пасхи	1	1
570	новое рождение	1	1
571	к ее	1	1
572	новую жизнь	1	1
573	его к	3	1
574	несмотря на	3	1
575	этой же	1	1
576	в период	1	1
577	в свою	3	1
578	сказать что	1	1
579	они как	2	1
580	нет но	1	1
581	всех других	1	1
582	одновременно и	2	1
583	него в	1	1
584	содержится в	2	1
585	есть и	3	1
586	и становится	1	1
587	в заключение	2	1
588	день после	1	1
589	во всяком	2	1
590	также не	1	1
591	направление в	2	1
592	и эта	3	1
593	как на	1	1
594	и особенно	1	1
595	все что	4	1
