N	3gram	Vinokur_St_3	Problemy
1	и т п	6	9
2	с точки зрения	4	8
3	до сих пор	2	7
4	сам по себе	1	5
5	то же время	3	5
6	в то же	3	5
7	не может быть	5	4
8	в самом деле	1	4
9	и т д	2	4
10	в той или	1	3
11	более или менее	1	3
12	можно было бы	1	3
13	с другой стороны	4	3
14	той или иной	1	3
15	в этом смысле	4	2
16	том что он	1	2
17	не укладывается в	1	2
18	и в этих	2	2
19	в конце концов	3	2
20	то время как	4	2
21	тем не менее	2	2
22	в то время	4	2
23	но все же	2	2
24	на то что	3	2
25	каждая из этих	1	1
26	сплошь да рядом	1	1
27	не знает что	1	1
28	и всегда у	1	1
29	и в речи	1	1
30	у пушкина но	1	1
31	время как в	1	1
32	иметь в виду	1	1
33	прежде всего в	3	1
34	но каждая из	1	1
35	во множественном числе	1	1
36	то же самое	1	1
37	в том же	1	1
38	так что он	1	1
39	по крайней мере	4	1
40	точку зрения на	1	1
41	и в других	1	1
42	явления о которых	1	1
43	является одним из	1	1
44	так как его	1	1
45	но и в	2	1
46	точки зрения своей	1	1
47	между тем как	2	1
48	в собственном смысле	1	1
49	в позднейшем творчестве	1	1
50	как и всегда	1	1
51	и не в	2	1
52	бы совершенно иной	1	1
53	есть не на	1	1
54	и на другое	1	1
55	а как бы	1	1
56	на этой почве	1	1
57	и со всеми	1	1
58	с одной стороны	2	1
59	в связи с	3	1
60	отношение к слову	1	1
61	все действующие лица	1	1
62	так или иначе	1	1
63	ни на что	1	1
64	то что он	1	1
65	иной если бы	1	1
66	во всяком случае	4	1
67	на тему о	2	1
68	т е как	1	1
69	о том что	4	1
70	была бы совершенно	1	1
71	не может не	1	1
72	совершенно иной если	1	1
73	на самом деле	1	1
74	в одном из	1	1
75	этой точки зрения	1	1
76	не только не	1	1
77	т п в	1	1
78	можно сказать что	1	1
79	а не на	1	1
80	в известной степени	1	1
81	в другом случае	1	1
82	на что другое	1	1
83	и на почве	1	1
84	и что он	1	1
85	что из этого	1	1
86	в том что	11	1
87	но здесь он	1	1
88	сказать что это	1	1
89	и в другом	1	1
90	не менее в	1	1
