N	2gram	Nazirov_Tv_2	Istorich
1	и в	20	22
2	в этом	8	17
3	и т	13	16
4	т д	11	15
5	что в	7	15
6	не только	13	14
7	мы видели	1	13
8	в доме	1	12
9	но и	8	12
10	и не	9	12
11	в этих	1	11
12	может быть	8	11
13	но в	4	10
14	после чего	1	10
15	таким образом	10	10
16	еще не	5	10
17	в нем	3	9
18	что и	1	9
19	в том	8	9
20	что он	6	9
21	вместе с	3	9
22	как мы	1	8
23	мы видим	4	8
24	что они	4	8
25	не знаю	1	8
26	с этим	1	8
27	том что	4	8
28	но не	5	7
29	то что	3	7
30	на свадьбе	1	7
31	и здесь	1	7
32	уже не	3	7
33	из них	2	7
34	так как	3	7
35	с другой	2	7
36	другой стороны	2	7
37	предположить что	1	7
38	к этому	3	7
39	то же	7	6
40	мы уже	1	6
41	не вполне	1	6
42	не все	1	6
43	это не	7	6
44	в ином	1	6
45	во время	1	6
46	ничего не	4	6
47	связи с	1	6
48	возможно что	1	6
49	так в	2	6
50	если бы	4	6
51	в них	1	6
52	друг друга	2	6
53	а не	6	6
54	связь с	2	6
55	в течение	1	6
56	а в	4	6
57	с ней	1	6
58	с большим	3	5
59	все же	5	5
60	он не	3	5
61	что она	4	5
62	в этой	5	5
63	не менее	2	5
64	могут быть	2	5
65	живет в	1	5
66	в свете	3	5
67	один из	3	5
68	так что	2	5
69	не противоречит	1	5
70	до сих	3	5
71	показывает что	4	5
72	на ней	2	5
73	у меня	1	5
74	в частности	2	5
75	сих пор	3	5
76	одним из	3	4
77	и на	5	4
78	все эти	4	4
79	отношение к	1	4
80	не в	4	4
81	на могиле	1	4
82	в большой	1	4
83	и с	8	4
84	ином мире	1	4
85	у нас	2	4
86	как это	1	4
87	но он	1	4
88	к ней	1	4
89	и его	9	4
90	тем что	3	4
91	что на	2	4
92	она не	1	4
93	в пределах	1	4
94	в дальнейшем	4	4
95	только в	2	4
96	его и	2	4
97	представляют собой	1	4
98	связано с	1	4
99	власть над	1	4
100	для нас	1	4
101	в свою	1	4
102	не может	7	4
103	и другие	1	4
104	связана с	1	3
105	свою жену	1	3
106	своих родителей	1	3
107	я не	2	3
108	представление о	7	3
109	и ее	2	3
110	в чем	4	3
111	со стороны	1	3
112	не видно	1	3
113	в одной	3	3
114	и как	1	3
115	и к	1	3
116	выше мы	1	3
117	в целом	6	3
118	представляет собой	1	3
119	из этих	1	3
120	на его	4	3
121	их в	2	3
122	а затем	3	3
123	его в	3	3
124	было бы	1	3
125	должен был	1	3
126	приходит в	1	3
127	для них	1	3
128	как и	6	3
129	должны были	1	3
130	одном из	2	3
131	имеем не	1	3
132	и эти	1	3
133	в русской	2	3
134	никогда не	11	3
135	потому что	7	3
136	а мы	1	3
137	однако это	2	3
138	к тому	1	3
139	о том	5	3
140	смерти в	1	3
141	что у	4	3
142	жить в	1	3
143	раньше чем	1	3
144	в его	10	3
145	и она	1	3
146	с ними	2	3
147	и у	2	3
148	здесь герой	1	3
149	при помощи	2	3
150	прежде всего	8	3
151	у него	6	3
152	уходит в	1	3
153	превращается в	3	3
154	в связи	1	3
155	так же	5	3
156	стороны и	1	3
157	но это	5	3
158	и от	4	3
159	он видит	1	3
160	сказать что	1	3
161	ту же	1	2
162	например в	5	2
163	и есть	2	2
164	в котором	3	2
165	той же	1	2
166	же как	3	2
167	на себя	1	2
168	то это	1	2
169	и он	2	2
170	знаем что	1	2
171	то мы	1	2
172	как правило	2	2
173	на другой	1	2
174	к жизни	2	2
175	по отношению	3	2
176	как в	4	2
177	ней в	1	2
178	хотя и	4	2
179	в этот	2	2
180	образом и	1	2
181	то время	1	2
182	во многих	2	2
183	и и	1	2
184	тому же	2	2
185	если он	5	2
186	при этом	8	2
187	из этой	2	2
188	в виде	2	2
189	и вот	1	2
190	так и	6	2
191	в работе	1	2
192	же не	2	2
193	об этой	1	2
194	известно что	2	2
195	ни в	1	2
196	вовсе не	2	2
197	со своими	2	2
198	и для	1	2
199	после этого	1	2
200	и потом	1	2
201	такой же	2	2
202	не мог	1	2
203	это делает	1	2
204	в которых	3	2
205	и более	1	2
206	даже в	1	2
207	в то	10	2
208	хотелось бы	1	2
209	не имеет	1	2
210	одна из	3	2
211	я буду	2	2
212	это еще	1	2
213	в русском	1	2
214	его он	1	2
215	как будто	1	2
216	ли это	1	2
217	есть у	1	2
218	встречается в	1	2
219	во все	1	2
220	как только	1	2
221	на это	1	2
222	и это	3	2
223	я тебя	1	2
224	и о	1	2
225	роль в	2	2
226	в другом	1	2
227	с собой	1	2
228	не с	1	2
229	связан с	1	2
230	одного из	1	2
231	образом в	1	2
232	говорят что	1	2
233	на землю	2	2
234	и что	2	2
235	за это	1	2
236	в силу	1	2
237	там же	9	2
238	между тем	3	2
239	после возвращения	1	2
240	с матерью	1	2
241	все время	2	2
242	ли здесь	1	2
243	герой в	1	2
244	этот вопрос	3	2
245	с одной	1	2
246	героя с	2	2
247	в жизни	1	2
248	что не	3	2
249	еще одну	1	2
250	мы знаем	1	2
251	всяком случае	2	2
252	в одном	2	2
253	у нее	3	2
254	и даже	5	2
255	даже не	1	2
256	и др	3	2
257	когда герой	1	2
258	не было	2	2
259	всю жизнь	1	2
260	и вновь	1	2
261	уже давно	1	2
262	нет никаких	1	2
263	и потому	4	2
264	но этот	1	2
265	из вариантов	1	2
266	если не	4	2
267	от него	1	2
268	еще более	1	2
269	не дает	1	2
270	нет ничего	3	2
271	совершенно не	1	2
272	отношению к	3	2
273	я завтра	1	2
274	точно так	1	2
275	а я	2	2
276	во всяком	2	2
277	она была	1	1
278	кто бы	1	1
279	таком случае	2	1
280	начинается с	2	1
281	и через	3	1
282	самом деле	2	1
283	ясно что	1	1
284	смысл этого	1	1
285	и до	1	1
286	почти всегда	1	1
287	действительности и	1	1
288	и за	1	1
289	смерти отца	1	1
290	из всех	1	1
291	дети это	1	1
292	не слышим	1	1
293	мы не	4	1
294	случае это	1	1
295	на место	1	1
296	человека и	3	1
297	это отношение	1	1
298	это сказывается	1	1
299	нет ли	1	1
300	это наблюдение	1	1
301	материальной жизни	1	1
302	между собой	1	1
303	быть в	1	1
304	столь же	1	1
305	что его	2	1
306	в различных	1	1
307	это означало	1	1
308	и подымает	1	1
309	но как	1	1
310	не то	1	1
311	к которой	1	1
312	в быту	2	1
313	действия и	2	1
314	а одна	1	1
315	к богу	1	1
316	ответ на	1	1
317	считать ее	1	1
318	тут же	2	1
319	не просто	1	1
320	нет и	2	1
321	другое и	1	1
322	тесно связан	1	1
323	отнюдь не	4	1
324	чем же	1	1
325	в гости	1	1
326	общего с	1	1
327	в браке	1	1
328	такова же	1	1
329	это был	3	1
330	перед нами	1	1
331	во дворце	1	1
332	хочет сделать	1	1
333	его к	1	1
334	службу в	1	1
335	еще на	1	1
336	дома все	1	1
337	что это	1	1
338	сказать о	1	1
339	бы не	2	1
340	что автор	1	1
341	общеизвестно что	1	1
342	попавших в	1	1
343	на то	1	1
344	а более	1	1
345	и ту	1	1
346	доказывать что	1	1
347	но прежде	2	1
348	главным образом	1	1
349	видеть в	1	1
350	в первую	1	1
351	моменты которые	1	1
352	них нет	1	1
353	том чтобы	1	1
354	этот период	1	1
355	и по	2	1
356	черту он	1	1
357	так например	3	1
358	человека в	3	1
359	за свою	1	1
360	в мире	5	1
361	об этом	4	1
362	в глубине	1	1
363	к черту	1	1
364	это весьма	1	1
365	входит в	1	1
366	заключается в	1	1
367	с другими	2	1
368	со всех	1	1
369	подходит к	1	1
370	вопрос так	1	1
371	одной из	3	1
372	но уже	3	1
373	он из	1	1
374	соответствии с	4	1
375	которой он	2	1
376	гораздо глубже	1	1
377	ведет к	1	1
378	очень важный	1	1
379	над его	1	1
380	перед собой	1	1
381	меняется и	1	1
382	в эту	1	1
383	но если	2	1
384	в своей	6	1
385	этой связи	1	1
386	в такой	2	1
387	однако этот	3	1
388	своего рода	3	1
389	быта и	1	1
390	не могли	2	1
391	что этот	2	1
392	все данные	1	1
393	теперь я	2	1
394	по себе	1	1
395	говорит ему	1	1
396	сам он	1	1
397	героем и	2	1
398	вплоть до	1	1
399	в таких	1	1
400	из нас	2	1
401	самого начала	1	1
402	меня не	1	1
403	в плане	3	1
404	герой его	1	1
405	тем из	1	1
406	казалось бы	3	1
407	как она	1	1
408	на себе	1	1
409	смертельный удар	1	1
410	не говорит	1	1
411	уже говорили	1	1
412	до определенного	1	1
413	как я	1	1
414	из условий	1	1
415	только с	2	1
416	тогда в	1	1
417	мы и	1	1
418	вопрос не	1	1
419	перед ним	1	1
420	начиная с	2	1
421	нет ни	1	1
422	героев и	1	1
423	лежит в	1	1
424	отличается от	1	1
425	за что	1	1
426	всего что	1	1
427	указывает на	1	1
428	не есть	1	1
429	если же	1	1
430	ничего общего	1	1
431	нас до	1	1
432	называет себя	3	1
433	и поэтому	2	1
434	приходит к	1	1
435	упомянутым выше	1	1
436	имеют общую	1	1
437	свою очередь	1	1
438	меня в	1	1
439	в ее	2	1
440	только то	1	1
441	в себя	1	1
442	на той	1	1
443	с самого	1	1
444	и сам	5	1
445	в образе	3	1
446	только через	2	1
447	можно было	1	1
448	каждого из	1	1
449	во второй	1	1
450	отца или	1	1
451	является в	1	1
452	и всякого	1	1
453	он сам	3	1
454	и делают	1	1
455	по мере	1	1
456	с ним	3	1
457	означает что	1	1
458	и должно	1	1
459	это происходит	1	1
460	при котором	1	1
461	за пределами	1	1
462	с другим	2	1
463	почему же	1	1
464	сумму за	1	1
465	можно встретить	1	1
466	восходит к	2	1
467	мы понимаем	1	1
468	и только	2	1
469	к королю	1	1
470	по разным	1	1
471	где происходит	1	1
472	тот же	1	1
473	пришел к	1	1
474	как нечто	1	1
475	по возвращении	1	1
476	может оказаться	1	1
477	который в	1	1
478	рублей и	1	1
479	сказывается в	1	1
480	не можем	1	1
481	уже в	2	1
482	в большинстве	1	1
483	не знать	1	1
484	в начале	3	1
485	предположение что	1	1
486	или даже	2	1
487	так это	1	1
488	не стал	1	1
489	и их	1	1
490	руки и	1	1
491	внешние формы	1	1
492	сами по	1	1
493	черта и	1	1
494	тогда как	3	1
495	явно не	1	1
496	брак с	2	1
497	как у	3	1
498	и прежде	1	1
499	и между	1	1
500	такое же	1	1
501	они живут	1	1
502	большую роль	1	1
503	однако в	1	1
504	этого персонажа	1	1
505	в соответствии	4	1
506	на этот	2	1
507	не означает	2	1
508	жизнь в	1	1
509	под влиянием	1	1
510	обращение с	1	1
511	будет иметь	1	1
512	они одновременно	1	1
513	есть одно	1	1
514	д в	3	1
515	играют в	1	1
516	к себе	1	1
517	но такое	1	1
518	одну общую	1	1
519	в жизнь	1	1
520	в область	3	1
521	что за	1	1
522	превращался в	1	1
523	его работе	1	1
524	не видят	1	1
525	как бы	11	1
526	кто из	1	1
527	думать о	1	1
528	человек с	1	1
529	том смысле	1	1
530	что же	1	1
531	этого слова	1	1
532	с этой	3	1
533	в основном	6	1
534	только для	2	1
535	все это	6	1
536	характерные для	1	1
537	в один	1	1
538	ранних стадиях	3	1
539	от матери	1	1
540	она должна	1	1
541	в книге	1	1
542	это уже	2	1
543	так он	2	1
544	человек и	1	1
545	но когда	1	1
546	жить и	1	1
547	или нет	1	1
548	они имеют	2	1
549	дана в	1	1
550	в новый	1	1
551	на фоне	1	1
552	героя и	2	1
553	не знает	1	1
554	была бы	1	1
555	от всех	1	1
556	но можно	1	1
557	героя в	4	1
558	это и	1	1
559	из этого	2	1
560	у которых	1	1
561	но эти	2	1
562	видим в	2	1
563	я могу	1	1
564	как на	1	1
565	в таком	3	1
566	том числе	1	1
567	и сел	1	1
568	событий в	1	1
