N	3gram	Voloshinov_2	FransuaR
1	то же время	8	8
2	в то же	8	8
3	в большинстве случаев	5	5
4	как мы уже	3	5
5	мы уже говорили	1	5
6	более или менее	2	3
7	в том числе	1	3
8	но и в	2	3
9	для того чтобы	6	3
10	с другой стороны	1	3
11	с самого начала	5	3
12	таким образом в	1	3
13	с точки зрения	13	2
14	на самом же	3	2
15	том числе и	1	2
16	и в других	1	2
17	в узком смысле	2	2
18	с одной стороны	3	2
19	для правильного понимания	1	2
20	самом же деле	3	2
21	не только в	1	2
22	о том что	3	2
23	как мы видели	3	2
24	если бы он	3	1
25	можно сказать что	1	1
26	и того же	4	1
27	но как раз	1	1
28	а следовательно и	1	1
29	все разобранные нами	1	1
30	он как и	1	1
31	же время это	1	1
32	дело в том	1	1
33	мы уже сказали	1	1
34	и так сказать	1	1
35	то же самое	5	1
36	одной стороны и	2	1
37	к нему не	1	1
38	под ним не	1	1
39	до сих пор	3	1
40	и не может	3	1
41	как мы сказали	3	1
42	до известной степени	1	1
43	в той же	1	1
44	в этом отношении	1	1
45	о чем мы	1	1
46	на части в	1	1
47	xviii и xix	1	1
48	непосредственно связанных с	1	1
49	ко всякого рода	1	1
50	же время они	1	1
51	они и не	1	1
52	одно и то	3	1
53	во франции и	1	1
54	был бы не	1	1
55	но в то	5	1
56	тем что он	1	1
57	и все его	1	1
58	в сущности это	1	1
59	тесно связана с	1	1
60	смысле этого слова	4	1
61	и то же	3	1
62	может быть и	5	1
63	в сущности только	1	1
64	в отличие от	3	1
65	а с другой	1	1
66	понимая под ним	1	1
67	в связи с	7	1
68	в самой жизни	1	1
69	так и от	2	1
70	как мы увидим	1	1
71	так же и	1	1
72	все сказанное нами	1	1
73	так и в	1	1
74	и в соответствии	1	1
75	то же слово	2	1
76	как мы знаем	1	1
77	не может быть	10	1
78	оно так сказать	1	1
79	мы уже знаем	2	1
80	лишь одной из	1	1
81	в нем нет	2	1
82	его так же	1	1
83	же самое что	1	1
84	даже и в	1	1
85	в свою очередь	5	1
86	мы можем сказать	2	1
87	речи и как	1	1
88	в конечном счете	1	1
89	одного и того	4	1
90	ним не только	1	1
91	мы уже указывали	1	1
92	конечно не только	2	1
93	теперь мы можем	1	1
94	на самом деле	4	1
95	в соответствии с	1	1
96	лицом к лицу	1	1
97	в том что	6	1
98	соответствии с этим	1	1
99	к тому же	2	1
100	можем сказать что	1	1
101	мы видели что	1	1
102	и делает его	1	1
