N	3gram	Propp_Isto_4	Myshleni
1	в этом случае	3	14
2	по сравнению с	3	7
3	так же как	12	7
4	к тому что	1	6
5	то же самое	2	5
6	в данном случае	3	5
7	потому что у	1	4
8	вместе с тем	1	4
9	не может быть	4	4
10	о том что	2	4
11	и тем самым	1	4
12	на то что	3	4
13	до сих пор	5	3
14	одно и то	1	3
15	и то что	5	3
16	мы не можем	1	3
17	смысле этого слова	2	3
18	и то же	1	3
19	тем не менее	2	3
20	содержит в себе	2	3
21	можно сказать что	1	3
22	как и в	1	3
23	как мы видели	3	3
24	потому что он	1	2
25	в большинстве случаев	1	2
26	точно так же	5	2
27	что в этом	1	2
28	чем перейти к	1	2
29	то время как	1	2
30	же как и	4	2
31	в то время	1	2
32	и вместе с	1	2
33	том что они	1	2
34	же самое что	1	2
35	приводит нас к	4	2
36	что иное как	3	1
37	этот вопрос так	1	1
38	мы видим в	1	1
39	подобно тому как	1	1
40	нас к той	1	1
41	в том числе	1	1
42	совершенно то же	1	1
43	и не может	1	1
44	между ними существует	1	1
45	в зависимости от	1	1
46	есть не что	1	1
47	что он не	1	1
48	как мы увидим	1	1
49	друг на друга	1	1
50	и тогда он	1	1
51	нас к пониманию	1	1
52	в силу присущих	2	1
53	и в этих	1	1
54	этапы в развитии	1	1
55	его связь с	1	1
56	в одном случае	3	1
57	между ним и	1	1
58	в целом и	1	1
59	если бы мы	1	1
60	не только в	2	1
61	то что она	1	1
62	силу присущих ему	2	1
63	она не имеет	1	1
64	даже если бы	1	1
65	во всех этих	1	1
66	что он хочет	1	1
67	с другой стороны	4	1
68	таким же образом	1	1
69	он говорит что	1	1
70	но вместе с	1	1
71	не могут быть	1	1
72	только после того	1	1
73	что он как	1	1
74	приводят к тому	1	1
75	что у него	1	1
76	нельзя сказать что	1	1
77	мы увидим ниже	1	1
78	из которых каждый	1	1
79	вопрос о связи	1	1
80	но не для	1	1
81	таким образом мы	1	1
82	так и в	2	1
83	это и есть	1	1
84	как это мы	1	1
85	но и там	1	1
86	а она уже	1	1
87	как таковых и	1	1
88	внимание на то	1	1
89	может входить в	1	1
90	после того как	2	1
91	иначе чем это	1	1
92	не что иное	3	1
93	но все же	4	1
94	то что этот	1	1
95	тем что он	2	1
96	что и в	1	1
97	только тогда когда	1	1
98	в центре внимания	1	1
99	то что по	1	1
