N	3gram	Vygotskiy__4	Dialekti
1	и т д	2	15
2	с точки зрения	4	8
3	сама по себе	3	7
4	в том что	12	6
5	и та же	2	4
6	одна и та	2	4
7	только то что	1	4
8	то же время	1	4
9	о том что	10	4
10	с другой стороны	2	4
11	и может быть	4	3
12	что иное как	1	3
13	в самом деле	7	3
14	в таком случае	1	3
15	сами по себе	3	3
16	в то же	1	3
17	то время как	2	3
18	сам по себе	2	3
19	не что иное	1	3
20	ни в каком	1	3
21	не может быть	1	3
22	вовсе не в	1	3
23	в то время	2	3
24	можно сказать что	1	3
25	мы уже знаем	2	3
26	может быть в	1	3
27	потому что он	2	2
28	до сих пор	3	2
29	и т п	3	2
30	ни в какой	1	2
31	и в частности	2	2
32	не только в	1	2
33	так как это	3	2
34	так или иначе	1	2
35	по себе так	1	2
36	во всяком случае	3	2
37	в каком случае	1	2
38	есть не просто	1	2
39	с самого начала	5	2
40	что в нем	5	2
41	потому что они	1	2
42	то же самое	6	2
43	том что она	1	1
44	а ведь оно	1	1
45	но не от	1	1
46	уже знаем что	2	1
47	не ошибемся если	1	1
48	что она не	1	1
49	тех пор пока	2	1
50	это то что	1	1
51	может существовать вне	1	1
52	да и не	2	1
53	так же и	1	1
54	самого по себе	1	1
55	только что в	2	1
56	но это значит	1	1
57	равно как и	1	1
58	на самом деле	5	1
59	подобно тому как	1	1
60	в этом смысле	1	1
61	нет никакой возможности	2	1
62	в том и	1	1
63	о том как	2	1
64	же как и	1	1
65	и не может	1	1
66	и в то	1	1
67	если скажем что	1	1
68	и может существовать	1	1
69	как только вы	1	1
70	бы то ни	1	1
71	в чем она	1	1
72	я уже говорил	1	1
73	не даны в	1	1
74	точно так же	3	1
75	самой своей природе	1	1
76	и это конечно	1	1
77	со всех сторон	1	1
78	д все это	1	1
79	вместе с тем	2	1
80	так как все	1	1
81	не то что	3	1
82	в это время	2	1
83	как раз в	4	1
84	об этом нам	1	1
85	это не просто	3	1
86	так же как	3	1
87	в виду не	1	1
88	от действительности и	1	1
89	по самой своей	1	1
90	и с точки	1	1
91	с одной стороны	3	1
92	на первый взгляд	1	1
93	в конце концов	3	1
94	в том как	1	1
95	нет ни одной	1	1
96	и в этом	3	1
97	и в этой	1	1
98	мы будем говорить	1	1
99	мы никогда не	3	1
100	мы уже говорили	1	1
101	на тему о	1	1
102	ошибемся если скажем	1	1
103	сам не может	1	1
104	я не могу	1	1
105	если же время	1	1
106	по себе и	2	1
107	иное как сама	1	1
108	с ним в	2	1
109	а не только	1	1
110	именно в том	2	1
111	и всякий другой	1	1
112	друг с другом	4	1
113	надо сказать что	3	1
114	и остается только	1	1
115	т д все	1	1
116	мы не ошибемся	1	1
117	заключается в том	3	1
118	говорить о том	3	1
119	то что мы	3	1
120	и вместе с	1	1
121	это и есть	3	1
122	что она всегда	1	1
123	всего того что	1	1
124	и независимо от	1	1
125	не забудем что	1	1
126	к выводу что	1	1
127	что и в	1	1
128	ясно что он	1	1
129	тем и другим	1	1
130	мы еще будем	1	1
131	сказать что эта	1	1
132	речь идет о	2	1
133	несмотря на все	1	1
134	между тем и	1	1
135	взятые сами по	1	1
136	за то что	3	1
137	до тех пор	2	1
138	нет мысли о	1	1
139	как мы уже	1	1
140	себе так как	1	1
141	и когда мы	1	1
142	новый смысл и	2	1
143	к тому что	5	1
144	и ни на	1	1
145	на то как	2	1
146	сейчас же мы	1	1
147	том что он	3	1
148	она не может	1	1
149	к тому же	2	1
150	в жизни и	1	1
151	мы только что	1	1
152	не больше чем	1	1
