N	3gram	Losev_Vlad_3	Problema
1	не может быть	6	11
2	с точки зрения	6	6
3	в отличие от	3	5
4	в данном случае	2	4
5	с другой стороны	2	4
6	в противном случае	1	3
7	в самом деле	1	3
8	в этом смысле	3	3
9	в иных случаях	1	3
10	бы то ни	3	3
11	можно было бы	1	3
12	в основе своей	1	3
13	далеко не всегда	1	3
14	все то что	1	3
15	с одной стороны	3	3
16	то же время	2	3
17	в том что	10	3
18	в то же	3	3
19	тем не менее	9	3
20	вопроса о значении	1	2
21	как и для	1	2
22	то же самое	1	2
23	в том же	1	2
24	на первый план	2	2
25	в строгом смысле	1	2
26	и в то	2	2
27	то ни было	1	2
28	и не с	1	2
29	не только в	1	2
30	есть таким образом	1	2
31	может и не	1	2
32	сказать и о	1	2
33	к нему и	2	2
34	той или иной	1	2
35	и должны быть	1	2
36	для того чтобы	1	2
37	не довлеет себе	1	2
38	в этом отношении	2	2
39	мы о ней	1	1
40	что иное как	1	1
41	иметь в виду	2	1
42	в виду что	1	1
43	да и не	1	1
44	не говоря уже	1	1
45	в этом последнем	1	1
46	в настоящее время	3	1
47	также и в	2	1
48	могут и должны	1	1
49	в том и	1	1
50	о том как	1	1
51	одной стороны и	2	1
52	то что является	1	1
53	к этому присоединяется	1	1
54	во что бы	2	1
55	а следовательно и	1	1
56	до сих пор	1	1
57	именно то что	1	1
58	хотя бы и	3	1
59	в которой я	1	1
60	не может иметь	1	1
61	она все равно	1	1
62	но можно ли	1	1
63	на самом же	2	1
64	с тем что	1	1
65	строгом смысле слова	1	1
66	резко отличается от	1	1
67	ни в какой	1	1
68	на то что	2	1
69	может быть и	1	1
70	и не в	1	1
71	и тем не	1	1
72	отнюдь не является	1	1
73	можно найти в	1	1
74	что бы то	2	1
75	таким образом есть	1	1
76	то время как	2	1
77	решении вопроса о	1	1
78	не что иное	1	1
79	если бы мы	1	1
80	и в его	3	1
81	а также и	6	1
82	и не вполне	1	1
83	то ни стало	2	1
84	и должно быть	1	1
85	и в этом	5	1
86	не есть ни	1	1
87	притом не только	1	1
88	в связи с	2	1
89	в том смысле	1	1
90	в глазах самого	1	1
91	и не столь	1	1
92	не имеет к	1	1
93	о которых мы	1	1
94	и в том	2	1
95	самом же деле	2	1
96	в истории философии	3	1
97	не входя в	1	1
98	в истории и	1	1
99	в связи со	1	1
100	то что в	3	1
101	раз и навсегда	1	1
102	в то время	4	1
103	здесь не может	1	1
104	это и есть	1	1
105	ясно что в	1	1
106	и отнюдь не	1	1
107	вопрос о том	1	1
108	при решении вопроса	1	1
109	выходит за пределы	1	1
110	не выходит за	1	1
111	и как мы	1	1
112	в его работе	1	1
113	к тому что	2	1
114	если бы не	1	1
115	довлеет себе а	1	1
116	дело в том	5	1
