N	2gram	Vinokur_St_3	Vladivir
1	с м	1	41
2	и в	25	31
3	в году	5	30
4	не только	12	24
5	а к	1	22
6	но и	9	19
7	то что	12	18
8	и не	10	17
9	вл соловьевым	1	15
10	у него	9	15
11	в этом	24	14
12	том что	15	14
13	и с	4	14
14	он был	3	14
15	что в	19	14
16	но в	5	12
17	в его	12	12
18	что он	19	12
19	с его	3	11
20	о том	8	11
21	в том	20	11
22	между прочим	3	11
23	потому что	5	11
24	и то	1	10
25	также и	1	10
26	он не	5	10
27	так что	11	10
28	как мы	2	9
29	никогда не	2	9
30	в конце	6	9
31	только в	6	9
32	даже и	1	9
33	в течение	4	9
34	а в	6	9
35	о вл	1	8
36	в те	1	8
37	и по	2	8
38	в то	7	8
39	в дальнейшем	1	8
40	в петербурге	1	8
41	вл соловьеве	1	8
42	так как	3	8
43	кроме того	3	7
44	и его	3	7
45	для него	3	7
46	об этом	5	7
47	уже в	3	7
48	как раз	3	7
49	еще и	1	7
50	сказать что	4	7
51	того же	2	6
52	то же	5	6
53	то он	2	6
54	и к	4	6
55	свое время	1	6
56	это было	8	6
57	он и	2	6
58	в котором	5	6
59	иной раз	1	6
60	у нас	4	6
61	и сам	1	6
62	так и	5	6
63	разного рода	1	6
64	и что	3	6
65	его жизни	1	6
66	можно сказать	4	6
67	в качестве	4	6
68	может быть	19	6
69	не может	7	6
70	к этому	3	6
71	не был	2	5
72	но как	2	5
73	когда он	1	5
74	это был	2	5
75	на то	5	5
76	и если	3	5
77	не в	6	5
78	же года	1	5
79	со своим	1	5
80	что и	1	5
81	вовсе не	2	5
82	но он	3	5
83	не было	4	5
84	а с	2	5
85	что же	1	5
86	все это	8	5
87	а также	4	5
88	с ним	1	5
89	в период	1	5
90	в свое	1	5
91	жизни и	1	5
92	в своих	8	5
93	из его	7	4
94	он уже	1	4
95	мы и	1	4
96	что его	2	4
97	в этой	14	4
98	в истории	1	4
99	в своем	1	4
100	и как	1	4
101	говорит что	5	4
102	в которой	4	4
103	как он	1	4
104	в нем	1	4
105	в россии	6	4
106	что у	2	4
107	же касается	1	4
108	этом смысле	4	4
109	как и	4	4
110	несмотря на	3	4
111	в своей	4	4
112	и вообще	1	4
113	не раз	1	4
114	а а	6	4
115	дело в	1	4
116	можно судить	1	4
117	году он	1	4
118	же время	3	4
119	к ней	4	4
120	он писал	2	4
121	к нему	4	4
122	по своей	1	4
123	один из	2	4
124	течение всей	2	4
125	и у	2	4
126	в особенности	4	4
127	что для	3	4
128	и все	1	4
129	такого рода	5	4
130	для нас	1	4
131	на себя	1	3
132	и он	1	3
133	и на	6	3
134	то мы	1	3
135	но не	2	3
136	в в	3	3
137	в общем	4	3
138	отношение к	4	3
139	за пределы	1	3
140	что они	2	3
141	как в	6	3
142	а иной	1	3
143	все же	4	3
144	более или	1	3
145	в целом	4	3
146	все эти	3	3
147	но на	1	3
148	о которой	2	3
149	на его	4	3
150	то есть	2	3
151	эти годы	2	3
152	не мог	2	3
153	или менее	1	3
154	во время	3	3
155	взгляд на	2	3
156	что касается	7	3
157	но это	4	3
158	что этот	3	3
159	и очень	1	3
160	в отношении	2	3
161	на него	1	3
162	и всегда	2	3
163	ничего не	4	3
164	ему было	1	3
165	всей жизни	1	3
166	вот что	3	3
167	свидетельствуют о	1	3
168	таким образом	10	3
169	к тому	2	3
170	в жизни	4	3
171	раз даже	1	3
172	был для	1	3
173	здесь не	1	3
174	и здесь	3	3
175	это была	1	3
176	человека как	1	3
177	конце концов	3	3
178	и так	1	3
179	уже не	3	3
180	в виде	3	3
181	тоже в	1	3
182	но что	1	3
183	и из	1	3
184	с другой	5	3
185	по своим	1	3
186	был в	1	3
187	если не	1	3
188	в связи	3	3
189	вместе с	2	3
190	в начале	4	3
191	но я	1	3
192	собственно говоря	1	3
193	и н	1	3
194	года в	2	3
195	же т	1	3
196	другой стороны	5	3
197	но этот	1	3
198	и т	8	2
199	одним из	1	2
200	тех же	1	2
201	к своей	2	2
202	и до	1	2
203	и за	2	2
204	той же	2	2
205	такой факт	1	2
206	для своего	1	2
207	этом не	1	2
208	хотя бы	1	2
209	ему в	1	2
210	еще не	2	2
211	в чем	4	2
212	россии и	2	2
213	мы будем	1	2
214	к жизни	1	2
215	ответ на	5	2
216	нет и	2	2
217	то обстоятельство	5	2
218	и я	1	2
219	его к	2	2
220	конечно не	1	2
221	из этих	6	2
222	и тот	2	2
223	всей его	1	2
224	что она	1	2
225	т д	2	2
226	и еще	1	2
227	была не	2	2
228	своего времени	2	2
229	на этом	3	2
230	от нее	3	2
231	что все	3	2
232	а по	2	2
233	лишь в	4	2
234	было бы	7	2
235	известно что	2	2
236	ни в	5	2
237	в них	5	2
238	за это	1	2
239	с тем	4	2
240	можно считать	1	2
241	бога и	1	2
242	точки зрения	7	2
243	в детские	2	2
244	что такое	7	2
