N	3gram	Vygotskiy__5	DiskursI
1	в отличие от	2	12
2	в том что	11	6
3	по отношению к	12	4
4	в этом отношении	5	4
5	в то же	1	4
6	с одной стороны	3	4
7	так и в	1	3
8	не может быть	3	3
9	о том что	4	3
10	той или иной	1	3
11	и того же	3	2
12	и может быть	1	2
13	одной стороны и	1	2
14	в обоих случаях	1	2
15	состоит в том	3	2
16	подобно тому как	4	2
17	в этом случае	3	2
18	с точки зрения	9	2
19	и не может	2	2
20	в первую очередь	1	2
21	одно и то	1	2
22	и то что	2	2
23	и то же	1	2
24	но при этом	2	2
25	в свое время	2	2
26	одного и того	3	2
27	в другом месте	4	1
28	по своей природе	1	1
29	том что в	2	1
30	не в состоянии	4	1
31	такой же мере	3	1
32	при переходе от	1	1
33	потому что в	2	1
34	если можно так	1	1
35	в самом деле	2	1
36	но в той	1	1
37	того или иного	1	1
38	которая состоит в	1	1
39	друг от друга	4	1
40	с другой стороны	2	1
41	но они же	1	1
42	тому как в	3	1
43	по аналогии с	1	1
44	можно так выразиться	1	1
45	в той мере	3	1
46	в этот период	2	1
47	а с другой	2	1
48	речи подобно тому	1	1
49	именно в этом	2	1
50	и в частности	2	1
51	первую очередь по	1	1
52	в применении к	1	1
53	как и его	1	1
54	в такой же	3	1
55	не совпадает с	1	1
56	говорит об этом	1	1
57	не столько в	1	1
58	не могут быть	1	1
59	так и с	1	1
60	а не как	1	1
61	на передний план	1	1
62	во всяком случае	1	1
63	в самых общих	2	1
64	мере в какой	3	1
65	и той же	1	1
66	тем самым он	1	1
67	самых общих чертах	1	1
68	с самого начала	5	1
69	в себя и	1	1
70	но в этом	1	1
71	в этом заключается	1	1
72	включает в себя	2	1
73	можно сказать что	5	1
74	не говорит об	1	1
75	на всем протяжении	2	1
76	что на деле	1	1
77	в полной мере	1	1
78	и здесь в	1	1
79	природе своей предполагает	1	1
80	в том числе	1	1
81	одной и той	1	1
82	той мере в	3	1
83	тем не менее	1	1
84	связи и отношения	2	1
85	том числе и	1	1
