N	3gram	Propp_Morf_1	Psycholo
1	для того чтобы	2	19
2	в том что	3	12
3	о том что	1	10
4	на то что	2	6
5	к тому что	3	5
6	на самом деле	4	5
7	с самого начала	1	5
8	и может быть	1	4
9	с точки зрения	2	4
10	друг с другом	1	4
11	том что он	1	3
12	то что в	2	3
13	совершенно ясно что	1	3
14	точно так же	1	3
15	одна из них	1	3
16	то что он	1	3
17	во всяком случае	2	3
18	говорить о том	1	3
19	до сих пор	1	3
20	с одной стороны	1	3
21	вслед за этим	1	3
22	таким образом что	1	2
23	о том как	1	2
24	то время как	3	2
25	так как мы	1	2
26	с другой стороны	4	2
27	вместо того чтобы	1	2
28	в то время	3	2
29	мы видим что	9	2
30	и т д	39	2
31	самом деле в	1	1
32	весь этот материал	1	1
33	совершенно непонятно почему	1	1
34	по отношению к	4	1
35	подобно тому как	5	1
36	он может быть	2	1
37	вдруг совершенно неожиданно	1	1
38	или во всяком	1	1
39	мы не можем	1	1
40	тому что в	1	1
41	в таком случае	1	1
42	мы переходим к	1	1
43	бы то ни	3	1
44	в третий раз	1	1
45	и таким образом	2	1
46	что вопрос о	1	1
47	правильнее было бы	1	1
48	так например в	1	1
49	то мы увидим	1	1
50	встречаются на пути	1	1
51	элемента из которых	1	1
52	порядке в каком	1	1
53	что совсем не	1	1
54	и в некоторых	1	1
55	в том или	1	1
56	и когда мы	1	1
57	в совершенно другом	1	1
58	один из них	1	1
59	то ни было	2	1
60	на первый взгляд	3	1
61	а также и	3	1
62	самом деле он	1	1
63	и в этой	1	1
64	перед нами в	1	1
65	из них не	1	1
66	друг к другу	2	1
67	т д все	1	1
68	в точном смысле	1	1
69	а на самом	1	1
70	что это и	1	1
71	оно может быть	2	1
72	не может быть	9	1
73	как это уже	1	1
74	на этот сюжет	1	1
75	что они должны	1	1
76	но об этом	1	1
77	но никто не	1	1
78	и независимо от	1	1
79	тем и другим	2	1
80	и что следовательно	1	1
81	и заставляет его	1	1
82	ни одна из	1	1
83	могло бы быть	1	1
84	мы будем говорить	1	1
85	можно сказать что	1	1
86	иначе чем это	1	1
87	мы приходим к	2	1
88	даже не упоминается	1	1
89	иногда может быть	1	1
90	что и в	1	1
91	мы увидим что	1	1
