N	3gram	Bakhtin_Fr_8	Hudozhes
1	о том что	2	9
2	то же время	10	8
3	по отношению к	1	8
4	в то же	10	8
5	в том что	6	6
6	в самом деле	1	4
7	можно было бы	1	4
8	с точки зрения	2	3
9	в этом отношении	1	3
10	но в то	2	3
11	жизни и смерти	1	3
12	в связи с	3	3
13	и в самом	1	3
14	как и в	4	3
15	о том как	1	2
16	до сих пор	8	2
17	в первой половине	1	2
18	в действительности же	1	2
19	не в том	1	2
20	вместо того чтобы	1	2
21	не может быть	2	2
22	речь идет о	1	2
23	он вспоминает о	1	1
24	и там где	1	1
25	состоит в том	1	1
26	прежде всего в	1	1
27	мы узнаем что	1	1
28	на самом деле	1	1
29	но при этом	1	1
30	в этом смысле	1	1
31	то же самое	1	1
32	одной стороны и	1	1
33	сих пор еще	4	1
34	таит в себе	1	1
35	и в этом	1	1
36	и в то	5	1
37	с самого начала	1	1
38	до известной степени	1	1
39	более или менее	2	1
40	же время не	1	1
41	что все эти	1	1
42	на самом же	1	1
43	целого в этом	1	1
44	в отличие от	1	1
45	в узком смысле	2	1
46	как правило не	1	1
47	он вовсе не	1	1
48	не потому что	1	1
49	же время это	1	1
50	говорили что на	1	1
51	а также и	1	1
52	так и в	1	1
53	мы уже говорили	7	1
54	как впрочем и	1	1
55	как бы в	1	1
56	самом же деле	1	1
57	в свое время	1	1
58	в данном случае	2	1
59	между этими двумя	1	1
60	никогда не бывает	1	1
61	не только не	2	1
62	не было ни	1	1
63	прежде всего это	1	1
64	все же не	1	1
65	с одной стороны	2	1
66	друг с другом	1	1
67	и вторая глава	1	1
