N	3gram	Tiupa_Anal_3	Psycholo
1	в том что	7	17
2	для того чтобы	1	13
3	в самом деле	1	11
4	с точки зрения	2	10
5	заключается в том	1	10
6	не может быть	1	8
7	на самом деле	1	5
8	до сих пор	1	5
9	в этом отношении	3	5
10	и той же	2	4
11	сам по себе	1	4
12	в сущности говоря	1	4
13	в данном случае	3	4
14	тем не менее	2	4
15	о том что	5	4
16	одной и той	2	4
17	иметь дело с	2	3
18	том что он	2	3
19	в том чтобы	1	3
20	само по себе	1	3
21	в конечном счете	2	3
22	что и в	1	3
23	подобно тому как	2	2
24	той же самой	1	2
25	что он не	1	2
26	как и в	4	2
27	на этот вопрос	1	2
28	не в том	1	2
29	во всяком случае	2	2
30	при этом как	2	2
31	таким образом в	1	2
32	то же время	3	2
33	в свою очередь	4	2
34	того или иного	1	2
35	с другой стороны	5	2
36	в то же	3	2
37	и того же	3	1
38	и может быть	1	1
39	а между тем	1	1
40	что иное как	1	1
41	то есть не	1	1
42	в русской поэзии	2	1
43	лишь тем что	1	1
44	искусство никогда не	1	1
45	в этом смысле	1	1
46	может быть признано	1	1
47	один и тот	1	1
48	том что при	1	1
49	крайней мере в	2	1
50	в этом случае	1	1
51	той же природы	1	1
52	и каким образом	1	1
53	между тем в	1	1
54	в таком случае	1	1
55	в зависимости от	1	1
56	в отличие от	2	1
57	не менее чем	1	1
58	несмотря на свою	1	1
59	а с другой	1	1
60	в борьбе за	2	1
61	и без остатка	1	1
62	в основе своей	1	1
63	но и как	1	1
64	по крайней мере	4	1
65	как если бы	1	1
66	одного сознания к	1	1
67	едва ли не	2	1
68	от одного сознания	1	1
69	здесь мы имеем	1	1
70	в противоречие с	1	1
71	с одной стороны	2	1
72	и тот же	1	1
73	не в самом	2	1
74	при этом он	2	1
75	не более чем	2	1
76	принадлежат к числу	1	1
77	в произведении искусства	1	1
78	с тем же	1	1
79	они принадлежат к	1	1
80	не могут быть	1	1
81	имеем дело с	1	1
82	в связи с	1	1
83	понимается при этом	1	1
84	а не как	1	1
85	что по крайней	1	1
86	а потому и	1	1
87	может быть определена	1	1
88	мы и будем	1	1
89	все это было	1	1
90	то есть от	1	1
91	того же автора	1	1
92	в свое время	2	1
93	те же события	1	1
94	есть не что	1	1
95	по себе а	1	1
96	и русской литературе	1	1
97	дело не с	1	1
98	как нельзя лучше	1	1
99	тем что у	1	1
100	при этом что	1	1
101	не только не	3	1
102	сознания к другому	1	1
103	именно потому что	1	1
104	можно сказать что	2	1
105	художественное произведение есть	1	1
106	одного и того	3	1
107	до тех пор	1	1
108	может и не	1	1
109	друг от друга	1	1
110	совершенно очевидно что	2	1
111	том что по	2	1
112	не что иное	1	1
113	в первом случае	1	1
114	в особенности же	1	1
115	то что они	1	1
116	тот факт что	1	1
