N	3gram	Vinokur_St_1	Myshleni
1	с точки зрения	8	21
2	для того чтобы	10	18
3	в этом случае	2	14
4	в том что	17	13
5	так же как	3	7
6	к тому что	1	6
7	по отношению к	3	5
8	в данном случае	6	5
9	с одной стороны	2	5
10	в самом деле	5	4
11	не может быть	5	4
12	заключается в том	3	4
13	о том что	11	4
14	на то что	4	4
15	в том и	1	3
16	в наших глазах	2	3
17	до сих пор	7	3
18	в этом отношении	7	3
19	и то что	2	3
20	смысле этого слова	1	3
21	тем не менее	2	3
22	во втором случае	2	3
23	содержит в себе	1	3
24	той и другой	1	3
25	по этому поводу	2	3
26	как и в	2	3
27	том что в	3	2
28	потому что он	1	2
29	речи в этом	1	2
30	одним и тем	2	2
31	но то что	1	2
32	на самом деле	6	2
33	том что он	1	2
34	в лучшем случае	1	2
35	представление о том	1	2
36	в той же	2	2
37	том и другом	1	2
38	в той мере	1	2
39	точно так же	1	2
40	как раз в	2	2
41	то время как	1	2
42	же как и	1	2
43	то что для	1	2
44	и тем же	2	2
45	в то время	2	2
46	никаких сомнений в	1	2
47	мере в какой	2	2
48	нужно было бы	1	2
49	друг от друга	1	2
50	той же мере	1	2
51	той мере в	1	2
52	таким образом в	1	2
53	если бы все	1	2
54	должны были бы	1	1
55	в своем направлении	1	1
56	в обоих случаях	1	1
57	сказать что в	3	1
58	в начале своего	1	1
59	точки зрения как	1	1
60	в которой он	1	1
61	если таким образом	1	1
62	обращаю внимание на	1	1
63	так как в	2	1
64	как в ее	1	1
65	является не случайным	1	1
66	в том числе	2	1
67	также и в	1	1
68	а не по	1	1
69	так что в	1	1
70	в соответствии с	1	1
71	этому поводу в	1	1
72	в этом смысле	1	1
73	в том же	1	1
74	должно было бы	1	1
75	потому что не	1	1
76	в одну кучу	1	1
77	ни одно из	1	1
78	только в том	3	1
79	что с точки	1	1
80	и не может	1	1
81	в зависимости от	1	1
82	тем обстоятельством что	1	1
83	что он не	1	1
84	в первую очередь	2	1
85	объясняется и то	1	1
86	том числе и	2	1
87	с которыми он	1	1
88	можно было бы	8	1
89	но если это	2	1
90	как правило к	1	1
91	давая себе труда	1	1
92	и в этих	1	1
93	то что было	1	1
94	в равной мере	2	1
95	при таком положении	2	1
96	и что в	1	1
97	в этой области	5	1
98	если бы мы	2	1
99	не только в	4	1
100	только и могут	1	1
101	то что она	1	1
102	с которыми мы	1	1
103	во всех трех	2	1
104	что в момент	1	1
105	тот факт что	1	1
106	что оба эти	1	1
107	должна была бы	3	1
108	и в этом	3	1
109	сомнений в том	1	1
110	то тем самым	1	1
111	во всех этих	1	1
112	в одной из	1	1
113	с другой стороны	6	1
114	своем направлении и	1	1
115	во всяком случае	6	1
116	никто не станет	1	1
117	на вопрос о	2	1
118	и таким образом	1	1
119	так например в	4	1
120	так и в	4	1
121	того чтобы получить	1	1
122	не давая себе	1	1
123	получить ответ на	1	1
124	той или иной	1	1
125	внимание на то	1	1
126	после того как	1	1
127	из этих двух	2	1
128	но все же	3	1
129	но также и	4	1
130	в то же	4	1
131	мы имеем дело	1	1
132	чтобы получить ответ	1	1
133	то в области	1	1
134	обратил внимание на	1	1
135	что и в	4	1
136	но разве это	1	1
137	в конце концов	1	1
