N	3gram	Bakhtin_Fr_1	Problema
1	в настоящее время	1	16
2	во всяком случае	1	10
3	то что мы	1	7
4	с одной стороны	2	5
5	в связи с	1	5
6	с другой стороны	1	5
7	как раз и	2	4
8	до сих пор	4	4
9	и вовсе не	2	4
10	в то же	1	4
11	в том что	6	4
12	в значительной мере	2	3
13	на первый план	1	3
14	но и в	2	3
15	и в частности	2	3
16	не может быть	1	3
17	даже и в	3	3
18	можно сказать что	1	3
19	вовсе не является	2	3
20	имея в виду	1	2
21	или хотя бы	1	2
22	на самом деле	2	2
23	всяком случае не	1	2
24	в самом деле	1	2
25	в том числе	10	2
26	сами по себе	1	2
27	можно говорить о	1	2
28	том числе и	7	2
29	может быть только	1	2
30	то или иное	1	2
31	для того чтобы	1	2
32	и многие другие	1	2
33	не только в	1	2
34	или понимаем его	1	2
35	имеем в виду	1	2
36	в виду только	1	2
37	то есть только	2	2
38	то есть в	4	2
39	и прежде всего	3	2
40	друг от друга	1	2
41	и здесь мы	1	2
42	однако и в	1	1
43	несколько слов о	1	1
44	но как раз	1	1
45	в той или	5	1
46	между прочим в	1	1
47	в какой мере	1	1
48	и не вполне	1	1
49	всегда в той	2	1
50	то есть по	1	1
51	как нам кажется	1	1
52	но как бы	1	1
53	чем иным как	1	1
54	и теоретические проблемы	1	1
55	и не только	1	1
56	и не может	1	1
57	в этом единственном	1	1
58	но для нас	1	1
59	на самом же	3	1
60	в этом отношении	3	1
61	литературы и искусства	3	1
62	в собственном смысле	1	1
63	к тому чтобы	1	1
64	но это не	1	1
65	как мы уже	5	1
66	более глубокое и	1	1
67	то есть без	1	1
68	и далеко не	1	1
69	и вообще не	1	1
70	в известной мере	3	1
71	к нему же	1	1
72	не чем иным	1	1
73	можно даже сказать	1	1
74	этого последнего и	1	1
75	это прежде всего	1	1
76	во многом уже	1	1
77	он перестает быть	1	1
78	и особенно в	1	1
79	в обычном смысле	1	1
80	и многое другое	1	1
81	в известном смысле	1	1
82	входит в область	1	1
83	да и самый	1	1
84	и ничего не	1	1
85	в последнее время	1	1
86	все более и	1	1
87	самом же деле	3	1
88	для нас в	1	1
89	по своей идее	1	1
90	виде но и	1	1
91	к частному и	1	1
92	вопросы о том	1	1
93	не потому что	1	1
94	так и в	2	1
95	на то или	1	1
96	более и более	1	1
97	лежащее в основе	1	1
98	и не знает	1	1
99	той или иной	5	1
100	этом отношении является	1	1
101	но все же	2	1
102	мы имеем в	1	1
103	о чем мы	1	1
104	в вопросе о	1	1
105	этого термина в	1	1
106	в основе этих	1	1
107	в узком смысле	2	1
108	это вовсе не	1	1
109	по нашему мнению	1	1
110	во многих отношениях	1	1
111	из тех больших	1	1
112	в какой-то мере	1	1
113	нам кажется совершенно	1	1
114	ведь даже и	1	1
115	в свое время	2	1
