N	3gram	Propp_Isto_4	Formalny
1	и т д	24	8
2	до сих пор	5	6
3	не может быть	4	5
4	так и в	2	4
5	может быть и	1	3
6	смысле этого слова	2	3
7	в своей работе	1	2
8	и не может	1	2
9	как и все	1	2
10	в зависимости от	1	2
11	как мы увидим	1	2
12	в большинстве случаев	1	2
13	главным образом на	1	2
14	в связи с	2	2
15	т е как	1	2
16	мы не можем	1	2
17	как мы видели	3	2
18	ничего общего с	1	1
19	между прочим и	1	1
20	и может быть	1	1
21	что в данном	1	1
22	ложные представления о	2	1
23	же как и	4	1
24	но не для	1	1
25	что как бы	1	1
26	но и в	1	1
27	этого слова а	1	1
28	бы мы ни	1	1
29	и сталкивается с	1	1
30	вместе с тем	1	1
31	не могло быть	1	1
32	в целом и	1	1
33	может быть уже	1	1
34	мы видим что	1	1
35	т е в	3	1
36	в данном случае	3	1
37	этих и подобных	1	1
38	то же происходит	2	1
39	по сравнению с	3	1
40	так и с	1	1
41	мы здесь не	1	1
42	можно указать на	1	1
43	но вместе с	1	1
44	с другой стороны	4	1
45	так же как	12	1
46	их функций в	1	1
47	в широком смысле	1	1
48	т е к	2	1
49	вовсе не есть	1	1
50	отношении что они	1	1
51	не только с	1	1
52	и тем самым	1	1
53	т е он	1	1
54	в том отношении	1	1
55	но все же	4	1
56	том отношении что	1	1
57	с этой стороны	2	1
58	мы и здесь	1	1
59	в том числе	1	1
60	к тому что	1	1
61	и социальной жизни	1	1
62	тем не менее	2	1
63	мы уже знаем	1	1
64	что и в	1	1
65	мы увидим что	2	1
