N	2gram	Vinokur_Ku_3	Problema
1	то что	4	42
2	вовсе не	5	35
3	и в	23	32
4	и не	10	31
5	не есть	3	29
6	не просто	2	23
7	в этом	16	19
8	не менее	12	19
9	тем не	9	18
10	не только	17	17
11	потому что	12	16
12	в себе	1	15
13	по себе	6	15
14	в виде	1	15
15	а не	11	15
16	но в	2	14
17	у нас	10	14
18	может быть	14	14
19	как бы	5	14
20	что мы	2	13
21	и тем	6	13
22	при помощи	1	13
23	как раз	4	13
24	сказать что	7	13
25	том что	11	12
26	что в	13	12
27	так и	6	12
28	а именно	3	12
29	и т	54	11
30	также и	5	11
31	так как	9	11
32	о том	6	11
33	если мы	7	11
34	то же	6	10
35	отнюдь не	3	10
36	т д	8	10
37	ничего не	6	10
38	прежде всего	9	10
39	еще не	9	9
40	но не	3	9
41	раз и	2	9
42	того чтобы	11	9
43	же самое	1	9
44	и что	7	9
45	но и	3	9
46	по своему	2	9
47	в данном	7	9
48	это есть	1	9
49	что же	5	9
50	в том	22	9
51	так же	2	9
52	в таком	4	9
53	и о	4	8
54	и ее	1	8
55	и на	1	8
56	все эти	7	8
57	для того	12	8
58	было бы	16	8
59	в своей	4	8
60	когда мы	3	8
61	данном случае	4	8
62	не может	6	8
63	но это	5	8
64	смысле слова	2	7
65	сам по	3	7
66	всех этих	1	7
67	ни в	3	7
68	как мы	5	7
69	здесь не	2	7
70	никогда не	1	7
71	того что	11	7
72	что он	6	7
73	только в	6	7
74	тем что	5	7
75	все это	2	7
76	во всяком	2	7
77	таком случае	2	6
78	и то	1	6
79	самом деле	14	6
80	на самом	3	6
81	и есть	5	6
82	есть не	3	6
83	говорить о	6	6
84	но как	3	6
85	за пределы	2	6
86	и как	2	6
87	в самом	13	6
88	и если	2	6
89	при этом	6	6
90	его в	2	6
91	это не	3	6
92	что такое	4	6
93	в то	3	6
94	таким образом	9	6
95	в виду	8	6
96	и здесь	2	6
97	в его	11	6
98	этом смысле	1	6
99	то и	2	6
100	о чем	2	6
101	как это	7	6
102	хотя и	5	6
103	совершенно не	5	6
104	не имеют	1	5
105	а только	1	5
106	она есть	2	5
107	в своем	4	5
108	перед нами	1	5
109	то в	3	5
110	что она	5	5
111	все равно	1	5
112	далеко не	5	5
113	с тем	6	5
114	в котором	2	5
115	связи с	6	5
116	ни о	1	5
117	той или	5	5
118	можно сказать	2	5
119	для нас	4	5
120	или иной	7	5
121	еще и	2	5
122	подобного рода	2	5
123	не знал	1	5
124	тем более	5	5
125	мы должны	3	5
126	в их	6	4
127	мы и	1	4
128	литературы и	1	4
129	сама по	2	4
130	как в	4	4
131	как он	2	4
132	после этого	1	4
133	входит в	1	4
134	он есть	1	4
135	не в	5	4
136	тому что	4	4
137	тем самым	4	4
138	казалось бы	1	4
139	а в	5	4
140	только то	3	4
141	в дальнейшем	2	4
142	на том	2	4
143	не говоря	2	4
144	если бы	8	4
145	никак не	2	4
146	с целью	2	4
147	а также	4	4
148	и только	3	4
149	вообще и	3	4
150	ровно ничего	1	4
151	один из	4	4
152	д и	1	4
153	литературе и	1	4
154	указание на	1	4
155	перейти к	2	4
156	именно как	1	4
157	именно в	3	4
158	и пр	3	4
159	не было	4	4
160	если не	1	4
161	ни на	2	4
162	для обозначения	2	4
163	и для	1	4
164	в связи	5	4
165	же в	1	4
166	по поводу	3	4
167	но она	1	3
168	того же	4	3
169	не нужно	1	3
170	в чем	5	3
171	в ее	4	3
172	что они	2	3
173	которые не	1	3
174	с этим	1	3
175	помнить что	1	3
176	более или	2	3
177	что это	3	3
178	мы получаем	1	3
179	учение о	2	3
180	но он	1	3
181	как оно	1	3
182	он не	3	3
183	его от	1	3
184	но все	2	3
185	что все	2	3
186	же касается	1	3
187	о которых	1	3
188	как и	5	3
189	и уже	1	3
190	несмотря на	1	3
191	на этот	2	3
192	смысл и	2	3
193	или менее	2	3
194	что значит	4	3
195	в этих	2	3
196	точки зрения	23	3
197	с точки	16	3
198	в которых	3	3
199	вовсе еще	1	3
200	есть еще	1	3
201	для которого	2	3
202	в отношении	3	3
203	того как	7	3
204	только не	1	3
205	в самой	1	3
206	тех или	1	3
207	и его	1	3
208	как будто	1	3
209	и делает	1	3
210	в каком	3	3
211	к тому	3	3
212	можно было	11	3
213	ясно что	4	3
214	мы в	1	3
215	для этого	6	3
216	о нем	1	3
217	искусства и	1	3
218	то уже	1	3
219	различие в	2	3
220	к нему	1	3
221	тем или	1	3
222	этому поводу	1	3
223	в теории	1	3
224	что здесь	1	3
225	мы увидим	1	3
226	очень много	2	3
227	по этому	1	3
228	именно на	2	3
229	же и	1	3
230	уже не	8	3
231	уже в	3	3
232	свидетельствует о	1	3
233	всяком случае	1	3
234	есть также	2	3
235	до сих	8	3
236	с другой	7	3
237	а наоборот	1	3
238	как же	3	3
239	что не	4	3
240	обратить внимание	1	3
241	сколько угодно	1	3
242	быть и	1	3
243	сих пор	8	3
244	только для	2	3
245	от нас	2	3
246	но для	3	3
247	говорим что	1	3
248	своему содержанию	1	3
249	чтобы понять	2	3
250	поэтический образ	1	3
251	хотя бы	9	3
252	мы говорим	4	3
253	другой стороны	3	3
254	есть и	1	3
255	я и	3	2
256	то на	1	2
257	например в	1	2
258	же как	1	2
259	к нашему	1	2
260	увидим ниже	1	2
261	и потому	1	2
262	в первом	5	2
263	по преимуществу	3	2
264	мы имеем	2	2
265	мы не	3	2
266	и ничего	1	2
267	что если	2	2
268	мы называем	2	2
269	в сущности	4	2
270	на себя	2	2
271	собою и	1	2
272	большей частью	1	2
273	было до	1	2
274	он сам	1	2
275	говоря уже	2	2
276	только после	3	2
277	то он	3	2
278	мы будем	1	2
279	не то	2	2
280	нет и	1	2
281	чем же	2	2
282	то или	2	2
283	кроме того	2	2
284	сказать только	1	2
285	в которой	1	2
286	таковы например	1	2
287	он в	2	2
288	из этих	5	2
289	вопроса о	3	2
290	не значит	5	2
291	или иных	1	2
292	как они	2	2
293	не будет	1	2
294	конечно в	1	2
295	и с	3	2
296	и чтобы	2	2
297	разница между	1	2
298	с другими	2	2
299	во внимание	5	2
300	для чего	1	2
301	должно быть	7	2
302	и того	2	2
303	одного и	2	2
304	в эту	1	2
305	но если	3	2
306	имеет ничего	1	2
307	и при	2	2
308	оказывается что	1	2
309	не как	2	2
310	у пушкина	1	2
311	образом и	1	2
312	которые в	4	2
313	друг другу	1	2
314	по крайней	1	2
315	действительно есть	1	2
316	однако в	2	2
317	же мы	4	2
318	в таких	2	2
319	она не	3	2
320	не имеет	3	2
321	мы находим	3	2
322	но только	1	2
323	для всего	1	2
324	следовательно и	1	2
325	учения о	4	2
326	не о	2	2
327	в области	14	2
328	не потому	3	2
329	не могут	5	2
330	могут быть	6	2
331	как для	1	2
332	например на	1	2
333	уже на	1	2
334	нам о	2	2
335	без всякого	1	2
336	нет никакой	1	2
337	мы наблюдаем	1	2
338	это вовсе	1	2
339	не стоит	1	2
340	это только	1	2
341	и должно	5	2
342	нас в	3	2
343	того или	3	2
344	мы вовсе	1	2
345	между тем	4	2
346	крайней мере	1	2
347	все время	1	2
348	о предмете	1	2
349	может иметь	3	2
350	в него	1	2
351	эти последние	2	2
352	сразу же	2	2
353	только одной	1	2
354	мы видим	1	2
355	и так	1	2
356	а потому	2	2
357	поэтому и	1	2
358	в качестве	2	2
359	на этой	1	2
360	не можем	1	2
361	этого понятия	1	2
362	является не	1	2
363	для него	1	2
364	не для	1	2
365	с этими	1	2
366	но что	1	2
367	должны сказать	1	2
368	мы возьмем	1	2
369	в целях	1	2
370	само собой	1	2
371	со всем	1	2
372	говорим о	2	2
373	что для	1	2
374	естественно что	3	2
375	которых мы	1	2
376	как именно	1	2
377	вместе с	2	2
378	можно будет	2	2
379	который мы	1	2
380	он будет	2	2
381	тому как	2	2
382	по существу	3	2
383	этом случае	4	2
384	не будем	5	2
385	о его	1	2
386	между прочим	8	2
387	говорить что	3	2
388	и часто	1	2
389	тем и	1	2
390	в результате	3	2
391	собственно говоря	1	2
392	только что	2	2
393	к его	2	2
394	или иного	3	2
395	а может	1	2
396	понимать что	1	2
397	равным образом	1	1
398	нужно помнить	1	1
399	происхождения что	1	1
400	скажет что	1	1
401	ту же	1	1
402	о каких	1	1
403	этой структуры	1	1
404	чтобы не	2	1
405	говорили о	1	1
406	пусть не	1	1
407	но тогда	1	1
408	роль играет	1	1
409	сразу и	1	1
410	которое мы	1	1
411	в чисто	1	1
412	из самых	1	1
413	отношения между	4	1
414	но чего	1	1
415	не принимая	1	1
416	что эти	2	1
417	речь здесь	1	1
418	был и	1	1
419	существуют свои	1	1
420	чем именно	1	1
421	значение но	1	1
422	отношения к	1	1
423	уже по	1	1
424	той же	3	1
425	из всех	1	1
426	что изучение	1	1
427	бы что	1	1
428	нам в	1	1
429	именно к	1	1
430	что многие	1	1
431	отказывается от	1	1
432	время как	1	1
433	к смыслу	1	1
434	очевидно однако	1	1
435	я не	5	1
436	эта функция	1	1
437	то это	3	1
438	конечно и	1	1
439	которое в	2	1
440	мы без	1	1
441	может дать	1	1
442	же нужно	1	1
443	когда есть	1	1
444	а еще	1	1
445	как смысл	1	1
446	быть в	2	1
447	это действительно	1	1
448	бы то	1	1
449	то мы	3	1
450	слишком много	1	1
451	только тогда	4	1
452	в общем	6	1
453	а если	1	1
454	к практическому	1	1
455	тут же	1	1
456	или иное	2	1
457	земля и	1	1
458	относится к	2	1
459	во что	1	1
460	и я	2	1
461	нас прежде	1	1
462	поскольку они	1	1
463	дает нам	2	1
464	все же	5	1
465	то ясно	1	1
466	которое и	1	1
467	вопросом о	4	1
468	говорит что	1	1
469	тем же	2	1
470	к числу	1	1
471	есть самое	1	1
472	чего же	1	1
473	не связаны	1	1
474	именно эта	1	1
475	еще на	2	1
476	не знает	2	1
477	бы и	3	1
478	мы сразу	1	1
479	ни один	1	1
480	мы при	1	1
481	бы не	3	1
482	есть вещь	2	1
483	вещах но	1	1
484	думать что	1	1
485	может считаться	1	1
486	в известном	2	1
487	им в	1	1
488	нами в	1	1
489	этот анализ	1	1
490	тому же	3	1
491	и те	1	1
492	если он	1	1
493	но на	3	1
494	а вовсе	1	1
495	смысловые особенности	1	1
496	связанные с	1	1
497	а скорее	1	1
498	должна быть	3	1
499	пушкина и	1	1
500	в первую	3	1
501	период революции	1	1
502	ведь не	1	1
503	не к	1	1
504	отношений между	2	1
505	в силу	6	1
506	обычно имеет	1	1
507	такой смысл	1	1
508	так уж	1	1
509	анализу понятия	1	1
510	и будет	1	1
511	которая будучи	1	1
512	на этом	2	1
513	будем говорить	1	1
514	точно и	1	1
515	а вместе	1	1
516	в одну	1	1
517	в каждом	1	1
518	и литературы	1	1
519	то ни	1	1
520	думал что	1	1
521	есть конечно	2	1
522	нашей собственной	1	1
523	упомянутой выше	1	1
524	а по	1	1
525	лишь в	8	1
526	заключается в	4	1
527	первую очередь	3	1
528	на протяжении	2	1
529	мы на	1	1
530	не хуже	1	1
531	подходит к	1	1
532	известно что	1	1
533	моменты в	2	1
534	указанием на	1	1
535	даже в	1	1
536	мог бы	2	1
537	функция эта	1	1
538	прочим в	1	1
539	что имеется	1	1
540	он является	1	1
541	и вы	1	1
542	и терминов	2	1
543	показывает что	1	1
544	одному тому	1	1
545	как об	2	1
546	или наоборот	1	1
547	мы видели	3	1
548	перевести на	1	1
549	и было	1	1
550	не вообще	1	1
551	которые я	1	1
552	это очевидно	1	1
553	же есть	1	1
554	и становится	1	1
555	на значение	1	1
556	не так	3	1
557	себя внимание	2	1
558	во время	1	1
559	или иному	1	1
560	однако ясно	1	1
561	часто в	1	1
562	она сама	1	1
563	в такой	1	1
564	наших дней	1	1
565	мы конечно	1	1
566	и без	2	1
