N	2gram	Potebnia_M_2	VerxiiNi
1	и в	24	26
2	таким образом	11	22
3	с тем	4	18
4	в этом	8	15
5	вместе с	11	15
6	как бы	9	12
7	в том	18	11
8	из этих	4	10
9	не только	15	10
10	и с	1	10
11	может быть	23	10
12	связи с	6	9
13	так как	10	9
14	но и	9	9
15	что в	16	9
16	но не	12	8
17	в общем	2	8
18	главным образом	4	8
19	и у	3	8
20	с другой	6	8
21	и не	19	8
22	как на	3	8
23	но в	4	7
24	связанные с	2	7
25	но все	2	7
26	из них	5	7
27	том что	8	7
28	потому что	49	7
29	к нему	1	7
30	с одной	4	7
31	то что	20	7
32	а с	2	7
33	одной стороны	3	7
34	того же	14	6
35	все же	5	6
36	все эти	2	6
37	в себе	10	6
38	всяком случае	7	6
39	с точки	1	6
40	к тому	1	6
41	так и	5	6
42	о том	5	6
43	что и	11	6
44	и потому	2	6
45	все это	2	6
46	мы должны	2	6
47	во всяком	7	6
48	отношение к	1	5
49	сих пор	4	5
50	тому же	1	5
51	лишь в	1	5
52	или менее	8	5
53	по крайней	5	5
54	не имеет	6	5
55	того чтобы	2	5
56	никогда не	4	5
57	для того	5	5
58	образом в	4	5
59	в его	2	5
60	крайней мере	5	5
61	до сих	4	5
62	а не	18	5
63	и для	3	5
64	так же	2	5
65	более или	8	5
66	в котором	4	4
67	то же	12	4
68	в течение	1	4
69	в самом	4	4
70	и по	2	4
71	что все	2	4
72	то есть	30	4
73	с другими	5	4
74	он не	1	4
75	далеко не	3	4
76	и тогда	3	4
77	в которых	1	4
78	в то	6	4
79	в нем	9	4
80	а в	8	4
81	что оно	4	4
82	и что	4	4
83	и только	6	4
84	только в	11	4
85	и вместе	4	4
86	ничем не	2	4
87	не может	12	4
88	и от	3	4
89	в этих	3	4
90	во время	4	4
91	что он	4	4
92	из всех	1	3
93	если в	3	3
94	от связи	1	3
95	и как	6	3
96	в которой	5	3
97	что это	3	3
98	и если	4	3
99	при этом	13	3
100	и при	3	3
101	тем не	6	3
102	если бы	11	3
103	то с	1	3
104	не менее	5	3
105	в других	4	3
106	и о	1	3
107	в народных	1	3
108	с самого	2	3
109	с течением	1	3
110	на нее	1	3
111	можно сказать	1	3
112	того что	7	3
113	но с	1	3
114	хотя бы	2	3
115	так что	10	3
116	уже не	4	3
117	для него	10	3
118	в одном	6	3
119	к ним	1	3
120	в связи	2	3
121	с этой	1	3
122	к этому	2	3
123	в таком	4	3
124	точно так	9	3
125	одним из	1	2
126	и это	2	2
127	первое время	1	2
128	его не	3	2
129	смотреть на	1	2
130	и заставляет	1	2
131	еще не	4	2
132	и на	8	2
133	бы то	1	2
134	с его	2	2
135	во всех	7	2
136	в создании	3	2
137	друг на	1	2
138	этого последнего	3	2
139	относится к	3	2
140	общего с	2	2
141	что именно	1	2
142	некоторые из	1	2
143	и наконец	1	2
144	убеждение что	1	2
145	он в	1	2
146	на то	5	2
147	перестает быть	2	2
148	не к	1	2
149	не как	3	2
150	именно из	1	2
151	и связанные	1	2
152	из него	1	2
153	его от	1	2
154	состоит в	2	2
155	заключает в	4	2
156	то ни	1	2
157	те же	3	2
158	к другу	1	2
159	них не	3	2
160	на все	3	2
161	образом если	1	2
162	в глазах	1	2
163	в них	5	2
164	на друга	1	2
165	не всегда	1	2
166	мы видели	1	2
167	нужно чтобы	1	2
168	но если	2	2
169	которые в	1	2
170	не в	13	2
171	самого начала	2	2
172	для каждого	1	2
173	тогда когда	10	2
174	тех пор	1	2
175	не могло	1	2
176	только не	1	2
177	в самой	3	2
178	же время	2	2
179	с одним	1	2
180	так например	3	2
181	не потому	1	2
182	и здесь	2	2
183	и проч	10	2
184	начиная с	1	2
185	не могут	7	2
186	и другой	1	2
187	похож на	1	2
188	отличается от	1	2
189	ничего общего	1	2
190	но при	1	2
191	и сами	4	2
192	не с	3	2
193	так называемую	1	2
194	связанных с	1	2
195	по тому	1	2
196	по сравнению	1	2
197	эти действия	1	2
198	не исчерпывается	1	2
199	мысль о	7	2
200	между тем	6	2
201	вслед за	3	2
202	по своей	1	2
203	один из	2	2
204	тот же	5	2
205	и действительно	1	2
206	между этими	1	2
207	от них	3	2
208	со всеми	1	2
209	для всех	1	2
210	конечно не	1	2
211	уже в	5	2
212	душа его	1	2
213	одно из	3	2
214	мы можем	12	2
215	этой задачи	1	2
216	но вместе	2	2
217	из своих	1	2
218	именно в	1	2
219	по своим	1	2
220	к которому	2	2
221	прежде всего	7	2
222	связано с	2	2
223	превращается в	2	2
224	не было	6	2
225	и все	3	2
226	когда же	1	2
227	тем с	1	2
228	в одно	8	2
229	если не	4	2
230	виде в	1	2
231	уже давно	1	2
232	связь с	1	2
233	человек должен	1	2
234	сравнению с	1	2
235	что мы	11	2
236	только для	5	2
237	или по	2	2
238	сознании и	2	2
239	при таком	1	2
240	том виде	1	2
241	о котором	2	2
242	но когда	1	2
243	из себя	2	2
244	в эту	3	2
245	только что	3	2
246	ни было	3	2
247	в свою	6	2
248	в процессе	1	2
249	сказать что	2	2
250	жизни и	1	2
251	можно назвать	2	2
252	все что	3	2
253	этой точки	1	2
254	с новыми	1	1
255	вряд ли	3	1
256	к их	1	1
257	дошел до	1	1
258	таком случае	2	1
259	чтобы не	1	1
260	в этот	1	1
261	которого в	1	1
262	языку и	1	1
263	а между	4	1
264	самом деле	2	1
265	он может	1	1
266	при нормальном	1	1
267	сила и	1	1
268	но тем	3	1
269	мере в	1	1
270	и есть	2	1
271	которое мы	3	1
272	тем же	3	1
273	на самые	1	1
274	и до	1	1
275	не всякому	2	1
276	чем именно	1	1
277	между человеком	1	1
278	и могут	1	1
279	мы уже	1	1
280	той же	3	1
281	а как	1	1
282	есть образ	1	1
283	не встречает	1	1
284	есть единственное	1	1
285	мы не	11	1
286	что уже	1	1
287	бы и	1	1
288	этом не	1	1
289	время как	4	1
290	оно есть	1	1
291	мы и	1	1
292	не совсем	3	1
293	и образуют	1	1
294	же что	3	1
295	при таких	3	1
296	к общему	4	1
297	в ней	3	1
298	дает им	1	1
299	не иметь	1	1
300	двух или	1	1
301	на них	1	1
302	самостоятельного значения	1	1
303	быть в	1	1
304	что его	3	1
305	в чем	7	1
306	что вполне	1	1
307	друг к	1	1
308	видели что	1	1
309	к нам	2	1
310	своей души	1	1
311	в сторону	1	1
312	одном и	1	1
313	по отношению	2	1
314	а и	5	1
315	что так	1	1
316	отличие от	1	1
317	друга и	1	1
318	общего правила	1	1
319	что они	5	1
320	смотрел на	1	1
321	человек может	1	1
322	один и	1	1
323	в одной	1	1
324	как в	10	1
325	некоторое время	2	1
326	как к	1	1
327	с их	1	1
328	что касается	1	1
329	однако не	1	1
330	могли бы	2	1
331	психологии но	1	1
332	его к	1	1
333	себе не	4	1
334	следует сказать	1	1
335	от этого	1	1
336	то в	1	1
337	к чему	1	1
338	внешней природы	1	1
339	бы с	1	1
340	то время	4	1
341	в нашем	2	1
342	думать что	3	1
343	не более	1	1
344	что к	1	1
345	по форме	1	1
346	и тот	2	1
347	имеем в	1	1
348	почти совсем	1	1
349	имеет для	3	1
350	так сказать	4	1
351	роли в	1	1
352	восстановить в	1	1
353	черный цвет	1	1
354	время и	2	1
355	в нашей	2	1
356	всех этих	2	1
357	как живопись	1	1
358	он должен	1	1
359	к одному	1	1
360	и более	1	1
361	на земле	1	1
362	чтобы в	1	1
363	они могли	1	1
364	нужные для	2	1
365	на этом	2	1
366	прежде чем	1	1
367	что душа	2	1
368	что она	3	1
369	человека в	3	1
370	не следует	1	1
371	том же	1	1
372	касается до	2	1
373	факт что	2	1
374	бы быть	3	1
375	ли этот	1	1
376	его в	3	1
377	входит в	1	1
378	это было	2	1
379	заключается в	1	1
380	было в	2	1
381	есть не	5	1
382	это не	3	1
383	было бы	13	1
384	между отдельными	1	1
385	а просто	1	1
386	в жизни	2	1
387	ни в	1	1
388	о которых	3	1
389	друга что	1	1
390	мира должна	1	1
391	в слове	13	1
392	как и	7	1
393	во внимание	1	1
394	оно имеет	1	1
395	ни с	2	1
396	чем в	1	1
397	и чувств	2	1
398	должно быть	2	1
399	и того	6	1
400	одного и	6	1
401	или вообще	1	1
402	выше что	1	1
403	к тем	1	1
404	от своего	1	1
405	что такое	2	1
406	таким же	1	1
407	никто не	1	1
408	в такой	1	1
409	в их	1	1
410	человеком и	1	1
411	в славянских	1	1
412	прийти к	1	1
413	место в	4	1
414	все и	1	1
415	на каждом	1	1
416	можем знать	1	1
417	и животным	1	1
418	в отличие	1	1
419	должны были	1	1
420	природы но	1	1
421	одном из	4	1
422	от прежних	1	1
423	но эта	1	1
424	в прямом	1	1
425	только те	1	1
426	их в	2	1
427	не должно	2	1
428	часть здания	1	1
429	радости и	1	1
430	по вкусу	1	1
431	этот мир	1	1
432	по себе	15	1
433	покоится на	1	1
434	связей с	1	1
435	случае мы	1	1
436	сам он	1	1
437	сознании в	1	1
438	с развитием	1	1
439	что происходит	1	1
440	тесную связь	1	1
441	эта мысль	1	1
442	без участия	2	1
443	что с	2	1
444	по языку	1	1
445	того как	7	1
446	в языках	1	1
447	на себе	1	1
448	из предыдущего	1	1
449	его образом	1	1
450	может только	1	1
451	судя по	5	1
452	ничего не	1	1
453	невозможно но	2	1
454	и весь	2	1
455	с нами	2	1
456	этих последних	2	1
457	другой стороны	2	1
458	это слово	1	1
459	к этим	1	1
460	не нужен	1	1
461	в сознании	23	1
462	только с	1	1
463	но даже	3	1
464	течение жизни	1	1
465	тела и	1	1
466	в каком	3	1
467	однако это	1	1
468	у нас	2	1
469	которое в	1	1
470	когда мы	2	1
471	могут быть	8	1
472	не знаем	2	1
473	большинство их	1	1
474	должны быть	4	1
475	человеком при	1	1
476	такой как	1	1
477	а вместе	4	1
478	мысли о	4	1
479	не есть	6	1
480	слова с	1	1
481	на это	1	1
482	с образом	1	1
483	для себя	1	1
484	как не	3	1
485	и образ	2	1
486	свою очередь	6	1
487	здесь не	1	1
488	без всякого	1	1
489	в ее	1	1
490	мы разумеем	1	1
491	нет никакой	1	1
492	только то	1	1
493	в себя	2	1
494	нельзя в	2	1
495	это для	1	1
496	или нескольких	1	1
497	как с	1	1
498	и совершенно	1	1
499	если они	1	1
500	невозможно и	2	1
501	сознании не	1	1
502	душе человека	1	1
503	найти в	1	1
504	в высших	1	1
505	том как	3	1
506	на высших	1	1
507	всей вероятности	1	1
508	или что	2	1
509	между собой	1	1
510	по мере	5	1
511	с ним	5	1
512	стремление к	2	1
513	хотя это	1	1
514	проч которые	1	1
515	вероятно что	1	1
516	похожим на	1	1
517	по-видимому и	1	1
518	и других	2	1
519	то они	1	1
520	одного из	1	1
521	становятся все	1	1
522	после того	2	1
523	других языках	1	1
524	первоначально было	1	1
525	времени в	1	1
526	любви к	1	1
527	потому только	1	1
528	и во	3	1
529	развития не	1	1
530	своему значению	1	1
531	все в	1	1
532	это изменение	1	1
533	связь между	2	1
534	этих слов	1	1
535	эта сила	1	1
536	теперь уже	2	1
537	в ряд	1	1
538	во втором	1	1
539	отчет в	1	1
540	а потому	5	1
541	на одном	1	1
542	что человек	1	1
543	ними в	1	1
544	в ту	1	1
545	и следовательно	2	1
546	к сознанию	1	1
547	как она	1	1
548	эти последние	2	1
549	что здесь	1	1
550	его уже	2	1
551	известно что	1	1
552	и прежде	1	1
553	их при	1	1
554	сливаясь с	1	1
555	совсем не	2	1
556	мы видим	2	1
557	с ними	3	1
558	дело с	1	1
559	друг друга	2	1
560	как нечто	1	1
561	каждом шагу	1	1
562	и так	1	1
563	их не	1	1
564	из коих	1	1
565	и его	2	1
566	по всей	1	1
567	значение которое	1	1
568	мира то	1	1
569	не можем	6	1
570	указания на	4	1
571	только на	1	1
572	же от	1	1
573	языка как	1	1
574	только тогда	3	1
575	при помощи	1	1
576	в душе	23	1
577	он существует	1	1
578	когда душа	3	1
579	нам все	1	1
580	не связанных	1	1
581	мы знаем	2	1
582	к мысли	2	1
583	не так	3	1
584	себе в	3	1
585	и их	5	1
586	представить себе	1	1
587	могло бы	1	1
588	сами по	7	1
589	не для	1	1
590	с этими	1	1
591	на душу	1	1
592	тем какое	1	1
593	у него	2	1
594	заметить что	6	1
595	тем что	7	1
596	всякий кто	1	1
597	тогда как	10	1
598	напрасно было	2	1
599	перейти к	1	1
600	на стороне	1	1
601	спрашивать не	1	1
602	найти его	1	1
603	видно из	2	1
604	не были	1	1
605	здесь к	1	1
606	своим личным	1	1
607	нельзя сказать	1	1
608	тот который	1	1
609	а именно	1	1
610	свойствам их	1	1
611	такое же	2	1
612	души и	4	1
613	которое так	1	1
614	высших степенях	1	1
615	притом не	1	1
616	и музыка	1	1
617	зависит от	2	1
618	так когда	1	1
619	только от	3	1
620	может прийти	1	1
621	различие между	1	1
622	и том	1	1
623	та часть	1	1
624	эти слова	1	1
625	ни на	1	1
626	человек есть	1	1
627	с этим	7	1
628	и за	1	1
629	в той	1	1
630	смысле этого	3	1
631	этим именем	1	1
632	это есть	1	1
633	души на	1	1
634	эти движения	1	1
635	отношения к	2	1
636	как средство	1	1
637	там где	4	1
638	при ближайшем	1	1
639	человека и	3	1
640	многих других	1	1
641	их отношение	1	1
642	только человек	1	1
643	этого слова	6	1
644	которых ни	1	1
645	такой же	4	1
646	происходит с	1	1
647	но это	3	1
648	этом следует	1	1
649	которое тоже	1	1
650	ничего кроме	1	1
651	помнить что	3	1
652	но для	1	1
653	отдать себе	1	1
654	в наше	1	1
655	известной степени	1	1
656	не имея	1	1
657	его с	2	1
658	это как	1	1
659	сходство между	2	1
660	это уже	1	1
661	не представляет	1	1
662	то не	3	1
663	души в	2	1
664	бы в	2	1
665	тем более	1	1
666	же есть	1	1
667	вспомнить что	1	1
668	все они	1	1
669	сходство в	1	1
670	на более	2	1
671	указывает на	2	1
672	же в	5	1
673	как показывает	1	1
674	в связь	1	1
675	давно уже	1	1
676	к ее	1	1
677	может и	1	1
678	лишь по	1	1
679	только как	6	1
680	состоит из	1	1
681	от слова	3	1
682	для создания	1	1
683	в своих	1	1
684	с первого	2	1
685	они относятся	1	1
686	они не	4	1
